,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,UncertaintyTypeManual,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,Satellite,Team,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,TestLocation,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600
30,1683,,9,1,1,,2021-10-22 18:34:54+00:00,,,,Methane,164.92,2773,18:34:54.542039Z,111.71,893,UT 1 sigma,2.08,,,,,2021-10-22 18:34:54+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,2,,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,AZ,2021-10-22 18:16:57+00:00,0,2004,2148.9,TRUE,17.95,TRUE,TP,1,1670.027329,1577.736774,1763.095351,1669.791526,1577.773269,1763.244323,1673.436771,1581.810099,1768.015834,1678.935852,1586.448087,1773.499568,1693.546782,1601.9372,1788.808583
31,1693,,19,1,1,,2021-10-22 18:34:54+00:00,,,,Methane,0,0,,,,,,,,,,2021-10-22 18:34:54+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,2,,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,AZ,2021-10-22 18:16:57+00:00,0,2004,2148.9,TRUE,17.95,TRUE,TP,1,1670.146887,1578.040053,1763.398716,1669.828002,1578.683137,1764.850288,1671.726116,1580.421229,1764.829187,1678.427461,1586.751206,1771.657177,1693.67354,1600.807429,1789.144345
32,1707,,33,1,1,,2021-10-22 18:34:54+00:00,,,,Methane,,2652,3335,1969,+/- 1 sigma,+/- 1 sigma,2.373983,,,,,2021-10-22 18:34:54+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,2,,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,AZ,2021-10-22 18:16:57+00:00,0,2004,2148.9,TRUE,17.95,TRUE,TP,1,1670.188796,1579.055018,1763.085985,1669.774749,1578.571081,1761.060465,1672.339068,1582.365717,1766.009788,1678.400268,1586.401577,1772.273443,1693.942969,1601.36474,1790.438155
33,1716,,42,,,,2021-10-22 18:34:54+00:00,,,,Methane,330,1500,1203,1790,Min/max,Min/max,1.9 [1.4-2.3],113,,,,2021-10-22 18:34:54+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,2,,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,AZ,2021-10-22 18:16:57+00:00,0,2004,2148.9,TRUE,17.95,TRUE,TP,1,1669.752162,1577.859072,1762.672112,1670.232903,1578.407438,1763.686223,1672.631618,1580.450026,1766.485726,1677.560512,1585.705254,1771.816317,1693.90979,1601.878916,1789.772502
34,1636,,10,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,,,,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,1,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2021-10-24 18:11:05+00:00,0,2007,1956.56,TRUE,13.95,TRUE,TP,1,4076.135955,3853.096826,4306.024279,4076.581892,3853.008577,4295.515851,4076.163061,3853.36438,4307.704754,4002.747756,3783.193125,4225.606049,3953.806041,3737.708392,4179.029368
35,1646,,20,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,cloudy,cloudy,,,,,,,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,1,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2021-10-24 18:11:05+00:00,0,2007,1956.56,TRUE,13.95,TRUE,TP,1,4072.809792,3852.205823,4302.098632,4075.256632,3853.776672,4302.872786,4076.255778,3853.125062,4307.736868,3999.824543,3784.698171,4225.300859,3952.774815,3737.737387,4175.363076
36,1660,,34,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,,FR,FR,UnknownSentinel2Direction,,,2021-10-24 18:25:02+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,1,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2021-10-24 18:11:05+00:00,0,2007,1956.56,TRUE,13.95,TRUE,TP,1,4074.917466,3850.856606,4308.765676,4077.767024,3855.747105,4302.757619,4075.651121,3853.990111,4307.506834,4001.564542,3780.243814,4226.989105,3954.674524,3739.917429,4181.485244
37,1669,,43,,,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,,FR,FR,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,1,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2021-10-24 18:11:05+00:00,0,2007,1956.56,TRUE,13.95,TRUE,TP,1,4073.826849,3851.009622,4302.606335,4075.472142,3851.989431,4302.260079,4076.361662,3853.03946,4302.805625,4001.747668,3787.93139,4225.750687,3955.704308,3741.802633,4181.153611
38,1684,,10,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,,FR,FR,FR,FR,,,,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,2,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2021-10-24 18:11:05+00:00,0,2007,1956.56,TRUE,13.95,TRUE,TP,1,4074.279157,3851.051637,4310.392383,4077.032154,3852.003994,4305.06535,4076.052614,3849.363403,4305.992222,3999.936261,3777.507123,4229.081647,3953.536089,3739.542864,4169.633424
39,1694,,20,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,cloudy,cloudy,,,,,,,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,2,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2021-10-24 18:11:05+00:00,0,2007,1956.56,TRUE,13.95,TRUE,TP,1,4074.771663,3850.029099,4302.403665,4076.839543,3852.762637,4309.051979,4078.490714,3855.622164,4302.358319,4000.193388,3781.555377,4224.311185,3955.199665,3741.198458,4177.136403
40,1708,,34,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,,FR,FR,FR,FR,,FR,,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,2,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2021-10-24 18:11:05+00:00,0,2007,1956.56,TRUE,13.95,TRUE,TP,1,4074.575797,3851.445629,4306.606609,4075.056345,3854.098468,4304.837391,4075.809336,3851.905149,4300.342596,4000.265368,3784.485758,4223.769658,3954.616404,3737.733798,4175.8638
41,1717,,43,,,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,,FR,FR,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,2,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2021-10-24 18:11:05+00:00,0,2007,1956.56,TRUE,13.95,TRUE,TP,1,4074.446273,3852.136415,4297.726936,4075.920088,3854.706041,4306.785078,4078.464131,3855.350785,4308.530217,4000.919845,3785.022246,4223.543462,3954.807777,3739.888746,4169.164016
42,1637,,11,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,184.39,5333,,,2108,UT 1 sigma,4.881,-97.5,,,,2021-10-27 18:34:57+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,1,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,2021-10-27 18:13:45+00:00,0,2009,4694.095,TRUE,21.2,TRUE,TP,1,3520.005985,3320.762494,3716.687217,3525.374837,3328.23554,3723.379122,3528.603907,3331.440754,3727.159739,3501.974899,3307.343733,3700.328862,3455.803328,3264.65285,3649.553749
43,1647,,21,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,376,5614,9773,2634,1-sigma confidence interval,+/- 1 sigma,3.8,350,189,,,2021-10-27 18:34:57+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,1,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,2021-10-27 18:13:45+00:00,0,2009,4694.095,TRUE,21.2,TRUE,TP,1,3521.899353,3324.041851,3724.397777,3525.314909,3326.689852,3723.742322,3528.250215,3330.412414,3724.538844,3502.230764,3307.296363,3697.961573,3454.905684,3262.442468,3644.212937
44,1661,,35,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,187,5187,6956,3418,+/- 1 sigma,+/- 1 sigma,4.407491,7.410631,UnknownSentinel2Direction,,,2021-10-27 18:34:57+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,1,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,2021-10-27 18:13:45+00:00,0,2009,4694.095,TRUE,21.2,TRUE,TP,1,3523.182594,3325.940796,3722.270539,3526.834195,3326.064533,3726.404245,3529.631107,3333.518906,3728.852076,3503.656793,3309.759008,3702.126785,3455.475048,3258.166503,3651.542689
45,1670,,44,,,,2021-10-27 18:34:57+00:00,,,,Methane,260,2250,1440,2870,Min/max,Min/max,3.8 [2.6-4.4],184,,,,2021-10-27 18:34:57+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,1,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,2021-10-27 18:13:45+00:00,0,2009,4694.095,TRUE,21.2,TRUE,TP,1,3521.678281,3320.92801,3721.308575,3524.651869,3330.272343,3720.88305,3528.987248,3334.14481,3726.302204,3503.559117,3310.153234,3700.947112,3455.608131,3260.222252,3652.631892
46,1685,,11,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,184.39,4427,18:34:57.856604Z,132.57,1651,UT 1 sigma,3.82,,,,,2021-10-27 18:34:57+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,2,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,2021-10-27 18:13:45+00:00,0,2009,4694.095,TRUE,21.2,TRUE,TP,1,3521.984443,3324.618042,3717.241869,3525.788684,3333.461782,3725.766134,3529.167163,3327.490161,3726.874027,3503.042021,3303.780082,3706.294936,3454.84797,3261.421956,3650.972643
47,1695,,21,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,376,5134,6929,3340,1-sigma confidence interval,+/- 1 sigma,3.32,46.1,189,,,2021-10-27 18:34:57+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,2,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,2021-10-27 18:13:45+00:00,0,2009,4694.095,TRUE,21.2,TRUE,TP,1,3522.601318,3326.444291,3720.97778,3524.808516,3327.994191,3722.193583,3528.959748,3330.06876,3725.508057,3502.299647,3306.869161,3700.787644,3452.860481,3258.06701,3651.904386
48,1709,,35,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,,4447,5582,3312,+/- 1 sigma,+/- 1 sigma,3.699061,,,,,2021-10-27 18:34:57+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,2,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,2021-10-27 18:13:45+00:00,0,2009,4694.095,TRUE,21.2,TRUE,TP,1,3522.639646,3325.168594,3724.357315,3527.205574,3327.933064,3722.47136,3530.223127,3335.205837,3730.088234,3504.26141,3303.895969,3701.334743,3456.602777,3263.010474,3647.668048
49,1718,,44,,,,2021-10-27 18:34:57+00:00,,,,Methane,260,2380,1940,2840,Min/max,Min/max,4.2 [3.9-4.4] ,221,,,,2021-10-27 18:34:57+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,2,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,2021-10-27 18:13:45+00:00,0,2009,4694.095,TRUE,21.2,TRUE,TP,1,3521.603548,3325.198156,3721.414037,3525.702873,3323.861689,3723.227528,3527.408333,3332.146506,3727.714008,3501.574405,3309.907728,3696.829321,3453.55665,3263.37151,3647.478963
50,1638,,12,1,2,,2021-10-28 18:16:48+00:00,,,,Methane,120,1625,,,692,UT 1 sigma,4.419,-103.5,,,,2021-10-28 18:16:48+00:00,,Landsat 8/UPV,Landsat 8,UPV,1,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,AZ,2021-10-28 18:05:30+00:00,0,2010,3237.54,TRUE,11.3,TRUE,TP,1,2107.618154,1983.214844,2229.381444,2107.908912,1986.215044,2232.174555,2102.502788,1977.06468,2227.69108,2083.588367,1962.993233,2204.798495,2069.738139,1950.357792,2190.592155
51,1652,,26,1,1,,2021-10-28 18:16:48+00:00,,,,Methane,280,2236,5136,363,1-sigma confidence interval,+/- 1 sigma,4,10,189,,,2021-10-28 18:16:48+00:00,,Landsat 8/Kayrros,Landsat 8,Kayrros,1,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,AZ,2021-10-28 18:05:30+00:00,0,2010,3237.54,TRUE,11.3,TRUE,TP,1,2107.809701,1983.627655,2233.497121,2106.741613,1982.316224,2232.212051,2102.991846,1978.024416,2228.50935,2083.334979,1962.908238,2207.682094,2071.036349,1948.001437,2191.057205
52,1671,,45,,,,2021-10-28 18:16:48+00:00,,,,Methane,FR,FR,FR,FR,FR,,FR,FR,,,,2021-10-28 18:16:48+00:00,,Landsat 8/SRON,Landsat 8,SRON,1,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,AZ,2021-10-28 18:05:30+00:00,0,2010,3237.54,TRUE,11.3,TRUE,TP,1,2109.971117,1985.810647,2236.743802,2107.062716,1983.036758,2231.785995,2103.519131,1979.448467,2227.232737,2084.123163,1961.214995,2207.67129,2070.436883,1951.979352,2193.324053
53,1686,,12,1,2,,2021-10-28 18:16:48+00:00,,,,Methane,120,1735,18:16:48.2627780Z,28.38,710,UT 1 sigma,4.81,,,,,2021-10-28 18:16:48+00:00,,Landsat 8/UPV,Landsat 8,UPV,2,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,AZ,2021-10-28 18:05:30+00:00,0,2010,3237.54,TRUE,11.3,TRUE,TP,1,2108.718385,1983.570471,2233.650656,2107.159389,1982.563332,2229.365602,2103.459643,1981.541752,2224.899469,2083.794824,1960.20224,2205.677401,2070.531504,1948.882629,2189.520304
54,1700,,26,1,1,,2021-10-28 18:16:48+00:00,,,,Methane,280,2489,3024,1955,1-sigma confidence interval,+/- 1 sigma,4.6,45.59,189,,,2021-10-28 18:16:48+00:00,,Landsat 8/Kayrros,Landsat 8,Kayrros,2,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,AZ,2021-10-28 18:05:30+00:00,0,2010,3237.54,TRUE,11.3,TRUE,TP,1,2106.95007,1982.631272,2230.797613,2106.93319,1982.310642,2232.07327,2103.290534,1983.112305,2225.286588,2083.82984,1960.91369,2206.726231,2070.189011,1947.620861,2192.312668
55,1719,,45,,,,2021-10-28 18:16:48+00:00,,,,Methane,FR,FR,FR,FR,FR,,FR,FR,,,,2021-10-28 18:16:48+00:00,,Landsat 8/SRON,Landsat 8,SRON,2,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,AZ,2021-10-28 18:05:30+00:00,0,2010,3237.54,TRUE,11.3,TRUE,TP,1,2109.474289,1986.699838,2232.224862,2106.763257,1985.250943,2230.592603,2103.345016,1980.111936,2228.922902,2083.325717,1960.382534,2205.141221,2070.011232,1948.706156,2189.287774
56,1639,,13,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,,0,,,,,2.223,-89.5,,,,2021-10-29 18:24:58+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,1,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,2021-10-29 18:09:15+00:00,0,2011,4719.235,TRUE,15.71666667,TRUE,TP,1,5091.796551,4818.128233,5380.478442,5101.7234,4826.945671,5387.561916,5094.401631,4815.358387,5380.144497,5031.560308,4757.586212,5311.581235,4740.235062,4476.338986,5015.580437
57,1648,,22,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,348,4675,8052,2326,1-sigma confidence interval,+/- 1 sigma,2.6,1,189,,,2021-10-29 18:24:58+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,1,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,2021-10-29 18:09:15+00:00,0,2011,4719.235,TRUE,15.71666667,TRUE,TP,1,5092.991876,4813.604966,5372.35795,5100.283658,4822.706253,5389.819582,5093.253814,4814.709392,5369.844009,5030.349148,4753.429167,5310.69206,4740.572404,4480.347459,5009.29086
58,1662,,36,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,122,2762,3915,1609,+/- 1 sigma,+/- 1 sigma,2.448409,10.779561,UnknownSentinel2Direction,,,2021-10-29 18:24:58+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,1,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,2021-10-29 18:09:15+00:00,0,2011,4719.235,TRUE,15.71666667,TRUE,TP,1,5091.237326,4816.411932,5379.124578,5099.882196,4817.396439,5389.302055,5093.3961,4816.283798,5382.046289,5030.481953,4752.333841,5317.093789,4739.366027,4482.190265,5004.702652
59,1672,,46,,,,2021-10-29 18:24:58+00:00,,,,Methane,0,0,0,0,0,,0,0,,,,2021-10-29 18:24:58+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,1,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,2021-10-29 18:09:15+00:00,0,2011,4719.235,TRUE,15.71666667,TRUE,TP,1,5094.310012,4815.560763,5381.818854,5099.625741,4818.499887,5395.608913,5092.353267,4810.358279,5373.57961,5028.709841,4755.700035,5312.597643,4738.953635,4481.234168,5003.277224
60,1687,,13,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,,0,,,,,,,,,,2021-10-29 18:24:58+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,2,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,2021-10-29 18:09:15+00:00,0,2011,4719.235,TRUE,15.71666667,TRUE,TP,1,5094.408141,4816.520843,5374.69636,5098.235854,4816.691722,5384.124896,5093.532474,4813.574616,5381.303258,5029.848027,4756.99211,5312.327583,4740.788529,4487.508189,4999.485681
61,1696,,22,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,348,7267,10546,3988,1-sigma confidence interval,+/- 1 sigma,4.86,46.1,189,,,2021-10-29 18:24:58+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,2,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,2021-10-29 18:09:15+00:00,0,2011,4719.235,TRUE,15.71666667,TRUE,TP,1,5093.346213,4816.958504,5387.131058,5099.063038,4822.345093,5385.359643,5094.333848,4814.555612,5380.777156,5030.146961,4757.21738,5312.621109,4740.12466,4482.643122,5002.372717
62,1710,,36,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,,4757,5890,3624,+/- 1 sigma,+/- 1 sigma,4.727615,,,,,2021-10-29 18:24:58+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,2,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,2021-10-29 18:09:15+00:00,0,2011,4719.235,TRUE,15.71666667,TRUE,TP,1,5095.037519,4813.796185,5377.628507,5100.338723,4818.72358,5387.844482,5094.125947,4816.46718,5383.793347,5031.078116,4754.258803,5318.306418,4739.644058,4474.643355,5001.627675
63,1720,,46,,,,2021-10-29 18:24:58+00:00,,,,Methane,0,0,0,0,0,,0,0,,,,2021-10-29 18:24:58+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,2,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,2021-10-29 18:09:15+00:00,0,2011,4719.235,TRUE,15.71666667,TRUE,TP,1,5094.462061,4812.200425,5382.636726,5099.753458,4821.280135,5391.976791,5093.507484,4814.579439,5372.025717,5028.437423,4750.462428,5306.997949,4739.215859,4475.504589,5007.129249
64,1641,,15,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,111.35,1191,,,458,UT 1 sigma,3.024,-87.8,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,1,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,2021-11-03 18:12:18+00:00,0,2014,2606.13,TRUE,12.71666667,TRUE,TP,1,1383.001449,1308.502633,1460.667675,1383.378485,1307.204315,1459.98137,1382.886851,1307.598554,1460.66095,1390.281548,1313.87428,1468.648731,1398.549322,1322.143414,1476.387492
65,1664,,38,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,115,1300,1878,722,+/- 1 sigma,+/- 1 sigma,2.595344,3.860544,UnknownSentinel2Direction,,,2021-11-03 18:25:01+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,1,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,2021-11-03 18:12:18+00:00,0,2014,2606.13,TRUE,12.71666667,TRUE,TP,1,1382.182546,1307.858875,1458.523426,1383.34118,1306.469586,1461.427605,1383.04986,1306.998769,1460.891865,1389.885822,1313.583053,1469.02343,1398.431898,1322.349207,1477.172337
66,1674,,48,,,,2021-11-03 18:25:01+00:00,,,,Methane,0,0,0,0,0,,0,0,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,1,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,2021-11-03 18:12:18+00:00,0,2014,2606.13,TRUE,12.71666667,TRUE,TP,1,1382.370228,1307.555294,1459.627207,1383.088197,1307.387853,1461.251785,1383.099183,1306.653369,1461.034489,1389.850093,1315.248301,1468.039496,1398.654872,1321.268622,1476.84351
67,1689,,15,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,111.35,1344,18:25:01.184114Z,25.45,539,UT 1 sigma,3.59,,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,2,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,2021-11-03 18:12:18+00:00,0,2014,2606.13,TRUE,12.71666667,TRUE,TP,1,1382.759,1307.52118,1459.879706,1383.063803,1307.709539,1461.375367,1383.268764,1308.53919,1459.417261,1389.520304,1314.059032,1466.781177,1399.625253,1323.706446,1478.643685
68,1712,,38,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,,1787,2333,1241,+/- 1 sigma,+/- 1 sigma,3.798211,,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,2,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,2021-11-03 18:12:18+00:00,0,2014,2606.13,TRUE,12.71666667,TRUE,TP,1,1382.686126,1306.405469,1459.181116,1383.531248,1308.333217,1459.570446,1383.561347,1307.703384,1462.004097,1389.09359,1313.736114,1466.872281,1398.963659,1322.220807,1478.159724
69,1722,,48,,,,2021-11-03 18:25:01+00:00,,,,Methane,0,0,0,0,0,,0,0,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,2,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,2021-11-03 18:12:18+00:00,0,2014,2606.13,TRUE,12.71666667,TRUE,TP,1,1382.690653,1307.207721,1460.678848,1382.6716,1307.032087,1459.70225,1382.625316,1306.912294,1460.631142,1389.480891,1313.320511,1469.674671,1399.013839,1322.291719,1473.971793
70,1642,,16,,,,2021-10-23 18:40:53+00:00,,,,Methane,277,4069,,,1515,UT 1 sigma,3.771272995,47.0416,,,,2021-10-23 18:40:53+00:00,,WV3/UPV,WV3,UPV,1,,218027,8,218645,218027,FALSE,,218693.5667,218451.7833,218208,219472.7067,222886.7667,AZ,2021-10-23 18:26:42+00:00,0,2005,3908.2,TRUE,14.18333333,TRUE,TP,1,3946.387632,3731.470852,4166.299742,3943.290967,3728.042892,4163.751387,3939.138986,3726.189749,4156.13433,3959.405172,3743.44197,4179.7075,4022.173945,3801.36555,4248.91374
71,1656,,30,1,1,,2021-10-23 18:40:53+00:00,,,,Methane,318,1282,2758,522,1-sigma confidence interval,+/- 1 sigma,2.9,207,190,,,2021-10-23 18:40:53+00:00,,WV3/Kayrros,WV3,Kayrros,1,,218027,8,218645,218027,FALSE,,218693.5667,218451.7833,218208,219472.7067,222886.7667,AZ,2021-10-23 18:26:42+00:00,0,2005,3908.2,TRUE,14.18333333,TRUE,TP,1,3946.02243,3726.75921,4170.354518,3941.562392,3726.523042,4163.238196,3938.870793,3724.162067,4164.078275,3961.068084,3746.909626,4179.475267,4020.703002,3801.640624,4238.930662
72,1690,,16,,,,2021-10-23 18:40:53+00:00,,,,Methane,277,4790,,,1876,UT 1 sigma,4.673416667,,,,,2021-10-23 18:40:53+00:00,,WV3/UPV,WV3,UPV,2,,218027,8,218645,218027,FALSE,,218693.5667,218451.7833,218208,219472.7067,222886.7667,AZ,2021-10-23 18:26:42+00:00,0,2005,3908.2,TRUE,14.18333333,TRUE,TP,1,3946.143748,3730.093672,4166.922099,3941.926159,3723.679224,4162.16029,3936.52013,3720.963605,4158.994233,3958.669549,3742.139077,4176.481581,4023.768744,3802.543832,4252.49266
73,1704,,30,1,1,,2021-10-23 18:40:53+00:00,,,,Methane,318,1578,2053,1236,1-sigma confidence interval,+/- 1 sigma,4.31,207,190,,,2021-10-23 18:40:53+00:00,,WV3/Kayrros,WV3,Kayrros,2,,218027,8,218645,218027,FALSE,,218693.5667,218451.7833,218208,219472.7067,222886.7667,AZ,2021-10-23 18:26:42+00:00,0,2005,3908.2,TRUE,14.18333333,TRUE,TP,1,3946.17174,3727.149014,4171.749385,3942.837777,3726.050904,4165.846517,3938.412182,3723.735281,4158.478147,3958.354393,3741.602356,4174.966713,4021.040841,3803.404558,4247.12963
