,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,Round 3 test set,WindType,OperatorSet,UnblindingStage,Notes,Satellite,Team,UncertaintyTypeManual,WindSpeedLow,WindSpeedHigh,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,cr_scfh_mean900,TestLocation,Wind_MPS_mean30,Wind_MPS_mean60,Wind_MPS_mean90,Wind_MPS_mean300,Wind_MPS_mean600,Wind_MPS_mean900,Wind_dir_mean30,Wind_dir_mean60,Wind_dir_mean90,Wind_dir_mean300,Wind_dir_mean600,Wind_dir_mean900,Wind_MPS_sd30,Wind_MPS_sd60,Wind_MPS_sd90,Wind_MPS_sd300,Wind_MPS_sd600,Wind_MPS_sd900,Wind_dir_sd30,Wind_dir_sd60,Wind_dir_sd90,Wind_dir_sd300,Wind_dir_sd600,Wind_dir_sd900,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600,cr_kgh_CH4_mean900,cr_kgh_CH4_lower900,cr_kgh_CH4_upper900
18,1731,,6,1,1,,2021-10-27 18:26:30+00:00,,,,Methane,1020.9,5645,,,2098,3.744716667,,,,,2021-10-27 18:26:30+00:00,,,PRISMA/LARS,2,,PRISMA,LARS,UT 1 sigma,,,188145,8,218645,188145,FALSE,,187899.6,188305.3,188790.5444,190816.7067,192626.1333,182011.7511,AZ,3.937333333,4.453833333,4.421111111,4.088533333,3.746483333,3.746483333,59.9,64.06666667,63.93333333,51.00666667,45.85333333,52.35333333,0.680724428,0.718190031,0.632068913,0.796138159,0.902452307,0.902452307,6.019222083,6.390847976,6.227521375,17.1464269,17.31381247,17.63407688,2021-10-27 18:13:45+00:00,0,2011,2812.01,TRUE,12.75,TRUE,TP,1,3390.402133,3201.960475,3581.731307,3385.400593,3192.427841,3590.035215,3401.055973,3221.411619,3614.48454,3432.220023,3250.666017,3630.594594,3466.579083,3291.305384,3669.595889,3282.390383,3110.370599,3471.638833
19,1755,,29,1,1,,2021-10-27 18:26:30+00:00,,,,Methane,422,5051,6454,3648,1-sigma confidence interval,3.36,46.7,191,,,2021-10-27 18:26:30+00:00,,,PRISMA/Kayrros,2,,PRISMA,Kayrros,+/- 1 sigma,,,188145,8,218645,188145,FALSE,,187899.6,188305.3,188790.5444,190816.7067,192626.1333,182011.7511,AZ,3.937333333,4.453833333,4.421111111,4.088533333,3.746483333,3.746483333,59.9,64.06666667,63.93333333,51.00666667,45.85333333,52.35333333,0.680724428,0.718190031,0.632068913,0.796138159,0.902452307,0.902452307,6.019222083,6.390847976,6.227521375,17.1464269,17.31381247,17.63407688,2021-10-27 18:13:45+00:00,0,2011,2812.01,TRUE,12.75,TRUE,TP,1,3391.12059,3199.014769,3585.652608,3389.317041,3202.610917,3605.975046,3395.192908,3237.246237,3576.930095,3433.888251,3220.786152,3631.337137,3470.116357,3282.70002,3673.682478,3278.469068,3095.22547,3477.532618
20,1680,,,1,1,,2021-11-02 18:29:00+00:00,,,,Methane,NT,NT,NT,NT,NT,,,,,,2021-11-02 18:29:00+00:00,,,PRISMA/LARS,1,,PRISMA,LARS,,,,61385.8,4,218645,61385.8,FALSE,,61434.90667,61450.77333,61480.38667,60867.71533,57491.60733,55935.97089,AZ,1.132666667,0.937833333,0.968555556,1.0563,0.952416667,0.952416667,308.2333333,270.0833333,285.6,292.1633333,280.835,266.9444444,0.216650574,0.276025617,0.267327855,0.275910127,0.297769661,0.297769661,103.8628683,137.598814,114.4891732,64.53815849,78.08623572,70.61167066,2021-11-02 18:14:40+00:00,0,2014,827.58,TRUE,14.33333333,TRUE,NT,1,1109.127165,1048.557799,1170.401021,1109.262469,1055.585219,1171.831869,1107.623725,1043.34501,1171.99447,1093.952405,1036.826809,1153.147817,1037.156166,984.5398141,1095.829932,1008.302716,954.1326401,1063.549102
21,1704,,,1,1,,2021-11-02 18:29:00+00:00,,,,Methane,NT,NT,NT,NT,NT,,,,,,2021-11-02 18:29:00+00:00,,,PRISMA/Kayrros,1,,PRISMA,Kayrros,,,,61385.8,4,218645,61385.8,FALSE,,61434.90667,61450.77333,61480.38667,60867.71533,57491.60733,55935.97089,AZ,1.132666667,0.937833333,0.968555556,1.0563,0.952416667,0.952416667,308.2333333,270.0833333,285.6,292.1633333,280.835,266.9444444,0.216650574,0.276025617,0.267327855,0.275910127,0.297769661,0.297769661,103.8628683,137.598814,114.4891732,64.53815849,78.08623572,70.61167066,2021-11-02 18:14:40+00:00,0,2014,827.58,TRUE,14.33333333,TRUE,NT,1,1108.347406,1048.060641,1171.066,1106.333424,1051.944973,1167.490591,1108.42742,1052.331681,1171.314051,1098.103088,1041.144092,1161.249007,1035.803328,982.5936916,1095.409662,1007.194192,952.4752357,1064.253634
22,1732,,,1,1,,2021-11-02 18:29:00+00:00,,,,Methane,NT,NT,NT,NT,NT,,,,,,2021-11-02 18:29:00+00:00,,,PRISMA/LARS,2,,PRISMA,LARS,,,,61385.8,4,218645,61385.8,FALSE,,61434.90667,61450.77333,61480.38667,60867.71533,57491.60733,55935.97089,AZ,1.132666667,0.937833333,0.968555556,1.0563,0.952416667,0.952416667,308.2333333,270.0833333,285.6,292.1633333,280.835,266.9444444,0.216650574,0.276025617,0.267327855,0.275910127,0.297769661,0.297769661,103.8628683,137.598814,114.4891732,64.53815849,78.08623572,70.61167066,2021-11-02 18:14:40+00:00,0,2014,827.58,TRUE,14.33333333,TRUE,NT,1,1108.337171,1048.658154,1169.471781,1107.325234,1052.589107,1158.817029,1107.257266,1045.645238,1175.362548,1095.710181,1035.729168,1156.73788,1035.54054,977.6764056,1096.516528,1005.146532,946.4141426,1061.106219
23,1756,,,1,1,,2021-11-02 18:29:00+00:00,,,,Methane,NT,NT,NT,NT,NT,,,,,,2021-11-02 18:29:00+00:00,,,PRISMA/Kayrros,2,,PRISMA,Kayrros,,,,61385.8,4,218645,61385.8,FALSE,,61434.90667,61450.77333,61480.38667,60867.71533,57491.60733,55935.97089,AZ,1.132666667,0.937833333,0.968555556,1.0563,0.952416667,0.952416667,308.2333333,270.0833333,285.6,292.1633333,280.835,266.9444444,0.216650574,0.276025617,0.267327855,0.275910127,0.297769661,0.297769661,103.8628683,137.598814,114.4891732,64.53815849,78.08623572,70.61167066,2021-11-02 18:14:40+00:00,0,2014,827.58,TRUE,14.33333333,TRUE,NT,1,1107.902307,1047.471495,1170.289826,1105.010012,1044.580691,1166.774087,1109.891196,1052.218367,1169.592804,1096.316559,1033.09056,1162.769073,1034.855861,977.3797232,1094.234451,1010.771112,959.8621931,1068.560433
24,1681,,7,1,1,,2021-10-19 18:24:58+00:00,,,,Methane,170.88,5468,,,1446,1.481,-96.7,,,,2021-10-19 18:24:58+00:00,,,Sentinel-2/LARS,1,,Sentinel-2,LARS,UT 1 sigma,,,409664.08,8,218645,409664.08,FALSE,,409695.384,408949.2795,408024.5068,398437.5124,382612.9314,377712.3535,AZ,2.431666667,1.8085,1.663,1.967333333,2.397666667,2.397666667,42.43333333,47.51666667,101.4,73.77,51.25666667,69.87666667,0.358137744,0.691159245,0.634267604,0.680417113,0.795297462,0.795297462,11.53012047,59.6840528,132.6085563,128.2974326,94.08374128,113.3082623,2021-10-19 18:05:36+00:00,0,2004,2874.49,TRUE,19.36666667,TRUE,TP,1,7393.474415,6987.078712,7802.47955,7374.07391,6979.680402,7809.318758,7339.411094,6949.56368,7736.58414,7175.659697,6810.081832,7565.722348,6879.461818,6497.56213,7303.799304,6786.734264,6424.787226,7194.551247
25,1692,,18,1,1,,2021-10-19 18:24:58+00:00,,,,Methane,319,6790,10408,4095,1-sigma confidence interval,2.9,338,189,,,2021-10-19 18:24:58+00:00,,,Sentinel-2/Kayrros,1,,Sentinel-2,Kayrros,+/- 1 sigma,,,409664.08,8,218645,409664.08,FALSE,,409695.384,408949.2795,408024.5068,398437.5124,382612.9314,377712.3535,AZ,2.431666667,1.8085,1.663,1.967333333,2.397666667,2.397666667,42.43333333,47.51666667,101.4,73.77,51.25666667,69.87666667,0.358137744,0.691159245,0.634267604,0.680417113,0.795297462,0.795297462,11.53012047,59.6840528,132.6085563,128.2974326,94.08374128,113.3082623,2021-10-19 18:05:36+00:00,0,2004,2874.49,TRUE,19.36666667,TRUE,TP,1,7389.37332,6984.406547,7788.34109,7347.904571,6951.477025,7740.884376,7331.564503,6964.437621,7747.679241,7170.850914,6792.771104,7620.948562,6885.189426,6521.751996,7274.842039,6806.43642,6442.911073,7219.686079
26,1707,,32,1,1,,2021-10-19 18:24:58+00:00,,,,Methane,188,4069,6322,1816,+/- 1 sigma,0.96373,4.321728,UnknownSentinel2Direction,,,2021-10-19 18:24:58+00:00,,,Sentinel-2/Harvard,1,,Sentinel-2,Harvard,+/- 1 sigma,,,409664.08,8,218645,409664.08,FALSE,,409695.384,408949.2795,408024.5068,398437.5124,382612.9314,377712.3535,AZ,2.431666667,1.8085,1.663,1.967333333,2.397666667,2.397666667,42.43333333,47.51666667,101.4,73.77,51.25666667,69.87666667,0.358137744,0.691159245,0.634267604,0.680417113,0.795297462,0.795297462,11.53012047,59.6840528,132.6085563,128.2974326,94.08374128,113.3082623,2021-10-19 18:05:36+00:00,0,2004,2874.49,TRUE,19.36666667,TRUE,TP,1,7392.192375,6991.481932,7813.585911,7371.871888,6936.956631,7795.279093,7337.706205,6924.47447,7750.654817,7185.850723,6803.236114,7597.020052,6890.497695,6475.14645,7306.68795,6808.257299,6423.472145,7186.099739
27,1715,,40,,,,2021-10-19 18:24:58+00:00,,,,Methane,340,3760,1970,6260,Min/max,1.8,175,,,,2021-10-19 18:24:58+00:00,,,Sentinel-2/SRON,1,,Sentinel-2,SRON,Min/max,0.8,2.9,409664.08,8,218645,409664.08,FALSE,,409695.384,408949.2795,408024.5068,398437.5124,382612.9314,377712.3535,AZ,2.431666667,1.8085,1.663,1.967333333,2.397666667,2.397666667,42.43333333,47.51666667,101.4,73.77,51.25666667,69.87666667,0.358137744,0.691159245,0.634267604,0.680417113,0.795297462,0.795297462,11.53012047,59.6840528,132.6085563,128.2974326,94.08374128,113.3082623,2021-10-19 18:05:36+00:00,0,2004,2874.49,TRUE,19.36666667,TRUE,TP,1,7398.05293,6985.667966,7814.017303,7358.461107,6943.749864,7747.916024,7337.188663,6940.711141,7752.046532,7180.873458,6797.898749,7598.594724,6893.806846,6509.097659,7313.652572,6785.154871,6426.571346,7152.739931
28,1733,,7,1,1,,2021-10-19 18:24:58+00:00,,,,Methane,170.88,7234,18:24:58.763092Z,276.5,2331,2.4,,,,,2021-10-19 18:24:58+00:00,,,Sentinel-2/LARS,2,,Sentinel-2,LARS,UT 1 sigma,,,409664.08,8,218645,409664.08,FALSE,,409695.384,408949.2795,408024.5068,398437.5124,382612.9314,377712.3535,AZ,2.431666667,1.8085,1.663,1.967333333,2.397666667,2.397666667,42.43333333,47.51666667,101.4,73.77,51.25666667,69.87666667,0.358137744,0.691159245,0.634267604,0.680417113,0.795297462,0.795297462,11.53012047,59.6840528,132.6085563,128.2974326,94.08374128,113.3082623,2021-10-19 18:05:36+00:00,0,2004,2874.49,TRUE,19.36666667,TRUE,TP,1,7395.556101,6990.021113,7808.88629,7353.31325,6967.939629,7819.51807,7354.064703,6978.939342,7774.920425,7171.307597,6774.584833,7525.65617,6889.800329,6560.314069,7270.987764,6815.703471,6463.184298,7211.419552
29,1744,,18,1,1,,2021-10-19 18:24:58+00:00,,,,Methane,319,6098,7431,4765,1-sigma confidence interval,2.49,14.79,189,,,2021-10-19 18:24:58+00:00,,,Sentinel-2/Kayrros,2,,Sentinel-2,Kayrros,+/- 1 sigma,,,409664.08,8,218645,409664.08,FALSE,,409695.384,408949.2795,408024.5068,398437.5124,382612.9314,377712.3535,AZ,2.431666667,1.8085,1.663,1.967333333,2.397666667,2.397666667,42.43333333,47.51666667,101.4,73.77,51.25666667,69.87666667,0.358137744,0.691159245,0.634267604,0.680417113,0.795297462,0.795297462,11.53012047,59.6840528,132.6085563,128.2974326,94.08374128,113.3082623,2021-10-19 18:05:36+00:00,0,2004,2874.49,TRUE,19.36666667,TRUE,TP,1,7389.883484,6987.859872,7798.479047,7372.415089,6996.898987,7827.288536,7345.619406,6949.475659,7728.894212,7168.252153,6779.545727,7611.385333,6895.28258,6526.000691,7252.910441,6815.223154,6435.621731,7188.658289
30,1759,,32,1,1,,2021-10-19 18:24:58+00:00,,,,Methane,,5684,7053,4315,+/- 1 sigma,1.545715,,,,,2021-10-19 18:24:58+00:00,,,Sentinel-2/Harvard,2,,Sentinel-2,Harvard,+/- 1 sigma,,,409664.08,8,218645,409664.08,FALSE,,409695.384,408949.2795,408024.5068,398437.5124,382612.9314,377712.3535,AZ,2.431666667,1.8085,1.663,1.967333333,2.397666667,2.397666667,42.43333333,47.51666667,101.4,73.77,51.25666667,69.87666667,0.358137744,0.691159245,0.634267604,0.680417113,0.795297462,0.795297462,11.53012047,59.6840528,132.6085563,128.2974326,94.08374128,113.3082623,2021-10-19 18:05:36+00:00,0,2004,2874.49,TRUE,19.36666667,TRUE,TP,1,7393.522609,6991.142317,7807.056731,7368.518467,6947.62797,7812.765321,7351.212139,6951.093085,7763.959568,7185.109177,6801.989626,7596.615887,6885.349736,6528.840785,7253.184942,6786.822686,6484.938594,7138.76779
31,1767,,40,,,,2021-10-19 18:24:58+00:00,,,,Methane,340,4680,3410,6000,Min/max,2.6,197,,,,2021-10-19 18:24:58+00:00,,,Sentinel-2/SRON,2,,Sentinel-2,SRON,Min/max,1.7,3.4,409664.08,8,218645,409664.08,FALSE,,409695.384,408949.2795,408024.5068,398437.5124,382612.9314,377712.3535,AZ,2.431666667,1.8085,1.663,1.967333333,2.397666667,2.397666667,42.43333333,47.51666667,101.4,73.77,51.25666667,69.87666667,0.358137744,0.691159245,0.634267604,0.680417113,0.795297462,0.795297462,11.53012047,59.6840528,132.6085563,128.2974326,94.08374128,113.3082623,2021-10-19 18:05:36+00:00,0,2004,2874.49,TRUE,19.36666667,TRUE,TP,1,7391.58946,6982.016394,7802.895231,7353.42151,6983.071206,7745.700728,7351.866083,6950.767467,7790.687793,7173.834363,6810.741707,7559.892349,6881.651547,6526.473622,7221.794177,6802.649912,6442.003251,7181.546098
32,1682,,8,1,2,,2021-10-21 18:10:37+00:00,,,,Methane,278.21,3032,,,1012,2.606,-86.2,,,,2021-10-21 18:10:37+00:00,,,Landsat 8/LARS,1,,Landsat 8,LARS,UT 1 sigma,,,231569,8,218645,231569,TRUE,,231569,231569,231569,231569,231569,231569,AZ,4.070666667,3.992333333,3.785333333,3.792133333,3.985983333,3.985983333,51.96666667,48.76666667,46.11111111,38.90333333,43.72833333,46.89444444,0.393550885,0.855235851,0.809350135,0.608035475,0.629771429,0.629771429,4.937424523,7.816468201,8.539984533,8.546977534,10.3690433,11.68215377,2021-10-21 17:55:38+00:00,0,2005,3552.435,TRUE,14.98333333,TRUE,TP,1,4176.327217,3950.968005,4413.531194,4161.760127,3932.951932,4388.003326,4179.656788,3980.128459,4425.139233,4195.198122,3950.104986,4449.720914,4225.804847,3902.549574,4560.16603,4345.558203,3821.830202,4864.799273
33,1699,,25,1,1,,2021-10-21 18:10:37+00:00,,,,Methane,319,2171,4958,626,1-sigma confidence interval,2.2,6,189,,,2021-10-21 18:10:37+00:00,,,Landsat 8/Kayrros,1,,Landsat 8,Kayrros,+/- 1 sigma,,,231569,8,218645,231569,TRUE,,231569,231569,231569,231569,231569,231569,AZ,4.070666667,3.992333333,3.785333333,3.792133333,3.985983333,3.985983333,51.96666667,48.76666667,46.11111111,38.90333333,43.72833333,46.89444444,0.393550885,0.855235851,0.809350135,0.608035475,0.629771429,0.629771429,4.937424523,7.816468201,8.539984533,8.546977534,10.3690433,11.68215377,2021-10-21 17:55:38+00:00,0,2005,3552.435,TRUE,14.98333333,TRUE,TP,1,4174.085303,3945.990578,4411.002223,4162.14318,3941.977886,4411.125845,4170.0982,3956.270058,4398.104109,4187.663592,3947.353351,4424.167895,4245.211191,3919.797574,4583.622476,4349.787678,3879.333843,4841.758489
34,1716,,41,,,,2021-10-21 18:10:37+00:00,,,,Methane,490,1810,1418,2110,Min/max,2.2,186,,,,2021-10-21 18:10:37+00:00,,,Landsat 8/SRON,1,,Landsat 8,SRON,Min/max,1.7,2.4,231569,8,218645,231569,TRUE,,231569,231569,231569,231569,231569,231569,AZ,4.070666667,3.992333333,3.785333333,3.792133333,3.985983333,3.985983333,51.96666667,48.76666667,46.11111111,38.90333333,43.72833333,46.89444444,0.393550885,0.855235851,0.809350135,0.608035475,0.629771429,0.629771429,4.937424523,7.816468201,8.539984533,8.546977534,10.3690433,11.68215377,2021-10-21 17:55:38+00:00,0,2005,3552.435,TRUE,14.98333333,TRUE,TP,1,4175.622551,3948.213571,4406.528112,4170.901343,3941.328132,4416.132827,4167.26077,3958.859232,4390.639046,4190.023282,3972.311073,4442.35885,4227.534625,3896.702769,4594.141606,4338.21864,3879.352355,4818.45075
35,1734,,8,1,2,,2021-10-21 18:10:37+00:00,,,,Methane,278.21,4085,18:10:37.5283260Z,178.88,1531,3.98,,,,,2021-10-21 18:10:37+00:00,,,Landsat 8/LARS,2,,Landsat 8,LARS,UT 1 sigma,,,231569,8,218645,231569,TRUE,,231569,231569,231569,231569,231569,231569,AZ,4.070666667,3.992333333,3.785333333,3.792133333,3.985983333,3.985983333,51.96666667,48.76666667,46.11111111,38.90333333,43.72833333,46.89444444,0.393550885,0.855235851,0.809350135,0.608035475,0.629771429,0.629771429,4.937424523,7.816468201,8.539984533,8.546977534,10.3690433,11.68215377,2021-10-21 17:55:38+00:00,0,2005,3552.435,TRUE,14.98333333,TRUE,TP,1,4176.39687,3949.567642,4414.449047,4170.396965,3942.816422,4410.28925,4175.600637,3923.125172,4425.905904,4192.229907,3961.919056,4451.366416,4226.051723,3927.173246,4594.663875,4344.689109,3872.968662,4861.580898
36,1751,,25,1,1,,2021-10-21 18:10:37+00:00,,,,Methane,319,3234,3921,2547,1-sigma confidence interval,3.9,47.46,189,,,2021-10-21 18:10:37+00:00,,,Landsat 8/Kayrros,2,,Landsat 8,Kayrros,+/- 1 sigma,,,231569,8,218645,231569,TRUE,,231569,231569,231569,231569,231569,231569,AZ,4.070666667,3.992333333,3.785333333,3.792133333,3.985983333,3.985983333,51.96666667,48.76666667,46.11111111,38.90333333,43.72833333,46.89444444,0.393550885,0.855235851,0.809350135,0.608035475,0.629771429,0.629771429,4.937424523,7.816468201,8.539984533,8.546977534,10.3690433,11.68215377,2021-10-21 17:55:38+00:00,0,2005,3552.435,TRUE,14.98333333,TRUE,TP,1,4178.741968,3948.729004,4411.230421,4163.831016,3928.859325,4388.162121,4171.252668,3946.443063,4414.865042,4182.046295,3939.201241,4413.537163,4228.988416,3869.167434,4607.365813,4339.720855,3803.781164,4829.411685
37,1768,,41,,,,2021-10-21 18:10:37+00:00,,,,Methane,490,2780,2450,3170,Min/max,4.1,221,,,,2021-10-21 18:10:37+00:00,,,Landsat 8/SRON,2,,Landsat 8,SRON,Min/max,3.9,4.4,231569,8,218645,231569,TRUE,,231569,231569,231569,231569,231569,231569,AZ,4.070666667,3.992333333,3.785333333,3.792133333,3.985983333,3.985983333,51.96666667,48.76666667,46.11111111,38.90333333,43.72833333,46.89444444,0.393550885,0.855235851,0.809350135,0.608035475,0.629771429,0.629771429,4.937424523,7.816468201,8.539984533,8.546977534,10.3690433,11.68215377,2021-10-21 17:55:38+00:00,0,2005,3552.435,TRUE,14.98333333,TRUE,TP,1,4175.908026,3947.192817,4414.75458,4169.341361,3947.682788,4414.191146,4167.303953,3954.345568,4402.813971,4184.348623,3974.355074,4432.522539,4243.582126,3896.947828,4605.279274,4328.010479,3783.475633,4815.782024
38,1683,,9,1,1,,2021-10-22 18:34:54+00:00,,,,Methane,164.92,3005,,,1011,2.371,8.6,,,,2021-10-22 18:34:54+00:00,,,Sentinel-2/LARS,1,,Sentinel-2,LARS,UT 1 sigma,,,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,94985.38956,AZ,2.099,2.1965,2.275333333,2.342733333,2.081833333,2.081833333,305.1,300.5166667,296.7777778,301.8066667,309.52,298.4722222,0.281282163,0.356830801,0.333831014,0.332002935,0.478756011,0.478756011,4.520833002,7.26844041,8.193965686,9.582381175,54.14652353,75.71918662,2021-10-22 18:16:57+00:00,0,2006,2148.9,TRUE,17.95,TRUE,TP,1,1670.73097,1578.629895,1763.108604,1665.811436,1580.995014,1758.539965,1668.687838,1581.517959,1768.232251,1675.64378,1583.231648,1776.860262,1688.090618,1600.239592,1788.374024,1710.367578,1615.646766,1810.402696
39,1693,,19,1,1,,2021-10-22 18:34:54+00:00,,,,Methane,0,0,,,,,,,,,2021-10-22 18:34:54+00:00,,,Sentinel-2/Kayrros,1,,Sentinel-2,Kayrros,,,,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,94985.38956,AZ,2.099,2.1965,2.275333333,2.342733333,2.081833333,2.081833333,305.1,300.5166667,296.7777778,301.8066667,309.52,298.4722222,0.281282163,0.356830801,0.333831014,0.332002935,0.478756011,0.478756011,4.520833002,7.26844041,8.193965686,9.582381175,54.14652353,75.71918662,2021-10-22 18:16:57+00:00,0,2006,2148.9,TRUE,17.95,TRUE,FN,1,1670.91095,1579.484561,1764.347327,1668.601878,1575.386031,1754.161546,1667.965435,1579.064263,1769.423507,1674.828669,1592.729707,1764.439542,1689.540742,1607.205267,1790.625358,1711.138018,1626.161298,1802.24302
40,1708,,33,1,1,,2021-10-22 18:34:54+00:00,,,,Methane,148,2102,3056,1148,+/- 1 sigma,1.764591,269.780224,UnknownSentinel2Direction,,,2021-10-22 18:34:54+00:00,,,Sentinel-2/Harvard,1,,Sentinel-2,Harvard,+/- 1 sigma,,,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,94985.38956,AZ,2.099,2.1965,2.275333333,2.342733333,2.081833333,2.081833333,305.1,300.5166667,296.7777778,301.8066667,309.52,298.4722222,0.281282163,0.356830801,0.333831014,0.332002935,0.478756011,0.478756011,4.520833002,7.26844041,8.193965686,9.582381175,54.14652353,75.71918662,2021-10-22 18:16:57+00:00,0,2006,2148.9,TRUE,17.95,TRUE,TP,1,1670.133411,1579.147074,1765.01865,1665.592082,1571.635201,1757.861655,1671.270563,1579.241618,1773.079864,1677.418474,1589.196008,1775.0917,1694.363354,1597.419278,1793.142574,1708.066116,1623.977159,1789.416953
41,1717,,42,,,,2021-10-22 18:34:54+00:00,,,,Methane,330,1160,570,2590,Min/max,1.4,92,,,,2021-10-22 18:34:54+00:00,,,Sentinel-2/SRON,1,,Sentinel-2,SRON,Min/max,0.6,3.2,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,94985.38956,AZ,2.099,2.1965,2.275333333,2.342733333,2.081833333,2.081833333,305.1,300.5166667,296.7777778,301.8066667,309.52,298.4722222,0.281282163,0.356830801,0.333831014,0.332002935,0.478756011,0.478756011,4.520833002,7.26844041,8.193965686,9.582381175,54.14652353,75.71918662,2021-10-22 18:16:57+00:00,0,2006,2148.9,TRUE,17.95,TRUE,TP,1,1669.845365,1578.210829,1763.962587,1661.829468,1572.096644,1745.289885,1672.180305,1581.678736,1759.982065,1678.274945,1585.175785,1782.329934,1689.235296,1602.007918,1780.024401,1711.826642,1622.004721,1806.512212
42,1735,,9,1,1,,2021-10-22 18:34:54+00:00,,,,Methane,164.92,2773,18:34:54.542039Z,111.71,893,2.08,,,,,2021-10-22 18:34:54+00:00,,,Sentinel-2/LARS,2,,Sentinel-2,LARS,UT 1 sigma,,,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,94985.38956,AZ,2.099,2.1965,2.275333333,2.342733333,2.081833333,2.081833333,305.1,300.5166667,296.7777778,301.8066667,309.52,298.4722222,0.281282163,0.356830801,0.333831014,0.332002935,0.478756011,0.478756011,4.520833002,7.26844041,8.193965686,9.582381175,54.14652353,75.71918662,2021-10-22 18:16:57+00:00,0,2006,2148.9,TRUE,17.95,TRUE,TP,1,1670.22079,1577.874124,1763.939091,1665.063556,1578.173885,1753.907529,1670.805978,1583.258816,1761.16632,1675.757129,1585.926526,1765.911696,1689.301906,1592.708855,1792.109781,1712.435077,1620.160858,1814.469683
43,1745,,19,1,1,,2021-10-22 18:34:54+00:00,,,,Methane,0,0,,,,,,,,,2021-10-22 18:34:54+00:00,,,Sentinel-2/Kayrros,2,,Sentinel-2,Kayrros,,,,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,94985.38956,AZ,2.099,2.1965,2.275333333,2.342733333,2.081833333,2.081833333,305.1,300.5166667,296.7777778,301.8066667,309.52,298.4722222,0.281282163,0.356830801,0.333831014,0.332002935,0.478756011,0.478756011,4.520833002,7.26844041,8.193965686,9.582381175,54.14652353,75.71918662,2021-10-22 18:16:57+00:00,0,2006,2148.9,TRUE,17.95,TRUE,FN,1,1668.931635,1577.606419,1763.237217,1669.527215,1580.616676,1769.364851,1671.639441,1582.243433,1773.100584,1670.570092,1579.441026,1771.217106,1688.477094,1599.051142,1780.549404,1713.65966,1617.67327,1809.451079
44,1760,,33,1,1,,2021-10-22 18:34:54+00:00,,,,Methane,,2652,3335,1969,+/- 1 sigma,2.373983,,,,,2021-10-22 18:34:54+00:00,,,Sentinel-2/Harvard,2,,Sentinel-2,Harvard,+/- 1 sigma,,,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,94985.38956,AZ,2.099,2.1965,2.275333333,2.342733333,2.081833333,2.081833333,305.1,300.5166667,296.7777778,301.8066667,309.52,298.4722222,0.281282163,0.356830801,0.333831014,0.332002935,0.478756011,0.478756011,4.520833002,7.26844041,8.193965686,9.582381175,54.14652353,75.71918662,2021-10-22 18:16:57+00:00,0,2006,2148.9,TRUE,17.95,TRUE,TP,1,1669.283413,1577.442998,1765.051146,1666.923843,1576.418,1763.791606,1667.739545,1577.069567,1763.631759,1675.589733,1583.285088,1777.826007,1690.273712,1605.627994,1791.333366,1714.740678,1623.796566,1815.860074
