plume_id,emission_source_id,wind_independent_emission_rate_kghmps,wind_mps
1102,854,11.0606489,6.282167435
1103,854,39.32464774,6.282167435
1104,854,12.4962846,6.282167435
1105,886,12.94370524,7.534459591
1115,887,14.05746795,6.990478039
1116,887,14.46202123,6.990478039
1118,677,15.17601567,5.930315495
1119,650,39.31573197,5.738185883
1120,650,20.16409762,5.738185883
1121,650,24.15132971,5.738185883
1126,651,9.670510876,6.698811054
1127,652,19.91859487,5.527537823
1128,652,38.6756741,5.738185883
1129,653,32.32328124,5.738185883
1130,653,11.04290494,5.738185883
1131,941,10.88111594,5.738185883
1132,654,20.68728989,5.738185883
1133,654,23.05089669,5.738185883
1134,655,40.49278054,5.738185883
1135,655,25.08925653,5.738185883
1136,668,6.509382449,5.799994946
1138,656,13.36328712,5.820828438
1146,678,21.82498915,5.899532318
1147,678,15.67100136,5.300662994
1149,888,16.87981543,6.121754169
1150,889,8.691363339,5.731218815
1152,988,11.6687549,5.015964031
1153,853,18.04208888,5.309945107
1154,853,17.00588513,5.309945107
1155,988,11.61428214,5.015964031
1157,890,11.37183299,5.309945107
1161,891,13.32714134,5.731218815
1162,891,20.51655774,5.731218815
1164,892,13.59920969,6.121754169
1166,992,13.86881374,5.015964031
1168,964,43.24378481,5.777514935
1170,679,63.03059395,5.777514935
1171,679,46.75937355,5.777514935
1176,858,47.7553508,5.527537823
1177,858,47.51565904,5.527537823
1181,781,12.49970204,4.356241226
1182,781,17.24282237,4.356241226
1183,781,12.21497088,5.05529213
1184,998,16.27264055,4.356241226
1185,998,13.10345595,5.05529213
1186,991,47.73166373,4.657167435
1187,991,26.01223327,4.657167435
1191,893,17.37018691,5.386311054
1192,893,13.92542786,5.386311054
1194,893,8.894953048,5.386311054
1195,894,9.833438081,5.270570755
1196,894,9.999396374,5.270570755
1197,680,27.1828047,5.270570755
1199,680,43.01808763,5.270570755
1200,680,15.40066859,5.270570755
1201,895,6.759885,5.270570755
1202,896,19.41604596,4.573833942
1203,897,8.398487582,5.231218815
1205,897,13.0278338,5.231218815
1215,898,44.12712165,7.052146435
1220,873,11.88396988,4.601588249
1222,889,8.226448878,5.731218815
1223,899,31.3936583,2.3320086
1224,954,10.11916291,2.445434332
1226,681,15.36109306,2.445434332
1227,681,13.35655169,3.267999887
1236,997,23.55315985,2.737100601
1237,997,15.21955676,2.737100601
1239,689,8.909369766,9.390649796
1241,649,61.66042274,2.556545019
1242,649,36.04637167,2.556545019
1243,649,30.56441359,2.556545019
1244,903,11.10247655,9.390649796
1245,903,11.99293173,9.390649796
1249,996,62.85957378,2.737100601
1250,996,59.81716762,2.737100601
1251,900,97.84523916,9.281853676
1253,682,7.198574912,9.983561516
1255,900,75.49929743,9.756709099
1257,900,55.42445488,9.756709099
1258,675,12.41008375,9.888653755
1261,904,8.051464699,10.55994987
1263,905,41.58167173,2.922285795
1264,905,39.83343049,2.922285795
1265,907,10.76612607,3.220896959
1266,907,16.92560273,3.125989676
1267,907,23.94984164,3.220896959
1269,906,38.71947919,2.01040864
1300,855,17.00607829,4.149944305
1305,855,11.34376659,4.149944305
1306,909,13.28505862,4.022629738
1307,687,10.36687676,4.874481678
1308,855,18.25747965,4.149944305
1309,690,12.44986539,3.777259588
1312,911,29.59276584,4.645314693
1313,910,10.50905354,4.233277798
1314,912,18.01158479,4.022629738
1317,911,45.0091075,5.046906471
1329,689,4.490680994,9.390649796
1363,913,31.15954552,10.33641434
1367,869,11.03143515,10.16974735
1370,914,23.871107,7.237746239
1371,914,27.51530853,7.237746239
1372,914,24.03367143,7.237746239
1373,915,18.98220185,7.189135075
1374,915,13.49405282,7.189135075
1375,915,19.24883777,7.189135075
1376,916,83.6472457,7.189135075
1377,916,46.78080893,7.189135075
1378,916,26.92557723,7.189135075
1379,688,15.13776315,9.966044426
1380,688,10.62127279,9.966044426
1386,917,12.3373701,7.992375851
1387,917,12.98020888,7.992375851
1388,917,28.18015333,10.55051327
1389,918,88.49097337,7.992375851
1390,918,54.75107797,7.992375851
1391,918,77.68215831,10.55051327
1392,919,32.70148818,8.300246239
1393,919,16.67549338,8.300246239
1394,902,21.87232389,8.300246239
1395,902,21.24731338,8.300246239
1396,902,28.76784921,10.94171619
1398,920,10.15979266,10.55051327
1399,920,6.379925898,10.55051327
1403,921,16.34066467,8.812087059
1405,688,47.09896728,8.772734642
1406,922,4.981823388,7.161357403
1407,922,6.4417129,9.941717148
1408,950,5.471284753,7.161357403
1409,923,56.22863835,7.644320965
1410,923,81.14052384,7.644320965
1411,980,9.564532737,6.605068684
1412,935,48.64080137,6.415253639
1413,935,33.69827828,6.415253639
1415,933,33.52301268,6.605068684
1416,924,18.62720376,6.415253639
1417,924,45.36168598,7.584136486
1418,925,31.05622122,7.440618038
1419,925,21.06437088,7.440618038
1420,925,26.77368511,7.440618038
1422,821,442.8014329,6.077291012
1423,646,68.90728957,5.949975967
1424,939,63.29633111,5.949975967
1425,931,141.1607328,5.285624027
1426,883,56.38002133,6.760062218
1427,883,18.9942308,6.760062218
1428,827,36.01728616,4.500901699
1429,827,23.82771407,4.500901699
1430,826,34.14929644,4.623586655
1431,826,20.51097658,4.623586655
1432,927,9.171638286,5.11895752
1433,927,17.69394763,5.11895752
1434,928,35.97740019,5.600439072
1437,947,23.73619218,7.440618038
1438,660,27.55591427,7.440618038
1439,709,16.90884289,6.192932606
1440,709,15.75269858,6.192932606
1441,947,20.46712002,7.440618038
1442,660,8.642070782,7.440618038
1443,660,31.39142874,7.440618038
1445,665,11.81671171,7.253118038
1448,661,14.98130099,5.415154457
1450,929,171.4953498,6.895901203
1452,930,94.24652123,7.386641979
1453,926,20.96279015,7.047240734
1454,926,7.349997813,5.54893446
1462,648,118.3445194,3.827208281
1463,1034,12.10724145,5.484615803
1464,701,682.1427607,4.760078907
1465,659,25.10723838,4.760078907
1466,659,31.61636686,5.18863821
1467,659,22.17450237,5.18863821
1468,669,25.89456453,4.148967743
1469,669,32.03148999,4.401600838
1470,669,43.70963057,4.401600838
1471,669,41.61183442,4.401600838
1472,691,81.01447603,3.903597116
1473,691,47.44594874,4.075212002
1475,685,202.0851131,3.762712002
1476,685,181.5381071,3.762712002
1477,686,13.507391,3.473360062
1478,686,11.48043908,3.473360062
1479,686,7.331892778,3.473360062
1482,658,81.25774225,3.255767584
1483,658,66.5491198,3.255767584
1484,694,22.34490614,3.223360062
1485,694,62.24625471,3.223360062
1486,1035,29.58242305,3.202526808
1487,683,16.22639157,3.202526808
1488,683,20.99862153,3.202526808
1489,1033,49.87133147,6.137712479
1492,693,42.02737179,5.458613873
1493,693,25.2215323,5.458613873
1495,669,160.8585167,8.176480293
1496,977,39.58047347,4.935823441
1499,1003,189.0795844,3.711850405
1500,1005,72.72534941,3.711850405
1515,1031,4.259669932,2.36772418
1516,1031,17.13314877,2.36772418
1518,1010,210.3241219,3.706708193
1519,1010,299.5183058,5.243494511
1520,1011,35.43874559,2.374668598
1521,1011,44.85075366,3.928930283
1522,1011,29.06465469,3.732171059
1523,1032,19.69330665,6.662476063
1524,1012,152.8123993,5.847661495
1525,1012,155.3707948,5.847661495
1526,1013,77.0343348,4.72754097
1527,1013,27.6875144,4.72754097
1528,1013,19.49746987,6.317568779
1529,1014,76.82402558,4.715715885
1531,1030,11.95805533,5.287726879
1532,1030,12.77879705,5.287726879
1538,1036,44.15259857,7.311908245
1541,1037,74.55615818,6.921735287
1543,1037,19.7617428,7.973946095
1548,1042,34.67190373,6.885982513
1549,1038,23.17654606,6.885982513
1550,1038,24.75845193,6.885982513
1551,1038,17.31328571,6.885982513
1552,1039,60.65143404,7.855889797
1553,1039,177.3673708,7.855889797
1554,1045,117.7077824,7.855889797
1555,1045,67.4248432,7.855889797
1556,1043,40.52751123,7.973946095
1559,903,17.39910862,9.561611176
1560,900,9.830083129,9.452815056
1562,1046,25.16479951,9.11709404
1563,1046,37.77917673,9.11709404
1564,1068,6.537636235,8.698112488
1567,1047,18.01977692,8.045334816
1568,1047,9.324145954,8.045334816
1570,1066,16.68186933,8.482834816
1573,1049,55.42653991,8.059223175
1574,1050,35.71956891,7.489563942
1575,1050,33.85724726,7.489563942
1576,1050,26.52808087,7.489563942
1577,1051,10.96682515,7.489563942
1578,1080,41.70612246,4.404182911
1579,693,9.741709106,4.404182911
1580,1052,9.683134733,5.13781929
1581,1053,37.05052122,3.82084918
1582,1069,33.65731353,3.82084918
1586,1054,46.87520968,3.138595343
1587,1064,7.308120007,3.052947044
1588,1065,11.05586772,3.73118782
1589,1065,9.475565437,3.73118782
1590,920,16.87089148,3.587669373
1591,1055,161.1856947,3.9155972
1593,1056,32.32501851,2.93874526
1594,1057,12.53372026,2.93874526
1598,1057,16.4780091,3.052947044
1599,1056,21.6813068,3.052947044
1600,1070,6.730730534,3.502021313
1603,1071,13.93852637,5.545062065
1605,1058,13.93354356,5.851777077
1606,1058,10.24356999,5.851777077
1607,1059,9.162082877,5.227885723
1608,1059,9.269992284,5.227885723
1609,1060,13.61515298,3.848467588
1610,1060,8.985309713,3.848467588
1611,1061,17.41133716,3.829948902
1612,1061,18.52237005,3.709738016
1613,1062,31.85943742,3.829948902
1614,1062,31.43931847,3.709738016
1615,1062,38.44452651,3.709738016
1616,1063,24.7945764,3.908812284
1623,1067,9.153842776,3.612515688
1625,1067,6.497122742,3.612515688
1627,1081,25.40566926,5.76619482
1628,1082,6.842488702,5.76619482
1629,1082,11.66310716,5.76619482
1630,1085,39.79491503,4.314568043
1631,1085,15.29505406,4.314568043
1632,1085,9.966167651,4.314568043
1633,1088,15.46496167,5.272901058
1634,1086,10.41588311,6.078456879
1635,1086,10.95635432,6.687835693
1637,1087,23.31260862,6.028113365
1638,1091,145.1352234,6.854097366
1641,1089,54.11922637,7.667014599
1642,900,19.39655947,7.661967754
1645,1090,13.37776192,8.393866539
1646,1092,5.597422458,7.792014599
1647,904,12.42716383,7.667014599
1648,1093,27.96041461,7.467940807
1649,1098,19.58699306,5.510281563
1650,1098,49.81568398,5.510281563
1651,1094,39.2806398,5.510281563
1652,1095,23.7538422,5.510281563
1653,1094,82.68637537,5.510281563
1654,1094,12.20179958,5.510281563
1656,1097,5.298178496,5.044890881
1657,1097,5.679678256,5.044890881
1658,1096,11.50190594,5.035631657
1659,1096,26.74944421,5.035631657
1660,1097,12.13048489,5.044890881
1661,869,30.28141289,5.146742821
1662,1089,75.94180791,7.667014599
1663,1091,23.09955834,7.667014599
1664,659,17.79183836,4.077309608
1665,1099,14.06603172,4.290272713
1667,1100,14.64661567,4.660643101
1668,1101,37.23394339,4.364346981
1669,1102,25.68586164,2.922217131
1670,1103,68.64762748,2.581939459
1671,1104,66.90322036,2.581939459
1672,774,25.29714358,3.109717131
1673,1150,81.66434625,3.109717131
1674,1105,30.25026408,4.440801144
1675,1104,51.6721666,3.938486338
1676,1101,22.08714669,4.76718998
1677,1151,10.46895077,4.836634159
1678,1104,31.64986576,3.938486338
1679,1110,8.614923393,3.892190218
1680,1107,19.83502923,4.76718998
1681,1108,15.23894067,4.836634159
1682,1123,15.41307787,3.892190218
1683,1110,13.22736566,3.892190218
1684,1111,31.22363872,4.068116188
1686,1111,8.120808644,4.068116188
1687,1154,29.59743624,5.036031723
1688,1112,91.2829411,5.036031723
1689,1112,16.66691541,7.590845108
1690,1113,16.66495287,5.399457932
1691,1113,9.884481815,5.399457932
1692,1114,27.16490386,5.399457932
1693,1139,42.76594876,4.600458145
1694,1139,57.93337672,5.31580019
1695,1139,48.98548661,5.31580019
1696,872,16.44683381,5.31580019
1697,872,10.85803924,5.31580019
1698,994,26.80869359,5.31580019
1699,994,21.04114028,5.31580019
1700,1115,11.70036487,4.774069309
1701,1115,14.69229752,5.755615234
1702,1157,8.299717406,7.715845108
1704,1116,14.65548923,5.065735817
1707,1117,9.402863979,4.774069309
1708,1117,8.01103155,5.755615234
1709,1118,20.98867095,5.755615234
1710,1118,9.707659462,5.566124916
1711,1118,17.01349292,5.566124916
1712,871,29.65001315,7.600104809
1714,1158,11.22403369,4.734717369
1717,1159,15.50058094,4.600458145
1718,1119,31.76435105,6.497559547
1719,1119,7.642517913,6.497559547
1722,1120,32.83954409,6.481356144
1723,1168,27.18082781,6.481356144
1725,706,162.4642711,4.2602458
1726,706,92.01816288,4.686494827
1729,1123,8.740392467,4.573068619
1730,1122,16.81672621,6.460522652
1732,1160,32.40409134,6.460522652
1733,1161,154.2776067,5.36473608
1734,1124,58.40539427,4.575383663
1735,1123,20.07296211,4.573068619
1736,706,139.3186013,4.686494827
1738,1125,96.58370297,4.686494827
1739,1126,26.70347673,5.040661335
1740,1125,82.45868813,4.686494827
1741,706,145.6607791,4.686494827
1743,1127,14.7721055,4.559179783
1744,1124,31.12286744,4.566124439
1745,1128,18.74361963,4.566124439
1746,1129,24.01544677,5.292976856
1747,682,11.34851576,4.523765087
1748,900,54.72730441,4.197376251
1749,1162,17.39020375,4.197376251
1750,1162,7.873883668,4.197376251
1751,903,12.26965822,4.523765087
1752,1036,34.30753845,5.08395052
1753,1036,23.25537766,5.607843399
1754,903,6.486394137,5.374047279
1755,1149,5.658706171,5.605528831
1756,1130,365.400743,5.781454563
1757,1131,6.787708131,5.897195339
1758,1131,10.86722183,5.897195339
1759,1132,54.96654646,5.860158443
1760,1133,49.03365915,5.66339922
1761,1134,127.8901055,5.607843399
1762,1163,7.959653823,5.684232235
1763,1134,32.1470807,5.607843399
1765,1132,25.54072751,5.860158443
1766,1132,17.77941245,6.694495201
1767,1164,113.9804143,6.627365589
1768,1135,13.58065585,6.504680634
1770,1134,23.25627095,6.472272873
1771,1136,249.8915128,6.617102623
1772,1136,109.3566313,4.671913624
1773,1137,87.16499726,7.036084175
1774,1055,163.0376458,3.433487415
1775,1055,90.03033174,3.433487415
1776,1138,37.75444464,7.036084175
1778,1121,19.77727401,7.036084175
1782,1140,64.4920766,1.247476935
1783,1140,47.51671915,1.247476935
1788,1148,31.97531538,1.092384458
1790,1141,13.88799605,0.904884398
1791,1152,107.1970421,1.029884458
1792,1152,79.4274357,1.307662249
1793,1153,21.09192354,1.307662249
1794,1165,15.40605717,1.247476935
1805,1142,42.65112808,1.933487654
1806,1143,21.60918878,1.806172848
1807,1155,18.43833019,1.882561684
1808,1144,15.12455827,2.063117266
1809,1144,16.21062617,2.063117266
1810,1144,17.95714505,3.982843161
1811,1145,30.77626216,1.99830246
1812,1145,19.46772668,1.99830246
1814,1145,12.19000765,4.005991459
1815,1156,12.09075553,1.99830246
1816,1146,33.69600788,2.2876544
1817,1056,61.24393286,1.933487654
1823,1147,25.90959928,1.806172848
1824,1149,5.147273267,5.605528831
1827,1169,355.4757251,7.719222069
1828,1170,70.74635424,5.252495766
1829,1172,60.37979015,5.252495766
1830,1187,76.39416279,5.928421497
1831,1170,53.96415165,5.252495766
1832,1172,46.10200511,5.222403049
1833,1172,47.83060424,5.222403049
1834,1170,43.68069765,5.252495766
1840,1179,33.12923702,4.707503319
1841,1177,13.25077353,4.763059139
1842,1177,9.63664899,6.235118866
1845,1178,26.15258485,5.351022243
1846,1178,8.571949151,6.753637314
1847,1180,7.362818969,5.10102272
1848,1180,10.97590759,6.262896538
1850,1190,9.929311894,6.279100418
1852,1181,46.03409188,6.211970806
1853,1181,29.08013893,7.071517467
1854,1182,17.29125968,7.784480572
1857,1183,22.35781057,8.215819359
1859,1184,12.80791064,8.238967896
1862,1185,15.88832259,8.250541687
1866,1186,21.52177901,3.905502081
1867,1186,38.09679787,5.282588482
1868,1186,39.79636961,5.282588482
1871,1170,106.9289875,4.167076111
1875,855,34.74992633,5.282588482
1876,855,17.77919022,5.282588482
1877,1042,35.54620176,6.166324139
1878,1189,15.99423754,5.192310333
1879,1187,34.46657861,5.928421497
1882,1188,16.17028807,5.333514214
