,Stanford_timestamp,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UnblindingStage,PipeSize_inch,MeterCode,PlumeEstablished,PlumeSteady,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,Operator_Timestamp
369,2021-08-03 17:48:33+00:00,376.10563508781706,350.6879404825186,404.0592047293337,268.4582628,328.2025591,208.7139665,3,2.0,162928.0,True,True,377.6608754410932,352.33639927592645,404.6892195961328,376.67618913001286,351.7752440922239,404.14634185912576,2021-08-03 17:48:51+00:00
370,2021-08-03 17:50:15+00:00,380.3600365924095,354.6236801863613,408.16734946419075,133.1137326,197.5254158,68.70204943,1,2.0,162928.0,True,True,381.7091009315886,356.1621636040451,409.13583849212796,380.3132011983183,355.0095310730493,407.9560462684467,2021-08-03 17:50:40+00:00
371,2021-08-03 17:50:15+00:00,380.6008719363011,355.2030352806042,407.78838291070696,137.6356723,184.28947780000001,90.98186684,2,2.0,162928.0,True,True,381.7141615888797,356.35341871965835,409.10334823824815,380.26270391198557,355.1566024817534,406.84243442187085,2021-08-03 17:50:40+00:00
372,2021-08-03 17:50:15+00:00,380.7897346702691,355.31371212915946,407.7662021204122,135.64358269999997,173.5411615,97.74600389,3,2.0,162928.0,True,True,381.98494639721287,356.11199701063117,409.0868546242462,380.3226219922858,355.4071266046766,406.7126200710068,2021-08-03 17:50:40+00:00
373,2021-08-03 17:52:21+00:00,384.3965506042578,358.9347493485925,411.7572365306698,203.97010769999997,298.0705815,109.8696339,1,2.0,162928.0,True,True,387.582166787411,362.08238815226184,414.80755471441387,386.06722074968064,360.9454113238576,413.5104503452134,2021-08-03 17:52:43+00:00
374,2021-08-03 17:52:21+00:00,384.5173140889191,358.5633538773648,412.315559901458,148.8757306,224.2700769,73.48138439,2,2.0,162928.0,True,True,387.33864302715335,361.77755688182475,415.35332598238483,385.8796935201632,360.36077233019324,413.06393196043746,2021-08-03 17:52:43+00:00
375,2021-08-03 17:52:21+00:00,384.59525063377873,358.51121048204595,412.1029637072193,88.70968256,132.2527574,45.16660775,3,2.0,162928.0,True,True,387.5783603243373,362.2585739571473,414.968477735951,385.8936996788796,360.14012571974666,413.4457403101794,2021-08-03 17:52:43+00:00
376,2021-08-03 17:54:09+00:00,385.03208816392254,359.7156349732086,412.0691686905255,221.79755079999998,346.6734633,96.9216383,1,2.0,162928.0,True,True,385.7072187629273,360.2911933164284,412.95804254245394,384.1779787865318,359.1763556040673,411.2182260657249,2021-08-03 17:54:29+00:00
377,2021-08-03 17:54:09+00:00,385.07768495351553,359.4600863034444,412.96888943896226,349.596225,479.7629012,219.42954890000001,2,2.0,162928.0,True,True,385.696204378224,359.95793390976246,414.3578157706815,384.3231651242999,359.0650422128953,411.7182297733747,2021-08-03 17:54:29+00:00
378,2021-08-03 17:54:09+00:00,384.9065448237426,358.79521276272544,412.0316861837351,373.1024776,424.46302810000003,321.7419271,3,2.0,162928.0,True,True,385.85018718677605,360.3407230265418,412.92882118235246,384.3457737121072,359.134795802969,411.8266911781079,2021-08-03 17:54:29+00:00
