timestamp,channel 1,channel 2,channel 3,channel 4
11/03/2021 18:35:26,-18.2,-218.9,,
11/03/2021 18:35:27,-18.4,-218.3,,
11/03/2021 18:35:28,-18.7,-220.3,,
11/03/2021 18:35:29,-18.5,-220.8,,
11/03/2021 18:35:30,-18.5,-219.4,,
11/03/2021 18:35:31,-18.6,-215.5,,
11/03/2021 18:35:32,-18.1,-215.1,,
11/03/2021 18:35:33,-17.6,-216.3,,
11/03/2021 18:35:34,-18.3,-217.1,,
11/03/2021 18:35:35,-18.4,-218.2,,
11/03/2021 18:35:36,-19.5,-217.4,,
11/03/2021 18:35:37,-18.9,-217,,
11/03/2021 18:35:38,-18.5,-216.5,,
11/03/2021 18:35:39,-18.3,-217.8,,
11/03/2021 18:35:40,-18.3,-218.7,,
11/03/2021 18:35:41,-18.1,-216.9,,
11/03/2021 18:35:42,-18.1,-216.7,,
11/03/2021 18:35:43,-18,-216.1,,
11/03/2021 18:35:44,-17.2,-215.8,,
11/03/2021 18:35:45,-17.6,-217.2,,
11/03/2021 18:35:46,-17.6,-217.8,,
11/03/2021 18:35:47,-18.1,-219.2,,
11/03/2021 18:35:48,-17.9,-217.8,,
11/03/2021 18:35:49,-18,-217.6,,
11/03/2021 18:35:50,-18.3,-217.7,,
11/03/2021 18:35:51,-17.9,-217.9,,
11/03/2021 18:35:52,-18.3,-217.6,,
11/03/2021 18:35:53,-18.4,-217.6,,
11/03/2021 18:35:54,-18.1,-77.2,,
11/03/2021 18:35:55,-17.7,1048.5,,
11/03/2021 18:35:56,-17.8,2669.4,,
11/03/2021 18:35:57,-17.8,4692.7,,
11/03/2021 18:35:58,-17.3,7063.5,,
11/03/2021 18:35:59,-17.4,9394.3,,
11/03/2021 18:36:00,-17.4,11641.6,,
11/03/2021 18:36:01,-17.8,13557.1,,
11/03/2021 18:36:02,-17.8,15307.3,,
11/03/2021 18:36:03,-17.8,16965.8,,
11/03/2021 18:36:04,-17.3,18338,,
11/03/2021 18:36:05,-17.1,19541.2,,
11/03/2021 18:36:06,-17.8,20502.5,,
11/03/2021 18:36:07,-18.7,21200.1,,
11/03/2021 18:36:08,-18.1,21679.3,,
11/03/2021 18:36:09,-17.6,22024.1,,
11/03/2021 18:36:10,-17.2,22173,,
11/03/2021 18:36:11,-17.4,22079.4,,
11/03/2021 18:36:12,-17.2,21821.8,,
11/03/2021 18:36:13,-17.4,21499.9,,
11/03/2021 18:36:14,-17.5,21195.6,,
11/03/2021 18:36:15,-17.6,20950.5,,
11/03/2021 18:36:16,-17.6,20782.6,,
11/03/2021 18:36:17,-17.6,20690,,
11/03/2021 18:36:18,-17.7,20678.1,,
11/03/2021 18:36:19,-17.6,20714.1,,
11/03/2021 18:36:20,-17.4,20787.6,,
11/03/2021 18:36:21,-17.6,20846.4,,
11/03/2021 18:36:22,-18.3,20906.5,,
11/03/2021 18:36:23,-18.8,20955.3,,
11/03/2021 18:36:24,-18.9,20981.1,,
11/03/2021 18:36:25,-19,21015.2,,
11/03/2021 18:36:26,-18.6,21022.6,,
11/03/2021 18:36:27,-17.8,20995.3,,
11/03/2021 18:36:28,-17.2,20977.1,,
11/03/2021 18:36:29,-17.2,20999.3,,
11/03/2021 18:36:30,-17.2,21012.8,,
11/03/2021 18:36:31,-17.2,21011.7,,
