,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,TestLocation
2021-11-03 17:51:51+00:00,11262.6,4.0,308188.0,11262.6,False,,11220.14333333331,11223.20833333332,11227.245555555559,AZ
2021-11-03 17:51:52+00:00,11258.0,4.0,308188.0,11258.0,False,,11221.67333333331,11223.329999999987,11227.382222222226,AZ
2021-11-03 17:51:53+00:00,11257.1,4.0,308188.0,11257.1,False,,11222.666666666644,11223.426666666654,11227.65666666667,AZ
2021-11-03 17:51:54+00:00,11238.2,4.0,308188.0,11238.2,False,,11223.17333333331,11223.44333333332,11227.773333333336,AZ
2021-11-03 17:51:55+00:00,11253.9,4.0,308188.0,11253.9,False,,11224.70999999998,11223.896666666655,11227.895555555559,AZ
2021-11-03 17:51:56+00:00,11265.2,4.0,308188.0,11265.2,False,,11226.539999999979,11224.574999999986,11227.968888888892,AZ
2021-11-03 17:51:57+00:00,11256.5,4.0,308188.0,11256.5,False,,11228.356666666647,11224.99833333332,11227.904444444448,AZ
2021-11-03 17:51:58+00:00,11233.3,4.0,308188.0,11233.3,False,,11229.346666666646,11225.166666666655,11227.423333333338,AZ
2021-11-03 17:51:59+00:00,11237.1,4.0,308188.0,11237.1,False,,11230.233333333312,11225.639999999989,11226.982222222225,AZ
2021-11-03 17:52:00+00:00,11228.6,4.0,308188.0,11228.6,False,,11229.966666666645,11226.006666666655,11226.39666666667,AZ
2021-11-03 17:52:01+00:00,11214.2,4.0,308188.0,11214.2,False,,11228.836666666646,11225.883333333322,11225.696666666669,AZ
2021-11-03 17:52:02+00:00,11204.9,4.0,308188.0,11204.9,False,,11226.679999999982,11225.511666666656,11225.126666666669,AZ
2021-11-03 17:52:03+00:00,11192.7,4.0,308188.0,11192.7,False,,11223.793333333315,11224.711666666657,11224.446666666669,AZ
2021-11-03 17:52:04+00:00,11179.1,4.0,308188.0,11179.1,False,,11220.679999999982,11223.606666666656,11223.625555555558,AZ
2021-11-03 17:52:05+00:00,11172.7,4.0,308188.0,11172.7,False,,11217.923333333314,11222.426666666655,11222.971111111112,AZ
2021-11-03 17:52:06+00:00,11192.0,4.0,308188.0,11192.0,False,,11216.419999999982,11221.98833333332,11222.610000000002,AZ
2021-11-03 17:52:07+00:00,11204.4,4.0,308188.0,11204.4,False,,11215.779999999982,11222.034999999987,11222.431111111113,AZ
2021-11-03 17:52:08+00:00,11211.2,4.0,308188.0,11211.2,False,,11216.049999999985,11222.346666666654,11222.496666666668,AZ
2021-11-03 17:52:09+00:00,11214.9,4.0,308188.0,11214.9,False,,11217.346666666652,11222.951666666655,11222.743333333336,AZ
2021-11-03 17:52:10+00:00,11206.8,4.0,308188.0,11206.8,False,,11218.35333333332,11223.411666666656,11222.924444444447,AZ
2021-11-03 17:52:11+00:00,11200.6,4.0,308188.0,11200.6,False,,11219.479999999985,11223.51999999999,11223.260000000002,AZ
2021-11-03 17:52:12+00:00,11212.1,4.0,308188.0,11212.1,False,,11220.83666666665,11223.414999999988,11223.851111111113,AZ
2021-11-03 17:52:13+00:00,11225.6,4.0,308188.0,11225.6,False,,11221.893333333315,11223.27999999999,11224.447777777777,AZ
2021-11-03 17:52:14+00:00,11235.3,4.0,308188.0,11235.3,False,,11223.553333333315,11223.14499999999,11224.907777777778,AZ
2021-11-03 17:52:15+00:00,11222.8,4.0,308188.0,11222.8,False,,11224.896666666647,11222.533333333324,11225.062222222223,AZ
2021-11-03 17:52:16+00:00,11176.3,4.0,308188.0,11176.3,False,,11224.429999999982,11220.928333333324,11224.366666666669,AZ
2021-11-03 17:52:17+00:00,11158.6,4.0,308188.0,11158.6,False,,11222.926666666646,11219.023333333324,11223.305555555557,AZ
2021-11-03 17:52:18+00:00,11158.8,4.0,308188.0,11158.8,False,,11220.356666666647,11217.356666666657,11222.15777777778,AZ
2021-11-03 17:52:19+00:00,11147.6,4.0,308188.0,11147.6,False,,11216.446666666645,11216.20999999999,11220.871111111113,AZ
2021-11-03 17:52:20+00:00,11126.9,4.0,308188.0,11126.9,False,,11211.599999999979,11214.96999999999,11219.321111111112,AZ
2021-11-03 17:52:21+00:00,11136.4,4.0,308188.0,11136.4,False,,11207.393333333313,11213.768333333323,11217.936666666668,AZ
2021-11-03 17:52:22+00:00,11159.8,4.0,308188.0,11159.8,False,,11204.119999999979,11212.896666666658,11216.92666666667,AZ
2021-11-03 17:52:23+00:00,11193.1,4.0,308188.0,11193.1,False,,11201.986666666646,11212.326666666657,11216.280000000002,AZ
2021-11-03 17:52:24+00:00,11208.2,4.0,308188.0,11208.2,False,,11200.986666666646,11212.079999999989,11215.95777777778,AZ
2021-11-03 17:52:25+00:00,11195.1,4.0,308188.0,11195.1,False,,11199.026666666645,11211.868333333321,11215.606666666668,AZ
2021-11-03 17:52:26+00:00,11192.9,4.0,308188.0,11192.9,False,,11196.616666666645,11211.57833333332,11215.255555555557,AZ
2021-11-03 17:52:27+00:00,11206.2,4.0,308188.0,11206.2,False,,11194.939999999979,11211.64833333332,11214.97888888889,AZ
2021-11-03 17:52:28+00:00,11208.4,4.0,308188.0,11208.4,False,,11194.10999999998,11211.728333333322,11214.814444444448,AZ
2021-11-03 17:52:29+00:00,11225.0,4.0,308188.0,11225.0,False,,11193.706666666647,11211.969999999988,11214.995555555559,AZ
2021-11-03 17:52:30+00:00,11235.0,4.0,308188.0,11235.0,False,,11193.919999999982,11211.943333333322,11215.311111111116,AZ
2021-11-03 17:52:31+00:00,11228.2,4.0,308188.0,11228.2,False,,11194.386666666649,11211.611666666655,11215.384444444448,AZ
2021-11-03 17:52:32+00:00,11229.0,4.0,308188.0,11229.0,False,,11195.18999999998,11210.934999999989,11215.404444444448,AZ
2021-11-03 17:52:33+00:00,11223.5,4.0,308188.0,11223.5,False,,11196.216666666647,11210.004999999986,11215.213333333339,AZ
2021-11-03 17:52:34+00:00,11229.9,4.0,308188.0,11229.9,False,,11197.909999999982,11209.294999999987,11215.041111111115,AZ
2021-11-03 17:52:35+00:00,11229.7,4.0,308188.0,11229.7,False,,11199.809999999981,11208.866666666652,11214.887777777782,AZ
2021-11-03 17:52:36+00:00,11217.7,4.0,308188.0,11217.7,False,,11200.66666666665,11208.543333333319,11214.881111111114,AZ
2021-11-03 17:52:37+00:00,11213.2,4.0,308188.0,11213.2,False,,11200.959999999983,11208.369999999986,11215.010000000002,AZ
2021-11-03 17:52:38+00:00,11204.5,4.0,308188.0,11204.5,False,,11200.736666666648,11208.393333333319,11215.143333333337,AZ
2021-11-03 17:52:39+00:00,11192.7,4.0,308188.0,11192.7,False,,11199.996666666648,11208.671666666653,11215.300000000003,AZ
2021-11-03 17:52:40+00:00,11185.3,4.0,308188.0,11185.3,False,,11199.27999999998,11208.816666666653,11215.367777777781,AZ
2021-11-03 17:52:41+00:00,11183.7,4.0,308188.0,11183.7,False,,11198.716666666649,11209.098333333319,11215.252222222225,AZ
2021-11-03 17:52:42+00:00,11214.2,4.0,308188.0,11214.2,False,,11198.78666666665,11209.81166666665,11215.205555555558,AZ
2021-11-03 17:52:43+00:00,11219.5,4.0,308188.0,11219.5,False,,11198.583333333318,11210.238333333316,11215.047777777781,AZ
2021-11-03 17:52:44+00:00,11180.1,4.0,308188.0,11180.1,False,,11196.743333333317,11210.148333333316,11214.344444444447,AZ
2021-11-03 17:52:45+00:00,11159.9,4.0,308188.0,11159.9,False,,11194.646666666651,11209.77166666665,11213.23777777778,AZ
2021-11-03 17:52:46+00:00,11166.8,4.0,308188.0,11166.8,False,,11194.329999999985,11209.379999999983,11212.062222222226,AZ
2021-11-03 17:52:47+00:00,11207.4,4.0,308188.0,11207.4,False,,11195.956666666654,11209.441666666651,11211.334444444448,AZ
2021-11-03 17:52:48+00:00,11219.9,4.0,308188.0,11219.9,False,,11197.993333333321,11209.174999999985,11210.902222222225,AZ
2021-11-03 17:52:49+00:00,11210.4,4.0,308188.0,11210.4,False,,11200.086666666657,11208.266666666652,11210.835555555559,AZ
2021-11-03 17:52:50+00:00,11213.9,4.0,308188.0,11213.9,False,,11202.986666666657,11207.293333333317,11210.975555555558,AZ
2021-11-03 17:52:51+00:00,11208.4,4.0,308188.0,11208.4,False,,11205.386666666656,11206.389999999985,11210.974444444448,AZ
2021-11-03 17:52:52+00:00,11215.1,4.0,308188.0,11215.1,False,,11207.229999999989,11205.674999999985,11211.00777777778,AZ
2021-11-03 17:52:53+00:00,11201.5,4.0,308188.0,11201.5,False,,11207.50999999999,11204.748333333318,11210.721111111114,AZ
2021-11-03 17:52:54+00:00,11210.0,4.0,308188.0,11210.0,False,,11207.569999999989,11204.27833333332,11210.57666666667,AZ
2021-11-03 17:52:55+00:00,11212.6,4.0,308188.0,11212.6,False,,11208.153333333323,11203.589999999986,11210.630000000003,AZ
2021-11-03 17:52:56+00:00,11195.5,4.0,308188.0,11195.5,False,,11208.239999999989,11202.428333333319,11210.465555555556,AZ
2021-11-03 17:52:57+00:00,11196.3,4.0,308188.0,11196.3,False,,11207.909999999987,11201.424999999987,11210.402222222225,AZ
2021-11-03 17:52:58+00:00,11216.1,4.0,308188.0,11216.1,False,,11208.166666666653,11201.138333333318,11210.541111111113,AZ
2021-11-03 17:52:59+00:00,11203.7,4.0,308188.0,11203.7,False,,11207.456666666654,11200.581666666652,11210.465555555556,AZ
2021-11-03 17:53:00+00:00,11194.1,4.0,308188.0,11194.1,False,,11206.09333333332,11200.006666666652,11209.993333333336,AZ
2021-11-03 17:53:01+00:00,11181.6,4.0,308188.0,11181.6,False,,11204.539999999985,11199.463333333319,11209.254444444447,AZ
2021-11-03 17:53:02+00:00,11213.0,4.0,308188.0,11213.0,False,,11204.006666666652,11199.598333333319,11208.625555555558,AZ
2021-11-03 17:53:03+00:00,11203.0,4.0,308188.0,11203.0,False,,11203.323333333317,11199.769999999986,11207.77777777778,AZ
2021-11-03 17:53:04+00:00,11192.1,4.0,308188.0,11192.1,False,,11202.063333333317,11199.986666666653,11206.884444444446,AZ
2021-11-03 17:53:05+00:00,11169.1,4.0,308188.0,11169.1,False,,11200.043333333315,11199.926666666654,11205.925555555556,AZ
2021-11-03 17:53:06+00:00,11154.3,4.0,308188.0,11154.3,False,,11197.929999999982,11199.29833333332,11205.005555555557,AZ
2021-11-03 17:53:07+00:00,11147.5,4.0,308188.0,11147.5,False,,11195.739999999982,11198.349999999986,11204.160000000002,AZ
2021-11-03 17:53:08+00:00,11163.2,4.0,308188.0,11163.2,False,,11194.363333333315,11197.549999999987,11203.716666666667,AZ
2021-11-03 17:53:09+00:00,11169.8,4.0,308188.0,11169.8,False,,11193.59999999998,11196.79833333332,11203.64777777778,AZ
2021-11-03 17:53:10+00:00,11171.7,4.0,308188.0,11171.7,False,,11193.146666666647,11196.213333333319,11203.593333333334,AZ
2021-11-03 17:53:11+00:00,11189.3,4.0,308188.0,11189.3,False,,11193.333333333314,11196.024999999987,11203.843333333334,AZ
2021-11-03 17:53:12+00:00,11196.5,4.0,308188.0,11196.5,False,,11192.743333333314,11195.764999999987,11204.122222222224,AZ
2021-11-03 17:53:13+00:00,11185.9,4.0,308188.0,11185.9,False,,11191.623333333315,11195.103333333322,11204.033333333335,AZ
2021-11-03 17:53:14+00:00,11150.6,4.0,308188.0,11150.6,False,,11190.639999999981,11193.691666666653,11203.645555555557,AZ
2021-11-03 17:53:15+00:00,11134.6,4.0,308188.0,11134.6,False,,11189.796666666645,11192.221666666652,11203.113333333335,AZ
2021-11-03 17:53:16+00:00,11149.0,4.0,308188.0,11149.0,False,,11189.203333333313,11191.766666666652,11202.654444444444,AZ
2021-11-03 17:53:17+00:00,11143.7,4.0,308188.0,11143.7,False,,11187.07999999998,11191.518333333317,11201.987777777778,AZ
2021-11-03 17:53:18+00:00,11125.6,4.0,308188.0,11125.6,False,,11183.936666666645,11190.964999999984,11200.762222222222,AZ
2021-11-03 17:53:19+00:00,11114.0,4.0,308188.0,11114.0,False,,11180.72333333331,11190.404999999982,11199.085555555555,AZ
2021-11-03 17:53:20+00:00,11120.6,4.0,308188.0,11120.6,False,,11177.61333333331,11190.299999999983,11197.399999999998,AZ
2021-11-03 17:53:21+00:00,11129.9,4.0,308188.0,11129.9,False,,11174.996666666642,11190.19166666665,11195.925555555556,AZ
2021-11-03 17:53:22+00:00,11151.7,4.0,308188.0,11151.7,False,,11172.88333333331,11190.056666666647,11194.744444444443,AZ
2021-11-03 17:53:23+00:00,11150.7,4.0,308188.0,11150.7,False,,11171.189999999977,11189.34999999998,11193.562222222221,AZ
2021-11-03 17:53:24+00:00,11170.3,4.0,308188.0,11170.3,False,,11169.866666666643,11188.718333333316,11192.807777777778,AZ
2021-11-03 17:53:25+00:00,11201.4,4.0,308188.0,11201.4,False,,11169.493333333312,11188.823333333316,11192.224444444444,AZ
2021-11-03 17:53:26+00:00,11230.1,4.0,308188.0,11230.1,False,,11170.646666666644,11189.443333333316,11191.834444444445,AZ
2021-11-03 17:53:27+00:00,11209.8,4.0,308188.0,11209.8,False,,11171.096666666645,11189.503333333318,11191.315555555555,AZ
2021-11-03 17:53:28+00:00,11177.0,4.0,308188.0,11177.0,False,,11169.793333333311,11188.979999999983,11190.69,AZ
2021-11-03 17:53:29+00:00,11181.4,4.0,308188.0,11181.4,False,,11169.04999999998,11188.253333333318,11190.071111111112,AZ
2021-11-03 17:53:30+00:00,11205.1,4.0,308188.0,11205.1,False,,11169.416666666646,11187.754999999983,11189.81,AZ
2021-11-03 17:53:31+00:00,11193.2,4.0,308188.0,11193.2,False,,11169.803333333313,11187.17166666665,11189.576666666668,AZ
2021-11-03 17:53:32+00:00,11177.1,4.0,308188.0,11177.1,False,,11168.606666666647,11186.30666666665,11189.267777777777,AZ
2021-11-03 17:53:33+00:00,11132.3,4.0,308188.0,11132.3,False,,11166.249999999978,11184.78666666665,11188.596666666668,AZ
2021-11-03 17:53:34+00:00,11108.7,4.0,308188.0,11108.7,False,,11163.46999999998,11182.76666666665,11187.814444444444,AZ
2021-11-03 17:53:35+00:00,11121.7,4.0,308188.0,11121.7,False,,11161.889999999981,11180.966666666649,11187.247777777779,AZ
2021-11-03 17:53:36+00:00,11131.6,4.0,308188.0,11131.6,False,,11161.133333333313,11179.53166666665,11186.576666666668,AZ
2021-11-03 17:53:37+00:00,11140.3,4.0,308188.0,11140.3,False,,11160.893333333313,11178.316666666651,11185.864444444445,AZ
2021-11-03 17:53:38+00:00,11142.9,4.0,308188.0,11142.9,False,,11160.216666666647,11177.289999999985,11185.105555555558,AZ
2021-11-03 17:53:39+00:00,11157.8,4.0,308188.0,11157.8,False,,11159.816666666648,11176.70833333332,11184.471111111112,AZ
2021-11-03 17:53:40+00:00,11168.0,4.0,308188.0,11168.0,False,,11159.693333333313,11176.419999999986,11184.04,AZ
2021-11-03 17:53:41+00:00,11176.1,4.0,308188.0,11176.1,False,,11159.253333333314,11176.293333333319,11183.767777777779,AZ
2021-11-03 17:53:42+00:00,11165.5,4.0,308188.0,11165.5,False,,11158.21999999998,11175.481666666654,11183.250000000002,AZ
2021-11-03 17:53:43+00:00,11153.3,4.0,308188.0,11153.3,False,,11157.133333333311,11174.378333333321,11182.446666666669,AZ
2021-11-03 17:53:44+00:00,11149.5,4.0,308188.0,11149.5,False,,11157.096666666646,11173.868333333321,11181.493333333336,AZ
2021-11-03 17:53:45+00:00,11148.0,4.0,308188.0,11148.0,False,,11157.543333333313,11173.669999999987,11180.662222222223,AZ
2021-11-03 17:53:46+00:00,11157.2,4.0,308188.0,11157.2,False,,11157.816666666648,11173.509999999986,11180.45,AZ
2021-11-03 17:53:47+00:00,11157.9,4.0,308188.0,11157.9,False,,11158.28999999998,11172.684999999987,11180.442222222222,AZ
2021-11-03 17:53:48+00:00,11147.4,4.0,308188.0,11147.4,False,,11159.01666666665,11171.476666666653,11180.315555555555,AZ
2021-11-03 17:53:49+00:00,11128.3,4.0,308188.0,11128.3,False,,11159.493333333316,11170.108333333319,11180.101111111113,AZ
2021-11-03 17:53:50+00:00,11129.3,4.0,308188.0,11129.3,False,,11159.783333333316,11168.698333333321,11180.12777777778,AZ
2021-11-03 17:53:51+00:00,11128.2,4.0,308188.0,11128.2,False,,11159.72666666665,11167.361666666653,11180.036666666667,AZ
2021-11-03 17:53:52+00:00,11158.5,4.0,308188.0,11158.5,False,,11159.953333333315,11166.418333333319,11180.022222222222,AZ
2021-11-03 17:53:53+00:00,11177.1,4.0,308188.0,11177.1,False,,11160.833333333314,11166.011666666653,11179.844444444445,AZ
2021-11-03 17:53:54+00:00,11189.8,4.0,308188.0,11189.8,False,,11161.483333333314,11165.674999999987,11179.640000000001,AZ
2021-11-03 17:53:55+00:00,11201.1,4.0,308188.0,11201.1,False,,11161.473333333312,11165.483333333319,11179.706666666667,AZ
2021-11-03 17:53:56+00:00,11208.0,4.0,308188.0,11208.0,False,,11160.736666666646,11165.691666666653,11179.874444444446,AZ
2021-11-03 17:53:57+00:00,11200.9,4.0,308188.0,11200.9,False,,11160.43999999998,11165.768333333319,11179.815555555557,AZ
2021-11-03 17:53:58+00:00,11179.6,4.0,308188.0,11179.6,False,,11160.526666666647,11165.159999999985,11179.495555555557,AZ
2021-11-03 17:53:59+00:00,11147.0,4.0,308188.0,11147.0,False,,11159.37999999998,11164.214999999987,11178.62888888889,AZ
2021-11-03 17:54:00+00:00,11140.7,4.0,308188.0,11140.7,False,,11157.233333333314,11163.324999999986,11177.581111111112,AZ
2021-11-03 17:54:01+00:00,11140.1,4.0,308188.0,11140.1,False,,11155.463333333313,11162.63333333332,11176.602222222224,AZ
2021-11-03 17:54:02+00:00,11144.1,4.0,308188.0,11144.1,False,,11154.363333333313,11161.484999999986,11175.65888888889,AZ
2021-11-03 17:54:03+00:00,11154.8,4.0,308188.0,11154.8,False,,11155.113333333313,11160.681666666653,11174.895555555557,AZ
2021-11-03 17:54:04+00:00,11188.8,4.0,308188.0,11188.8,False,,11157.783333333313,11160.626666666654,11174.43888888889,AZ
2021-11-03 17:54:05+00:00,11210.3,4.0,308188.0,11210.3,False,,11160.736666666644,11161.313333333323,11174.223333333335,AZ
2021-11-03 17:54:06+00:00,11214.4,4.0,308188.0,11214.4,False,,11163.496666666646,11162.31499999999,11174.18666666667,AZ
2021-11-03 17:54:07+00:00,11201.5,4.0,308188.0,11201.5,False,,11165.536666666647,11163.21499999999,11174.056666666671,AZ
2021-11-03 17:54:08+00:00,11177.9,4.0,308188.0,11177.9,False,,11166.703333333313,11163.45999999999,11173.761111111115,AZ
2021-11-03 17:54:09+00:00,11163.7,4.0,308188.0,11163.7,False,,11166.899999999981,11163.35833333332,11173.438888888893,AZ
2021-11-03 17:54:10+00:00,11167.0,4.0,308188.0,11167.0,False,,11166.866666666647,11163.27999999999,11173.235555555559,AZ
2021-11-03 17:54:11+00:00,11174.4,4.0,308188.0,11174.4,False,,11166.809999999981,11163.031666666655,11173.132222222226,AZ
2021-11-03 17:54:12+00:00,11194.6,4.0,308188.0,11194.6,False,,11167.77999999998,11162.999999999989,11172.914444444448,AZ
2021-11-03 17:54:13+00:00,11177.1,4.0,308188.0,11177.1,False,,11168.573333333314,11162.853333333322,11172.443333333338,AZ
2021-11-03 17:54:14+00:00,11167.6,4.0,308188.0,11167.6,False,,11169.176666666646,11163.136666666654,11172.30444444445,AZ
2021-11-03 17:54:15+00:00,11167.2,4.0,308188.0,11167.2,False,,11169.816666666648,11163.679999999988,11172.385555555558,AZ
2021-11-03 17:54:16+00:00,11150.4,4.0,308188.0,11150.4,False,,11169.58999999998,11163.70333333332,11172.203333333337,AZ
2021-11-03 17:54:17+00:00,11162.8,4.0,308188.0,11162.8,False,,11169.753333333314,11164.021666666657,11171.707777777781,AZ
2021-11-03 17:54:18+00:00,11157.2,4.0,308188.0,11157.2,False,,11170.07999999998,11164.548333333321,11171.011111111115,AZ
2021-11-03 17:54:19+00:00,11152.0,4.0,308188.0,11152.0,False,,11170.869999999979,11165.181666666655,11170.362222222224,AZ
2021-11-03 17:54:20+00:00,11140.0,4.0,308188.0,11140.0,False,,11171.226666666647,11165.504999999988,11169.541111111113,AZ
2021-11-03 17:54:21+00:00,11124.7,4.0,308188.0,11124.7,False,,11171.10999999998,11165.418333333322,11168.611111111113,AZ
2021-11-03 17:54:22+00:00,11121.4,4.0,308188.0,11121.4,False,,11169.873333333315,11164.913333333323,11167.570000000002,AZ
2021-11-03 17:54:23+00:00,11146.6,4.0,308188.0,11146.6,False,,11168.856666666648,11164.84499999999,11166.960000000001,AZ
2021-11-03 17:54:24+00:00,11163.2,4.0,308188.0,11163.2,False,,11167.969999999981,11164.726666666655,11166.44,AZ
2021-11-03 17:54:25+00:00,11171.5,4.0,308188.0,11171.5,False,,11166.983333333315,11164.228333333322,11165.983333333335,AZ
2021-11-03 17:54:26+00:00,11158.9,4.0,308188.0,11158.9,False,,11165.34666666665,11163.041666666655,11165.576666666668,AZ
2021-11-03 17:54:27+00:00,11151.2,4.0,308188.0,11151.2,False,,11163.689999999982,11162.064999999986,11165.075555555555,AZ
2021-11-03 17:54:28+00:00,11139.8,4.0,308188.0,11139.8,False,,11162.363333333316,11161.444999999987,11164.22777777778,AZ
2021-11-03 17:54:29+00:00,11140.3,4.0,308188.0,11140.3,False,,11162.139999999983,11160.759999999987,11163.523333333336,AZ
2021-11-03 17:54:30+00:00,11142.6,4.0,308188.0,11142.6,False,,11162.203333333315,11159.718333333321,11162.951111111113,AZ
2021-11-03 17:54:31+00:00,11160.0,4.0,308188.0,11160.0,False,,11162.866666666649,11159.164999999988,11162.711111111113,AZ
2021-11-03 17:54:32+00:00,11180.6,4.0,308188.0,11180.6,False,,11164.083333333316,11159.223333333322,11162.351111111113,AZ
2021-11-03 17:54:33+00:00,11175.4,4.0,308188.0,11175.4,False,,11164.769999999984,11159.941666666655,11162.044444444447,AZ
2021-11-03 17:54:34+00:00,11178.0,4.0,308188.0,11178.0,False,,11164.409999999983,11161.096666666655,11161.88777777778,AZ
2021-11-03 17:54:35+00:00,11180.2,4.0,308188.0,11180.2,False,,11163.406666666651,11162.071666666656,11162.011111111115,AZ
2021-11-03 17:54:36+00:00,11164.2,4.0,308188.0,11164.2,False,,11161.733333333317,11162.614999999989,11162.121111111113,AZ
2021-11-03 17:54:37+00:00,11150.7,4.0,308188.0,11150.7,False,,11160.039999999985,11162.788333333321,11162.156666666668,AZ
2021-11-03 17:54:38+00:00,11137.4,4.0,308188.0,11137.4,False,,11158.689999999984,11162.696666666654,11161.870000000003,AZ
2021-11-03 17:54:39+00:00,11122.3,4.0,308188.0,11122.3,False,,11157.309999999985,11162.104999999987,11161.342222222223,AZ
2021-11-03 17:54:40+00:00,11111.5,4.0,308188.0,11111.5,False,,11155.459999999985,11161.163333333321,11160.673333333336,AZ
2021-11-03 17:54:41+00:00,11109.4,4.0,308188.0,11109.4,False,,11153.293333333317,11160.051666666655,11159.785555555558,AZ
2021-11-03 17:54:42+00:00,11129.3,4.0,308188.0,11129.3,False,,11151.11666666665,11159.448333333323,11159.038888888892,AZ
2021-11-03 17:54:43+00:00,11135.7,4.0,308188.0,11135.7,False,,11149.736666666653,11159.154999999988,11158.481111111112,AZ
2021-11-03 17:54:44+00:00,11140.1,4.0,308188.0,11140.1,False,,11148.819999999985,11158.99833333332,11158.364444444447,AZ
2021-11-03 17:54:45+00:00,11152.9,4.0,308188.0,11152.9,False,,11148.34333333332,11159.079999999987,11158.56777777778,AZ
2021-11-03 17:54:46+00:00,11150.8,4.0,308188.0,11150.8,False,,11148.356666666652,11158.973333333322,11158.58777777778,AZ
2021-11-03 17:54:47+00:00,11151.7,4.0,308188.0,11151.7,False,,11147.986666666653,11158.869999999988,11158.67666666667,AZ
2021-11-03 17:54:48+00:00,11157.5,4.0,308188.0,11157.5,False,,11147.996666666651,11159.038333333321,11159.031111111115,AZ
2021-11-03 17:54:49+00:00,11156.9,4.0,308188.0,11156.9,False,,11148.159999999985,11159.514999999987,11159.50777777778,AZ
2021-11-03 17:54:50+00:00,11167.6,4.0,308188.0,11167.6,False,,11149.079999999985,11160.15333333332,11160.030000000002,AZ
2021-11-03 17:54:51+00:00,11165.2,4.0,308188.0,11165.2,False,,11150.429999999986,11160.769999999986,11160.422222222225,AZ
2021-11-03 17:54:52+00:00,11176.5,4.0,308188.0,11176.5,False,,11152.266666666652,11161.069999999985,11160.697777777781,AZ
2021-11-03 17:54:53+00:00,11184.4,4.0,308188.0,11184.4,False,,11153.526666666652,11161.191666666653,11161.072222222227,AZ
2021-11-03 17:54:54+00:00,11182.1,4.0,308188.0,11182.1,False,,11154.156666666651,11161.063333333319,11161.203333333337,AZ
2021-11-03 17:54:55+00:00,11167.9,4.0,308188.0,11167.9,False,,11154.036666666652,11160.509999999986,11160.831111111114,AZ
2021-11-03 17:54:56+00:00,11170.8,4.0,308188.0,11170.8,False,,11154.433333333318,11159.889999999987,11160.172222222227,AZ
2021-11-03 17:54:57+00:00,11163.9,4.0,308188.0,11163.9,False,,11154.856666666652,11159.27333333332,11159.662222222225,AZ
2021-11-03 17:54:58+00:00,11138.6,4.0,308188.0,11138.6,False,,11154.816666666651,11158.589999999987,11159.235555555559,AZ
2021-11-03 17:54:59+00:00,11146.1,4.0,308188.0,11146.1,False,,11155.009999999984,11158.574999999986,11158.843333333336,AZ
2021-11-03 17:55:00+00:00,11159.9,4.0,308188.0,11159.9,False,,11155.586666666652,11158.894999999988,11158.341111111115,AZ
2021-11-03 17:55:01+00:00,11180.2,4.0,308188.0,11180.2,False,,11156.259999999986,11159.56333333332,11158.19666666667,AZ
2021-11-03 17:55:02+00:00,11183.5,4.0,308188.0,11183.5,False,,11156.356666666654,11160.219999999988,11158.26777777778,AZ
2021-11-03 17:55:03+00:00,11182.9,4.0,308188.0,11182.9,False,,11156.606666666654,11160.68833333332,11158.830000000004,AZ
2021-11-03 17:55:04+00:00,11180.6,4.0,308188.0,11180.6,False,,11156.69333333332,11160.551666666654,11159.628888888892,AZ
2021-11-03 17:55:05+00:00,11167.4,4.0,308188.0,11167.4,False,,11156.266666666654,11159.836666666652,11160.13666666667,AZ
2021-11-03 17:55:06+00:00,11151.9,4.0,308188.0,11151.9,False,,11155.856666666654,11158.794999999986,11160.362222222228,AZ
2021-11-03 17:55:07+00:00,11148.4,4.0,308188.0,11148.4,False,,11155.779999999988,11157.909999999985,11160.452222222228,AZ
2021-11-03 17:55:08+00:00,11143.4,4.0,308188.0,11143.4,False,,11155.979999999987,11157.334999999986,11160.457777777783,AZ
2021-11-03 17:55:09+00:00,11142.3,4.0,308188.0,11142.3,False,,11156.646666666655,11156.978333333322,11160.28555555556,AZ
2021-11-03 17:55:10+00:00,11140.5,4.0,308188.0,11140.5,False,,11157.61333333332,11156.536666666654,11159.980000000005,AZ
2021-11-03 17:55:11+00:00,11138.3,4.0,308188.0,11138.3,False,,11158.576666666653,11155.934999999989,11159.560000000005,AZ
2021-11-03 17:55:12+00:00,11139.0,4.0,308188.0,11139.0,False,,11158.899999999987,11155.008333333322,11159.265555555561,AZ
2021-11-03 17:55:13+00:00,11117.3,4.0,308188.0,11117.3,False,,11158.286666666652,11154.011666666656,11158.865555555562,AZ
2021-11-03 17:55:14+00:00,11110.3,4.0,308188.0,11110.3,False,,11157.293333333319,11153.056666666658,11158.430000000006,AZ
2021-11-03 17:55:15+00:00,11107.9,4.0,308188.0,11107.9,False,,11155.793333333319,11152.068333333325,11157.98444444445,AZ
2021-11-03 17:55:16+00:00,11115.5,4.0,308188.0,11115.5,False,,11154.616666666652,11151.486666666658,11157.521111111118,AZ
2021-11-03 17:55:17+00:00,11116.3,4.0,308188.0,11116.3,False,,11153.436666666652,11150.711666666659,11157.058888888896,AZ
