,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,Round 3 test set,WindType,OperatorSet,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,cr_scfh_mean900,TestLocation,Wind_MPS_mean30,Wind_MPS_mean60,Wind_MPS_mean90,Wind_MPS_mean300,Wind_MPS_mean600,Wind_MPS_mean900,Wind_dir_mean30,Wind_dir_mean60,Wind_dir_mean90,Wind_dir_mean300,Wind_dir_mean600,Wind_dir_mean900,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600,cr_kgh_CH4_mean900,cr_kgh_CH4_lower900,cr_kgh_CH4_upper900
52,1715,,44,,,,2021-10-27 18:34:57+00:00,,,,Methane,260,2250,1440,2870,Min/max,3.8 [2.6-4.4],184,,,,2021-10-27 18:34:57+00:00,,,Sentinel-2/SRON,1,,195078.0,8.0,218645.0,195078.0,False,,195152.83333333302,195377.56666666697,195553.4777777779,194120.96666666976,191475.10333333013,191658.54999999795,AZ,4.5353333333333365,4.318833333333338,4.09733333333334,3.8032000000000084,3.8192166666666565,3.8192166666666565,70.03333333333333,57.0,45.82222222222222,45.36666666666667,51.34,48.13,2021-10-27 18:13:45+00:00,0.0,2011.0,4694.095,True,21.2,True,TP,1.0,3520.778314850057,3326.137650060068,3717.6471339847135,3513.3706207305713,3314.0923700788803,3724.3102605769254,3521.982989844338,3332.172799322675,3725.051029894352,3499.131377266679,3317.3224635846154,3692.4514266829924,3448.9463310180226,3278.1487484496215,3658.499385350171,3445.873133386148,3254.841729105791,3655.2742402122985
53,1730,,11,1.0,1.0,,2021-10-27 18:34:57+00:00,,,,Methane,184.39 ,4427 ,18:34:57.856604Z,132.57 ,1651,3.82 ,,,,,2021-10-27 18:34:57+00:00,,,Sentinel-2/UPV,2,,195078.0,8.0,218645.0,195078.0,False,,195152.83333333302,195377.56666666697,195553.4777777779,194120.96666666976,191475.10333333013,191658.54999999795,AZ,4.5353333333333365,4.318833333333338,4.09733333333334,3.8032000000000084,3.8192166666666565,3.8192166666666565,70.03333333333333,57.0,45.82222222222222,45.36666666666667,51.34,48.13,2021-10-27 18:13:45+00:00,0.0,2011.0,4694.095,True,21.2,True,TP,1.0,3521.8336968380995,3323.4841296060918,3718.8372867113208,3521.0863913382955,3345.7776468394054,3715.2970309725874,3523.3838062914265,3328.584980705286,3719.9548222609533,3493.804495477317,3308.7198423254854,3693.5974174311614,3444.2018465148985,3258.863754340994,3665.744241850489,3446.721301201588,3255.7017542907242,3645.2840862631674
54,1740,,21,1.0,1.0,,2021-10-27 18:34:57+00:00,,,,Methane,376,5134,6929,3340,1-sigma confidence interval,3.32,46.1,189.0,,,2021-10-27 18:34:57+00:00,,,Sentinel-2/Kayrros,2,,195078.0,8.0,218645.0,195078.0,False,,195152.83333333302,195377.56666666697,195553.4777777779,194120.96666666976,191475.10333333013,191658.54999999795,AZ,4.5353333333333365,4.318833333333338,4.09733333333334,3.8032000000000084,3.8192166666666565,3.8192166666666565,70.03333333333333,57.0,45.82222222222222,45.36666666666667,51.34,48.13,2021-10-27 18:13:45+00:00,0.0,2011.0,4694.095,True,21.2,True,TP,1.0,3522.3841881034123,3324.8135528346525,3720.081111680914,3518.475910586975,3336.9721007200696,3720.922047554486,3525.3087646744475,3331.531990022097,3722.2979792357914,3497.177880970677,3317.7433400623995,3714.554020474294,3448.1553705730503,3274.3010668391635,3659.2217494280703,3441.7420950819774,3270.095760697614,3643.2490633596376
55,1754,,35,1.0,1.0,,2021-10-27 18:34:57+00:00,,,,Methane,,4447,5582,3312,+/- 1 sigma,3.699061,,,,,2021-10-27 18:34:57+00:00,,,Sentinel-2/Harvard,2,,195078.0,8.0,218645.0,195078.0,False,,195152.83333333302,195377.56666666697,195553.4777777779,194120.96666666976,191475.10333333013,191658.54999999795,AZ,4.5353333333333365,4.318833333333338,4.09733333333334,3.8032000000000084,3.8192166666666565,3.8192166666666565,70.03333333333333,57.0,45.82222222222222,45.36666666666667,51.34,48.13,2021-10-27 18:13:45+00:00,0.0,2011.0,4694.095,True,21.2,True,TP,1.0,3523.3487582168527,3326.8507203864892,3719.4665386771208,3517.086969328381,3319.3655390832478,3736.341183504951,3525.584062293441,3324.86676493908,3729.7877568813055,3493.3194564761834,3303.0325976238523,3702.6211420908794,3454.890674927975,3280.061159096218,3646.4187062519204,3450.5555279289943,3265.1116948303993,3658.1206044981523
56,1763,,44,,,,2021-10-27 18:34:57+00:00,,,,Methane,260,2380,1940,2840,Min/max,4.2 [3.9-4.4] ,221,,,,2021-10-27 18:34:57+00:00,,,Sentinel-2/SRON,2,,195078.0,8.0,218645.0,195078.0,False,,195152.83333333302,195377.56666666697,195553.4777777779,194120.96666666976,191475.10333333013,191658.54999999795,AZ,4.5353333333333365,4.318833333333338,4.09733333333334,3.8032000000000084,3.8192166666666565,3.8192166666666565,70.03333333333333,57.0,45.82222222222222,45.36666666666667,51.34,48.13,2021-10-27 18:13:45+00:00,0.0,2011.0,4694.095,True,21.2,True,TP,1.0,3520.8554519764534,3324.3971356991865,3715.561025652354,3516.2083788245973,3330.1636841809186,3709.178941594324,3529.528716592451,3345.788607546045,3737.607193280094,3496.479801354845,3309.174106971758,3694.982485056661,3444.946645109242,3257.638624921889,3637.7697875008093,3453.710351822482,3276.169059554132,3663.835882708796
57,1683,,12,1.0,2.0,,2021-10-28 18:16:48+00:00,,,,Methane,120.00 ,1625 ,,,692,4.419 ,-103.5 ,,,,2021-10-28 18:16:48+00:00,,,Landsat 8/UPV,1,,116668.0,8.0,218645.0,116668.0,False,,116825.8999999997,116765.35000000027,116573.96666666688,115473.9766666699,114725.47333333027,112148.83444444218,AZ,4.189333333333308,4.4533333333333465,4.454222222222228,4.801633333333337,4.812866666666671,4.812866666666671,34.166666666666664,32.55,31.533333333333335,41.42,45.903333333333336,45.742222222222225,2021-10-28 18:05:30+00:00,0.0,2012.0,3238.4,True,11.3,True,TP,1.0,2108.0980221807645,1984.7308738838108,2231.438133715206,2107.4623055291013,1974.2711606559126,2232.1498456726154,2096.565080718809,1966.6032395849143,2222.091427099859,2073.0725330629007,1951.8525618610115,2205.840793731257,2064.269075414067,1946.2821956890323,2185.809804529351,2018.917550506393,1895.928846220202,2134.154778936072
58,1697,,26,1.0,1.0,,2021-10-28 18:16:48+00:00,,,,Methane,280,2236,5136,363,1-sigma confidence interval,4,10,189,,,2021-10-28 18:16:48+00:00,,,Landsat 8/Kayrros,1,,116668.0,8.0,218645.0,116668.0,False,,116825.8999999997,116765.35000000027,116573.96666666688,115473.9766666699,114725.47333333027,112148.83444444218,AZ,4.189333333333308,4.4533333333333465,4.454222222222228,4.801633333333337,4.812866666666671,4.812866666666671,34.166666666666664,32.55,31.533333333333335,41.42,45.903333333333336,45.742222222222225,2021-10-28 18:05:30+00:00,0.0,2012.0,3238.4,True,11.3,True,TP,1.0,2107.841275891819,1984.6550903628668,2234.390430992365,2106.871430410359,1987.6941494126938,2227.438327556832,2096.830985591081,1984.5201853359445,2226.1195951666805,2080.1892251045692,1968.7796529942934,2199.9371452119817,2073.590595896124,1959.6433628859918,2195.8966208398197,2017.7759790671325,1897.1753623333693,2143.202616138667
59,1716,,45,,,,2021-10-28 18:16:48+00:00,,,,Methane,FR,FR,FR,FR,FR,FR,FR,,,,2021-10-28 18:16:48+00:00,,,Landsat 8/SRON,1,,116668.0,8.0,218645.0,116668.0,False,,116825.8999999997,116765.35000000027,116573.96666666688,115473.9766666699,114725.47333333027,112148.83444444218,AZ,4.189333333333308,4.4533333333333465,4.454222222222228,4.801633333333337,4.812866666666671,4.812866666666671,34.166666666666664,32.55,31.533333333333335,41.42,45.903333333333336,45.742222222222225,2021-10-28 18:05:30+00:00,0.0,2012.0,3238.4,True,11.3,True,TP,1.0,2108.5232406451796,1984.219732522496,2233.3444102176322,2101.046790200834,1984.422591244695,2224.2762689348365,2100.539913727573,1979.6892672689282,2228.6136628191707,2080.6042902269564,1962.7908919690049,2199.7957689432906,2064.3383136398734,1940.615845370483,2191.816768672901,2020.8905985636413,1909.3279694165794,2142.9927738887063
60,1731,,12,1.0,2.0,,2021-10-28 18:16:48+00:00,,,,Methane,120.00 ,1735 ,18:16:48.2627780Z,28.38 ,710,4.81 ,,,,,2021-10-28 18:16:48+00:00,,,Landsat 8/UPV,2,,116668.0,8.0,218645.0,116668.0,False,,116825.8999999997,116765.35000000027,116573.96666666688,115473.9766666699,114725.47333333027,112148.83444444218,AZ,4.189333333333308,4.4533333333333465,4.454222222222228,4.801633333333337,4.812866666666671,4.812866666666671,34.166666666666664,32.55,31.533333333333335,41.42,45.903333333333336,45.742222222222225,2021-10-28 18:05:30+00:00,0.0,2012.0,3238.4,True,11.3,True,TP,1.0,2108.470326072865,1985.3948590577331,2232.6351869568966,2104.975726441352,1991.577470693101,2235.4653254436143,2097.567064221611,1978.246291192348,2216.3034203932884,2080.353277600609,1969.164703888451,2202.351096255593,2065.3304456412316,1950.9334663705033,2197.6852722155563,2017.6897427438344,1897.1172427943873,2154.3142133816705
61,1745,,26,1.0,1.0,,2021-10-28 18:16:48+00:00,,,,Methane,280,2489,3024,1955,1-sigma confidence interval,4.6,45.59,189.0,,,2021-10-28 18:16:48+00:00,,,Landsat 8/Kayrros,2,,116668.0,8.0,218645.0,116668.0,False,,116825.8999999997,116765.35000000027,116573.96666666688,115473.9766666699,114725.47333333027,112148.83444444218,AZ,4.189333333333308,4.4533333333333465,4.454222222222228,4.801633333333337,4.812866666666671,4.812866666666671,34.166666666666664,32.55,31.533333333333335,41.42,45.903333333333336,45.742222222222225,2021-10-28 18:05:30+00:00,0.0,2012.0,3238.4,True,11.3,True,TP,1.0,2107.8759420504234,1984.1620742213754,2233.649309678783,2104.3305047830427,1989.861903562513,2226.8615668179636,2103.226830222028,1983.1806309456606,2230.434084194844,2075.920009939138,1955.459832197599,2190.1269376721866,2067.128812340819,1946.4290810705243,2191.619488340849,2021.7377710158542,1905.492652161586,2145.625947127004
62,1764,,45,,,,2021-10-28 18:16:48+00:00,,,,Methane,FR,FR,FR,FR,FR,FR,FR,,,,2021-10-28 18:16:48+00:00,,,Landsat 8/SRON,2,,116668.0,8.0,218645.0,116668.0,False,,116825.8999999997,116765.35000000027,116573.96666666688,115473.9766666699,114725.47333333027,112148.83444444218,AZ,4.189333333333308,4.4533333333333465,4.454222222222228,4.801633333333337,4.812866666666671,4.812866666666671,34.166666666666664,32.55,31.533333333333335,41.42,45.903333333333336,45.742222222222225,2021-10-28 18:05:30+00:00,0.0,2012.0,3238.4,True,11.3,True,TP,1.0,2107.9477350081543,1983.5175731171096,2232.7971420530453,2098.613910766485,1967.2306946729145,2234.081403187608,2099.1752474729474,1969.2915505551603,2225.930366765835,2077.7488003453786,1957.588535360853,2203.987331619548,2066.6845410208907,1952.5967216245513,2193.7274977210527,2022.0607615723102,1903.7646711899006,2145.872903722521
63,1684,,13,1.0,1.0,,2021-10-29 18:24:58+00:00,,,,Methane,,0 ,,,,2.223 ,-89.5 ,,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/UPV,1,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666663,282645.81666666694,282310.37777777796,278775.04333333654,262685.75833333057,251671.52222222,AZ,4.8079999999999945,4.821333333333326,4.605333333333345,4.908366666666664,4.901583333333325,4.901583333333325,54.233333333333334,56.3,55.855555555555554,51.45333333333333,52.45,49.99111111111111,2021-10-29 18:09:15+00:00,0.0,2013.0,4719.235,True,15.716666666666669,True,TP,1.0,5093.4826114283715,4819.333784000515,5375.409335565611,5092.696077021316,4810.5558852180075,5346.396431826104,5097.78682509676,4835.1191532127505,5391.6857049234795,5020.098400333539,4750.665301763571,5331.532758743202,4724.441249520785,4510.627284040987,5014.089857947429,4536.492581464361,4295.881996313563,4798.825408782783
64,1693,,22,1.0,1.0,,2021-10-29 18:24:58+00:00,,,,Methane,348,4675,8052,2326,1-sigma confidence interval,2.6,1,189,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/Kayrros,1,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666663,282645.81666666694,282310.37777777796,278775.04333333654,262685.75833333057,251671.52222222,AZ,4.8079999999999945,4.821333333333326,4.605333333333345,4.908366666666664,4.901583333333325,4.901583333333325,54.233333333333334,56.3,55.855555555555554,51.45333333333333,52.45,49.99111111111111,2021-10-29 18:09:15+00:00,0.0,2013.0,4719.235,True,15.716666666666669,True,TP,1.0,5095.667570433764,4821.2883631314435,5383.033364567695,5091.821125449547,4834.319861889468,5350.22875277632,5077.453364555786,4812.812927759711,5355.07343582586,5018.747216805406,4742.566515780798,5295.828027083611,4728.637114307162,4477.581403579489,4989.258854465168,4531.48571791211,4297.0539092106665,4792.788765915004
65,1707,,36,1.0,1.0,,2021-10-29 18:24:58+00:00,,,,Methane,122,2762,3915,1609,+/- 1 sigma,2.448409,10.779561,UnknownSentinel2Direction,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/Harvard,1,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666663,282645.81666666694,282310.37777777796,278775.04333333654,262685.75833333057,251671.52222222,AZ,4.8079999999999945,4.821333333333326,4.605333333333345,4.908366666666664,4.901583333333325,4.901583333333325,54.233333333333334,56.3,55.855555555555554,51.45333333333333,52.45,49.99111111111111,2021-10-29 18:09:15+00:00,0.0,2013.0,4719.235,True,15.716666666666669,True,TP,1.0,5092.515676627803,4810.12389615742,5381.009579856308,5088.945862515781,4844.879133185594,5381.387862062147,5078.64056765119,4787.750356125538,5388.480199839943,5025.458537618875,4759.585632326683,5322.69149818155,4736.801731468619,4475.201662351634,5017.327321143713,4517.05909942398,4298.833732683278,4754.558155947943
66,1717,,46,,,,2021-10-29 18:24:58+00:00,,,,Methane,0,0,0,0,0,0,0,,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/SRON,1,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666663,282645.81666666694,282310.37777777796,278775.04333333654,262685.75833333057,251671.52222222,AZ,4.8079999999999945,4.821333333333326,4.605333333333345,4.908366666666664,4.901583333333325,4.901583333333325,54.233333333333334,56.3,55.855555555555554,51.45333333333333,52.45,49.99111111111111,2021-10-29 18:09:15+00:00,0.0,2013.0,4719.235,True,15.716666666666669,True,TP,1.0,5093.861473619699,4813.535419165121,5377.800287120139,5087.845809820407,4817.088125586059,5379.325292005262,5088.446995830496,4812.818764148731,5361.560664270982,5016.6876871742525,4735.187577789255,5314.5320655408295,4736.423079446947,4479.302366786915,4991.339657223571,4534.414293070572,4300.650465033922,4805.379408741415
67,1732,,13,1.0,1.0,,2021-10-29 18:24:58+00:00,,,,Methane,,0 ,,,,,,,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/UPV,2,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666663,282645.81666666694,282310.37777777796,278775.04333333654,262685.75833333057,251671.52222222,AZ,4.8079999999999945,4.821333333333326,4.605333333333345,4.908366666666664,4.901583333333325,4.901583333333325,54.233333333333334,56.3,55.855555555555554,51.45333333333333,52.45,49.99111111111111,2021-10-29 18:09:15+00:00,0.0,2013.0,4719.235,True,15.716666666666669,True,TP,1.0,5095.2354208885345,4811.925698891255,5382.914494295081,5099.164814257751,4803.0895654761325,5393.312365067065,5080.876101322902,4804.539308997802,5357.77300335917,5020.745023625338,4765.10510203975,5287.154205522525,4725.76031609939,4477.049287308117,4972.414141663474,4535.864160787961,4295.732462702261,4816.022237924171
68,1741,,22,1.0,1.0,,2021-10-29 18:24:58+00:00,,,,Methane,348,7267,10546,3988,1-sigma confidence interval,4.86,46.1,189.0,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/Kayrros,2,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666663,282645.81666666694,282310.37777777796,278775.04333333654,262685.75833333057,251671.52222222,AZ,4.8079999999999945,4.821333333333326,4.605333333333345,4.908366666666664,4.901583333333325,4.901583333333325,54.233333333333334,56.3,55.855555555555554,51.45333333333333,52.45,49.99111111111111,2021-10-29 18:09:15+00:00,0.0,2013.0,4719.235,True,15.716666666666669,True,TP,1.0,5093.8253406881195,4816.841962146309,5371.9647294693805,5078.451806386698,4835.120604429887,5349.188757346973,5085.504532822341,4822.716522224942,5400.736309757671,5031.739678385498,4771.159103204035,5329.39291832823,4727.284224853159,4480.680599414609,5002.647502973612,4536.870352365112,4301.168216817461,4805.513648447501
69,1755,,36,1.0,1.0,,2021-10-29 18:24:58+00:00,,,,Methane,,4757,5890,3624,+/- 1 sigma,4.727615,,,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/Harvard,2,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666663,282645.81666666694,282310.37777777796,278775.04333333654,262685.75833333057,251671.52222222,AZ,4.8079999999999945,4.821333333333326,4.605333333333345,4.908366666666664,4.901583333333325,4.901583333333325,54.233333333333334,56.3,55.855555555555554,51.45333333333333,52.45,49.99111111111111,2021-10-29 18:09:15+00:00,0.0,2013.0,4719.235,True,15.716666666666669,True,TP,1.0,5093.506611183627,4818.30408511038,5377.94304813245,5096.397121944787,4830.775083459419,5407.741458317666,5084.624968184525,4809.645282639611,5378.178372582937,5017.233196205998,4769.531606846561,5301.617086135002,4729.281977052771,4481.268678473438,5023.889683864033,4538.817510270634,4288.96684275652,4790.970091727671
70,1765,,46,,,,2021-10-29 18:24:58+00:00,,,,Methane,0,0,0,0,0,0,0,,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/SRON,2,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666663,282645.81666666694,282310.37777777796,278775.04333333654,262685.75833333057,251671.52222222,AZ,4.8079999999999945,4.821333333333326,4.605333333333345,4.908366666666664,4.901583333333325,4.901583333333325,54.233333333333334,56.3,55.855555555555554,51.45333333333333,52.45,49.99111111111111,2021-10-29 18:09:15+00:00,0.0,2013.0,4719.235,True,15.716666666666669,True,TP,1.0,5095.899177205326,4818.896111664625,5382.9088699765825,5088.013400494896,4799.277215659149,5374.856998865711,5081.899423016226,4829.919039227436,5380.6240253865235,5027.442446101945,4768.00615196855,5335.631851524742,4741.2084445346,4492.452505203691,5008.426112484356,4527.041936184859,4281.572320087495,4797.501341125468
71,1686,,15,1.0,1.0,,2021-11-03 18:25:01+00:00,,,,Methane,111.35 ,1191 ,,,458,3.024 ,-87.8 ,,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/UPV,1,,76596.4,4.0,308188.0,76596.4,False,,76628.08333333334,76649.4066666666,76656.90777777776,77025.21666666666,77539.27350000021,70210.01288888892,AZ,4.524666666666671,4.038333333333334,3.6398888888888874,3.6905000000000063,3.5859999999999945,3.5859999999999945,48.833333333333336,43.583333333333336,41.36666666666667,39.876666666666665,40.138333333333335,42.10666666666667,2021-11-03 18:12:18+00:00,0.0,2016.0,2606.13,True,12.716666666666667,True,TP,1.0,1382.5610299528782,1308.0903844112522,1457.8059435759221,1376.2060071841922,1305.8860721567166,1449.911126469132,1380.9239807247804,1306.5583593290044,1457.2226596602322,1387.394150060867,1316.7382209712223,1469.781588353986,1394.7053271095742,1325.189397613391,1475.9877968216383,1261.8355882082053,1190.5224082288205,1333.682581135612
72,1695,,24,1.0,1.0,,2021-11-03 18:25:01+00:00,,,,Methane,330,2823,5657,1016,1-sigma confidence interval,2.5,353,189,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/Kayrros,1,,76596.4,4.0,308188.0,76596.4,False,,76628.08333333334,76649.4066666666,76656.90777777776,77025.21666666666,77539.27350000021,70210.01288888892,AZ,4.524666666666671,4.038333333333334,3.6398888888888874,3.6905000000000063,3.5859999999999945,3.5859999999999945,48.833333333333336,43.583333333333336,41.36666666666667,39.876666666666665,40.138333333333335,42.10666666666667,2021-11-03 18:12:18+00:00,0.0,2016.0,2606.13,True,12.716666666666667,True,TP,1.0,1381.9458451852847,1306.6459578261265,1458.7314125980413,1381.2461621903958,1317.0359548042898,1465.429997636299,1380.5109407358773,1309.600113690382,1462.0867221749502,1384.328627814203,1313.693348385938,1447.0308103694078,1396.0720687630912,1318.9187354749577,1479.099501501345,1262.6205725312932,1198.5236986547575,1329.6762283625476
73,1709,,38,1.0,1.0,,2021-11-03 18:25:01+00:00,,,,Methane,115,1300,1878,722,+/- 1 sigma,2.595344,3.860544,UnknownSentinel2Direction,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/Harvard,1,,76596.4,4.0,308188.0,76596.4,False,,76628.08333333334,76649.4066666666,76656.90777777776,77025.21666666666,77539.27350000021,70210.01288888892,AZ,4.524666666666671,4.038333333333334,3.6398888888888874,3.6905000000000063,3.5859999999999945,3.5859999999999945,48.833333333333336,43.583333333333336,41.36666666666667,39.876666666666665,40.138333333333335,42.10666666666667,2021-11-03 18:12:18+00:00,0.0,2016.0,2606.13,True,12.716666666666667,True,TP,1.0,1382.93125314813,1307.9646719171394,1461.4680081331153,1378.3719415155606,1306.4440565410569,1452.97651926246,1381.3825256640353,1307.0903500204047,1451.1187370047069,1387.3621569538466,1310.4123901461767,1471.085682512536,1398.8520481559488,1329.7871350932533,1473.9417355207606,1265.6596998739103,1200.0423563652053,1326.131196870629
74,1719,,48,,,,2021-11-03 18:25:01+00:00,,,,Methane,0,0,0,0,0,0,0,,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/SRON,1,,76596.4,4.0,308188.0,76596.4,False,,76628.08333333334,76649.4066666666,76656.90777777776,77025.21666666666,77539.27350000021,70210.01288888892,AZ,4.524666666666671,4.038333333333334,3.6398888888888874,3.6905000000000063,3.5859999999999945,3.5859999999999945,48.833333333333336,43.583333333333336,41.36666666666667,39.876666666666665,40.138333333333335,42.10666666666667,2021-11-03 18:12:18+00:00,0.0,2016.0,2606.13,True,12.716666666666667,True,TP,1.0,1382.7914651116275,1306.6017660272569,1462.178265055832,1381.2939247118654,1304.097201350032,1466.3248155960953,1378.805488433561,1308.2198752433271,1455.5731434978513,1390.076777201324,1309.6095589908268,1474.7715180434557,1394.4732802996027,1320.8607403039632,1475.8177689611898,1264.4395845579493,1198.272073013126,1338.0049807317457
75,1734,,15,1.0,1.0,,2021-11-03 18:25:01+00:00,,,,Methane,111.35 ,1344 ,18:25:01.184114Z,25.45 ,539,3.59 ,,,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/UPV,2,,76596.4,4.0,308188.0,76596.4,False,,76628.08333333334,76649.4066666666,76656.90777777776,77025.21666666666,77539.27350000021,70210.01288888892,AZ,4.524666666666671,4.038333333333334,3.6398888888888874,3.6905000000000063,3.5859999999999945,3.5859999999999945,48.833333333333336,43.583333333333336,41.36666666666667,39.876666666666665,40.138333333333335,42.10666666666667,2021-11-03 18:12:18+00:00,0.0,2016.0,2606.13,True,12.716666666666667,True,TP,1.0,1382.4096623676933,1306.6040592412244,1458.6766072952935,1375.5880251920787,1302.351897328224,1450.6176419727774,1379.2692016402978,1307.684511919541,1460.145850448809,1387.1672884511165,1314.3821377259076,1459.9542491898126,1396.5665057057897,1318.1399835003772,1480.2898582738644,1263.874626905403,1195.5133027602747,1339.1338355285743
76,1743,,24,1.0,1.0,,2021-11-03 18:25:01+00:00,,,,Methane,330,3199,4899,1498,1-sigma confidence interval,2.96,36.9,189.0,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/Kayrros,2,,76596.4,4.0,308188.0,76596.4,False,,76628.08333333334,76649.4066666666,76656.90777777776,77025.21666666666,77539.27350000021,70210.01288888892,AZ,4.524666666666671,4.038333333333334,3.6398888888888874,3.6905000000000063,3.5859999999999945,3.5859999999999945,48.833333333333336,43.583333333333336,41.36666666666667,39.876666666666665,40.138333333333335,42.10666666666667,2021-11-03 18:12:18+00:00,0.0,2016.0,2606.13,True,12.716666666666667,True,TP,1.0,1382.6745543191637,1306.7652019830814,1457.9854481004618,1380.4873423117022,1306.5055171900121,1466.6484588337103,1380.107427380281,1302.8788778036642,1461.9514669477749,1388.5229440689948,1310.968599478386,1465.5591574522623,1396.291249983286,1319.0161675935854,1475.7047310155913,1264.8376626741187,1197.1841966648426,1339.830949749728
77,1757,,38,1.0,1.0,,2021-11-03 18:25:01+00:00,,,,Methane,,1787,2333,1241,+/- 1 sigma,3.798211,,,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/Harvard,2,,76596.4,4.0,308188.0,76596.4,False,,76628.08333333334,76649.4066666666,76656.90777777776,77025.21666666666,77539.27350000021,70210.01288888892,AZ,4.524666666666671,4.038333333333334,3.6398888888888874,3.6905000000000063,3.5859999999999945,3.5859999999999945,48.833333333333336,43.583333333333336,41.36666666666667,39.876666666666665,40.138333333333335,42.10666666666667,2021-11-03 18:12:18+00:00,0.0,2016.0,2606.13,True,12.716666666666667,True,TP,1.0,1382.7611492891817,1307.0113944354425,1460.8703671999356,1383.3306194135039,1318.2919894988058,1460.3601460112973,1380.4191693813564,1309.6970701679022,1464.2127589236852,1388.6497270812633,1320.2390301476917,1471.2286933966652,1392.6080348207029,1315.9692852996304,1472.9679074506103,1265.7597871207452,1201.1758767487077,1334.2380874312566
78,1767,,48,,,,2021-11-03 18:25:01+00:00,,,,Methane,0,0,0,0,0,0,0,,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/SRON,2,,76596.4,4.0,308188.0,76596.4,False,,76628.08333333334,76649.4066666666,76656.90777777776,77025.21666666666,77539.27350000021,70210.01288888892,AZ,4.524666666666671,4.038333333333334,3.6398888888888874,3.6905000000000063,3.5859999999999945,3.5859999999999945,48.833333333333336,43.583333333333336,41.36666666666667,39.876666666666665,40.138333333333335,42.10666666666667,2021-11-03 18:12:18+00:00,0.0,2016.0,2606.13,True,12.716666666666667,True,TP,1.0,1382.2186717903503,1305.7884346998633,1458.5775366108774,1379.1355544596768,1305.8727511920351,1465.616138207846,1382.558841388757,1314.3770615812366,1465.4362184074957,1388.992946936903,1318.530727883429,1464.0609900279887,1396.6581470568278,1322.5107094285408,1463.688132885677,1263.687360038677,1201.6477455599327,1338.6289699721021
79,1687,,16,,,,2021-10-23 18:40:53+00:00,,,,Methane,277,4069,,,1515,3.771272995,47.0416,,,,2021-10-23 18:40:53+00:00,,,WV3/UPV,1,,218027.0,8.0,218645.0,218027.0,False,,218693.56666666636,218451.78333333356,218208.00000000026,219472.70666666998,222886.76666666355,222823.6622222202,AZ,4.337666666666683,3.923500000000003,3.858888888888894,4.182300000000006,4.676916666666677,4.676916666666677,244.43333333333334,243.0,236.3111111111111,241.20333333333335,240.05333333333334,238.29666666666665,2021-10-23 18:26:42+00:00,0.0,2007.0,3908.2,True,14.183333333333334,True,TP,1.0,3946.2257402676223,3733.032337755643,4169.907250455651,3939.2412028862127,3705.429632092504,4167.836200740876,3929.148428656862,3717.2333145759494,4163.243066252959,3949.7661538895595,3747.5522252019896,4184.169076737149,4024.7203845205127,3807.7275745006336,4242.804226576208,4003.9010644697382,3799.8761603948487,4241.0944499135385
