Operator_Timestamp,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,UncertaintyTypeManual,WindSpeed,WindDirection,TransitDirection,Stanford_timestamp,OperatorSet,Satellite,Team,UnblindingStage,PipeSize_inch,MeterCode,cr_scfh_mean300,cr_scfh_mean600,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600
2021-10-28 18:16:48+00:00,280,2236,5136,363,1-sigma confidence interval,+/- 1 sigma,4,10,189,2021-10-28 18:16:48+00:00,Landsat 8/Kayrros,Landsat 8,Kayrros,1,8,218645,115473.9767,114725.4733,2081.013722,1961.012689,2209.288831,2072.144705,1954.29081,2192.982771
2021-10-28 18:16:48+00:00,FR,FR,FR,FR,FR,,FR,FR,,2021-10-28 18:16:48+00:00,Landsat 8/SRON,Landsat 8,SRON,1,8,218645,115473.9767,114725.4733,2077.711983,1954.886041,2206.836636,2070.227841,1951.137454,2188.434755
2021-10-28 18:16:48+00:00,120,1735,18:16:48.2627780Z,28.38,710,UT 1 sigma,4.81,,,2021-10-28 18:16:48+00:00,Landsat 8/UPV,Landsat 8,UPV,2,8,218645,115473.9767,114725.4733,2078.777049,1955.957922,2210.244899,2068.640875,1959.019867,2187.568859
2021-10-28 18:16:48+00:00,280,2489,3024,1955,1-sigma confidence interval,+/- 1 sigma,4.6,45.59,189,2021-10-28 18:16:48+00:00,Landsat 8/Kayrros,Landsat 8,Kayrros,2,8,218645,115473.9767,114725.4733,2083.513431,1965.069795,2195.715766,2068.458301,1955.605279,2186.999864
2021-10-28 18:16:48+00:00,FR,FR,FR,FR,FR,,FR,FR,,2021-10-28 18:16:48+00:00,Landsat 8/SRON,Landsat 8,SRON,2,8,218645,115473.9767,114725.4733,2079.439437,1952.233532,2199.901282,2069.677248,1945.54289,2187.367675
2021-10-29 18:24:58+00:00,,0,,,,,2.223,-89.5,,2021-10-29 18:24:58+00:00,Sentinel-2/UPV,Sentinel-2,UPV,1,8,218645,278775.0433,262685.7583,5027.38017,4754.622245,5315.196913,4727.938675,4470.009256,5003.181295
2021-10-29 18:24:58+00:00,348,4675,8052,2326,1-sigma confidence interval,+/- 1 sigma,2.6,1,189,2021-10-29 18:24:58+00:00,Sentinel-2/Kayrros,Sentinel-2,Kayrros,1,8,218645,278775.0433,262685.7583,5014.683545,4751.147571,5297.743471,4725.352794,4482.154951,4962.679881
2021-10-29 18:24:58+00:00,122,2762,3915,1609,+/- 1 sigma,+/- 1 sigma,2.448409,10.779561,UnknownSentinel2Direction,2021-10-29 18:24:58+00:00,Sentinel-2/Harvard,Sentinel-2,Harvard,1,8,218645,278775.0433,262685.7583,5009.809,4747.300222,5274.573235,4729.848908,4471.775854,5013.904597
2021-10-29 18:24:58+00:00,0,0,0,0,0,,0,0,,2021-10-29 18:24:58+00:00,Sentinel-2/SRON,Sentinel-2,SRON,1,8,218645,278775.0433,262685.7583,5006.187534,4742.981732,5264.613788,4736.123308,4491.868299,5018.748581
2021-10-29 18:24:58+00:00,,0,,,,,,,,2021-10-29 18:24:58+00:00,Sentinel-2/UPV,Sentinel-2,UPV,2,8,218645,278775.0433,262685.7583,5018.414483,4738.020906,5312.611653,4734.494357,4472.935139,5021.04075
2021-10-29 18:24:58+00:00,348,7267,10546,3988,1-sigma confidence interval,+/- 1 sigma,4.86,46.1,189,2021-10-29 18:24:58+00:00,Sentinel-2/Kayrros,Sentinel-2,Kayrros,2,8,218645,278775.0433,262685.7583,5022.030334,4751.685077,5313.83346,4727.691628,4493.467548,5006.981813
2021-10-29 18:24:58+00:00,,4757,5890,3624,+/- 1 sigma,+/- 1 sigma,4.727615,,,2021-10-29 18:24:58+00:00,Sentinel-2/Harvard,Sentinel-2,Harvard,2,8,218645,278775.0433,262685.7583,5028.113167,4767.872589,5283.206478,4727.858195,4475.980624,5003.564908
2021-10-29 18:24:58+00:00,0,0,0,0,0,,0,0,,2021-10-29 18:24:58+00:00,Sentinel-2/SRON,Sentinel-2,SRON,2,8,218645,278775.0433,262685.7583,5018.173279,4729.724768,5323.191655,4734.442174,4502.682106,4998.023439
2021-11-01 18:35:00+00:00,0,0,0,0,0,,,,,2021-11-01 18:35:00+00:00,Sentinel-2/UPV,Sentinel-2,UPV,1,4,308188,0,0,0,0,0,0,0,0
2021-11-01 18:35:00+00:00,0,0,0,0,0,,,,,2021-11-01 18:35:00+00:00,Sentinel-2/Kayrros,Sentinel-2,Kayrros,1,4,308188,0,0,0,0,0,0,0,0
2021-11-01 18:35:00+00:00,0,0,0,0,0,,,,,2021-11-01 18:35:00+00:00,Sentinel-2/Harvard,Sentinel-2,Harvard,1,4,308188,0,0,0,0,0,0,0,0
2021-11-01 18:35:00+00:00,FR,FR,FR,FR,FR,,,,,2021-11-01 18:35:00+00:00,Sentinel-2/SRON,Sentinel-2,SRON,1,4,308188,0,0,0,0,0,0,0,0
2021-11-01 18:35:00+00:00,0,0,0,0,0,,,,,2021-11-01 18:35:00+00:00,Sentinel-2/UPV,Sentinel-2,UPV,2,4,308188,0,0,0,0,0,0,0,0
2021-11-01 18:35:00+00:00,0,0,0,0,0,,,,,2021-11-01 18:35:00+00:00,Sentinel-2/Kayrros,Sentinel-2,Kayrros,2,4,308188,0,0,0,0,0,0,0,0
2021-11-01 18:35:00+00:00,0,0,0,0,0,,,,,2021-11-01 18:35:00+00:00,Sentinel-2/Harvard,Sentinel-2,Harvard,2,4,308188,0,0,0,0,0,0,0,0
2021-11-01 18:35:00+00:00,FR,FR,FR,FR,FR,,,,,2021-11-01 18:35:00+00:00,Sentinel-2/SRON,Sentinel-2,SRON,2,4,308188,0,0,0,0,0,0,0,0
2021-11-03 18:25:01+00:00,111.35,1191,,,458,UT 1 sigma,3.024,-87.8,,2021-11-03 18:25:01+00:00,Sentinel-2/UPV,Sentinel-2,UPV,1,4,308188,77025.21667,77539.2735,1387.491207,1311.049388,1468.808844,1397.416644,1326.510085,1474.077976
2021-11-03 18:25:01+00:00,330,2823,5657,1016,1-sigma confidence interval,+/- 1 sigma,2.5,353,189,2021-11-03 18:25:01+00:00,Sentinel-2/Kayrros,Sentinel-2,Kayrros,1,4,308188,77025.21667,77539.2735,1388.069662,1309.368363,1472.131106,1399.715919,1326.096638,1476.248811
2021-11-03 18:25:01+00:00,115,1300,1878,722,+/- 1 sigma,+/- 1 sigma,2.595344,3.860544,UnknownSentinel2Direction,2021-11-03 18:25:01+00:00,Sentinel-2/Harvard,Sentinel-2,Harvard,1,4,308188,77025.21667,77539.2735,1384.947367,1307.601843,1457.370941,1398.281056,1324.419033,1481.934983
2021-11-03 18:25:01+00:00,0,0,0,0,0,,0,0,,2021-11-03 18:25:01+00:00,Sentinel-2/SRON,Sentinel-2,SRON,1,4,308188,77025.21667,77539.2735,1386.928061,1309.453693,1461.003119,1397.869366,1320.709475,1480.365279
2021-11-03 18:25:01+00:00,111.35,1344,18:25:01.184114Z,25.45,539,UT 1 sigma,3.59,,,2021-11-03 18:25:01+00:00,Sentinel-2/UPV,Sentinel-2,UPV,2,4,308188,77025.21667,77539.2735,1390.296419,1315.301116,1465.257982,1395.957261,1321.099041,1477.223437
2021-11-03 18:25:01+00:00,330,3199,4899,1498,1-sigma confidence interval,+/- 1 sigma,2.96,36.9,189,2021-11-03 18:25:01+00:00,Sentinel-2/Kayrros,Sentinel-2,Kayrros,2,4,308188,77025.21667,77539.2735,1386.649493,1309.062061,1467.636226,1393.561231,1321.099059,1466.158047
2021-11-03 18:25:01+00:00,,1787,2333,1241,+/- 1 sigma,+/- 1 sigma,3.798211,,,2021-11-03 18:25:01+00:00,Sentinel-2/Harvard,Sentinel-2,Harvard,2,4,308188,77025.21667,77539.2735,1386.410157,1305.17333,1473.576332,1393.132069,1315.149488,1471.249308
2021-11-03 18:25:01+00:00,0,0,0,0,0,,0,0,,2021-11-03 18:25:01+00:00,Sentinel-2/SRON,Sentinel-2,SRON,2,4,308188,77025.21667,77539.2735,1385.644311,1308.294359,1463.309146,1397.069664,1325.65982,1465.376285
2021-10-23 18:40:53+00:00,277,4069,,,1515,UT 1 sigma,3.771272995,47.0416,,2021-10-23 18:40:53+00:00,WV3/UPV,WV3,UPV,1,8,218645,219472.7067,222886.7667,3949.260141,3740.175719,4182.260595,4011.94152,3787.227606,4223.21037
2021-10-23 18:40:53+00:00,318,1282,2758,522,1-sigma confidence interval,+/- 1 sigma,2.9,207,190,2021-10-23 18:40:53+00:00,WV3/Kayrros,WV3,Kayrros,1,8,218645,219472.7067,222886.7667,3952.320225,3736.537611,4186.706197,4020.222109,3795.505403,4260.806693
2021-10-23 18:40:53+00:00,277,4790,,,1876,UT 1 sigma,4.673416667,,,2021-10-23 18:40:53+00:00,WV3/UPV,WV3,UPV,2,8,218645,219472.7067,222886.7667,3956.175399,3744.637865,4196.119853,4009.995765,3791.94786,4244.526105
2021-10-23 18:40:53+00:00,318,1578,2053,1236,1-sigma confidence interval,+/- 1 sigma,4.31,207,190,2021-10-23 18:40:53+00:00,WV3/Kayrros,WV3,Kayrros,2,8,218645,219472.7067,222886.7667,3945.599103,3735.216354,4143.834662,4019.266465,3798.308158,4250.776142
