,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,UncertaintyTypeManual,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,Satellite,Team,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,TestLocation,Wind_MPS_mean300,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600
38,1707,,33,1,1,,2021-10-22 18:34:54+00:00,,,,Methane,,2652,3335,1969,+/- 1 sigma,+/- 1 sigma,2.373983,,,,,2021-10-22 18:34:54+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,2,,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,AZ,2.342733333,2021-10-22 18:16:57+00:00,0,2006,2148.9,TRUE,17.95,TRUE,TP,1,1669.812855,1579.863941,1763.886867,1669.755218,1579.111095,1763.086993,1671.668623,1580.724185,1764.312761,1677.783851,1586.032302,1771.671069,1692.999776,1600.674004,1789.304962
39,1716,,42,,,,2021-10-22 18:34:54+00:00,,,,Methane,330,1500,1203,1790,Min/max,Min/max,1.9 [1.4-2.3],113,,,,2021-10-22 18:34:54+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,2,,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,AZ,2.342733333,2021-10-22 18:16:57+00:00,0,2006,2148.9,TRUE,17.95,TRUE,TP,1,1669.61406,1579.425539,1763.568263,1669.598817,1578.795346,1763.042434,1672.531044,1582.246325,1765.586708,1678.613761,1586.378028,1775.597239,1692.832496,1599.983494,1790.303774
40,1636,,10,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,,,,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,1,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2.475633333,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,TP,1,4073.689691,3851.015271,4304.572332,4074.947505,3850.778265,4309.383485,4075.90906,3854.431695,4299.660712,4000.296272,3781.862758,4218.192623,3954.273397,3737.766287,4172.000793
41,1646,,20,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,cloudy,cloudy,,,,,,,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,1,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2.475633333,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,TP,1,4074.82955,3853.266402,4306.169928,4076.101924,3851.629654,4304.644986,4077.807546,3857.042479,4306.072288,4001.277933,3782.595385,4226.211159,3955.880952,3736.678883,4176.958575
42,1660,,34,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,,FR,FR,UnknownSentinel2Direction,,,2021-10-24 18:25:02+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,1,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2.475633333,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,TP,1,4074.715697,3853.888004,4299.506478,4077.379532,3852.537818,4303.493095,4076.224951,3853.584078,4309.41936,4001.272736,3784.558544,4225.808512,3955.042806,3737.011981,4174.436535
43,1669,,43,,,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,,FR,FR,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,1,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2.475633333,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,TP,1,4071.593295,3847.680138,4298.616017,4073.279875,3849.485095,4289.283808,4075.810337,3851.065778,4307.650083,4000.799344,3782.468639,4224.714686,3953.595851,3735.401391,4169.540323
44,1684,,10,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,,FR,FR,FR,FR,,,,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,2,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2.475633333,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,TP,1,4074.255735,3852.227426,4303.759501,4075.71692,3851.226847,4306.007806,4074.987541,3852.262658,4303.032244,4001.195762,3780.268934,4224.661061,3955.600435,3739.053879,4178.267695
45,1694,,20,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,cloudy,cloudy,,,,,,,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,2,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2.475633333,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,TP,1,4074.35009,3852.259527,4303.4432,4077.205822,3856.928265,4304.577129,4075.212449,3852.687049,4307.296798,4001.724508,3783.223391,4224.26092,3954.63759,3740.607543,4176.276083
46,1708,,34,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,,FR,FR,FR,FR,,FR,,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,2,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2.475633333,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,TP,1,4074.128825,3847.410214,4304.889169,4076.688631,3853.288502,4301.150398,4076.836763,3853.82444,4307.909584,3999.635158,3779.736461,4227.206243,3954.95341,3741.948005,4175.487882
47,1717,,43,,,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,,FR,FR,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,2,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,AZ,2.475633333,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,TP,1,4075.827166,3852.106703,4304.992281,4077.820605,3853.802347,4311.36606,4076.029978,3852.467683,4306.341948,4000.676484,3788.428487,4227.661151,3952.961794,3738.617838,4171.379513
48,1637,,11,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,184.39,5333,,,2108,UT 1 sigma,4.881,-97.5,,,,2021-10-27 18:34:57+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,1,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,3.8032,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3522.837883,3329.259296,3718.489538,3525.183654,3329.55072,3721.919125,3529.529145,3334.334703,3727.781151,3503.688549,3308.718582,3702.0743,3454.564542,3260.150372,3655.559946
49,1647,,21,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,376,5614,9773,2634,1-sigma confidence interval,+/- 1 sigma,3.8,350,189,,,2021-10-27 18:34:57+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,1,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,3.8032,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3522.258118,3326.962898,3722.906175,3524.251036,3327.136406,3723.481895,3529.153199,3329.005463,3726.512419,3502.43409,3310.46582,3695.379626,3454.356142,3259.979254,3648.288457
50,1661,,35,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,187,5187,6956,3418,+/- 1 sigma,+/- 1 sigma,4.407491,7.410631,UnknownSentinel2Direction,,,2021-10-27 18:34:57+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,1,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,3.8032,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3520.916951,3321.761324,3718.738266,3525.742429,3331.558849,3722.305368,3529.123518,3334.692098,3730.876173,3501.793198,3303.523667,3699.880049,3453.570397,3257.900871,3650.279367
51,1670,,44,,,,2021-10-27 18:34:57+00:00,,,,Methane,260,2250,1440,2870,Min/max,Min/max,3.8 [2.6-4.4],184,,,,2021-10-27 18:34:57+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,1,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,3.8032,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3522.197956,3323.081376,3723.159942,3527.006218,3330.531272,3724.981298,3529.250945,3331.100858,3726.952329,3504.082649,3307.038109,3699.752301,3457.507805,3260.22999,3651.726288
52,1685,,11,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,184.39,4427,18:34:57.856604Z,132.57,1651,UT 1 sigma,3.82,,,,,2021-10-27 18:34:57+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,2,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,3.8032,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3519.606047,3322.135256,3720.431478,3523.965166,3322.721337,3726.779808,3529.299592,3333.094415,3730.397454,3504.193124,3308.022052,3704.610133,3455.489089,3261.275007,3653.485297
53,1695,,21,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,376,5134,6929,3340,1-sigma confidence interval,+/- 1 sigma,3.32,46.1,189,,,2021-10-27 18:34:57+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,2,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,3.8032,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3521.649978,3327.060073,3717.667225,3524.222279,3324.701907,3723.263369,3528.975777,3329.4477,3727.508947,3502.03975,3304.607686,3699.028941,3453.701442,3259.64117,3643.859889
54,1709,,35,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,,4447,5582,3312,+/- 1 sigma,+/- 1 sigma,3.699061,,,,,2021-10-27 18:34:57+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,2,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,3.8032,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3520.408587,3321.466507,3716.305787,3523.390468,3327.361521,3722.576779,3530.343125,3330.302432,3729.821917,3503.623684,3307.630206,3704.123527,3455.759828,3264.457841,3648.804223
55,1718,,44,,,,2021-10-27 18:34:57+00:00,,,,Methane,260,2380,1940,2840,Min/max,Min/max,4.2 [3.9-4.4] ,221,,,,2021-10-27 18:34:57+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,2,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,AZ,3.8032,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3520.875727,3325.512628,3717.60389,3525.081178,3326.571572,3725.965137,3527.159275,3330.134938,3725.525181,3501.601921,3304.417243,3699.33904,3454.74397,3258.183432,3650.266531
56,1638,,12,1,2,,2021-10-28 18:16:48+00:00,,,,Methane,120,1625,,,692,UT 1 sigma,4.419,-103.5,,,,2021-10-28 18:16:48+00:00,,Landsat 8/UPV,Landsat 8,UPV,1,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,AZ,4.801633333,2021-10-28 18:05:30+00:00,0,2012,3237.54,TRUE,11.3,TRUE,TP,1,2108.456782,1983.300103,2232.986064,2106.836777,1980.607981,2229.228896,2103.523215,1982.697235,2225.681599,2082.814818,1960.00955,2206.952368,2070.805016,1950.575291,2192.905474
57,1652,,26,1,1,,2021-10-28 18:16:48+00:00,,,,Methane,280,2236,5136,363,1-sigma confidence interval,+/- 1 sigma,4,10,189,,,2021-10-28 18:16:48+00:00,,Landsat 8/Kayrros,Landsat 8,Kayrros,1,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,AZ,4.801633333,2021-10-28 18:05:30+00:00,0,2012,3237.54,TRUE,11.3,TRUE,TP,1,2107.341149,1981.12668,2230.756008,2106.677701,1983.46982,2229.500125,2103.126531,1978.13158,2224.948149,2083.995787,1961.760391,2204.874768,2070.163746,1949.614098,2190.250259
58,1671,,45,,,,2021-10-28 18:16:48+00:00,,,,Methane,FR,FR,FR,FR,FR,,FR,FR,,,,2021-10-28 18:16:48+00:00,,Landsat 8/SRON,Landsat 8,SRON,1,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,AZ,4.801633333,2021-10-28 18:05:30+00:00,0,2012,3237.54,TRUE,11.3,TRUE,TP,1,2108.00754,1986.296593,2231.169963,2106.122327,1983.740812,2230.108942,2102.059501,1977.495843,2224.434633,2083.727724,1964.036054,2205.849983,2069.673803,1948.283393,2190.435787
59,1686,,12,1,2,,2021-10-28 18:16:48+00:00,,,,Methane,120,1735,18:16:48.2627780Z,28.38,710,UT 1 sigma,4.81,,,,,2021-10-28 18:16:48+00:00,,Landsat 8/UPV,Landsat 8,UPV,2,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,AZ,4.801633333,2021-10-28 18:05:30+00:00,0,2012,3237.54,TRUE,11.3,TRUE,TP,1,2108.771085,1984.991187,2233.207225,2107.230689,1985.403623,2227.879827,2103.640566,1979.352277,2226.788738,2083.248639,1960.842683,2207.299001,2070.244973,1946.236587,2191.84131
60,1700,,26,1,1,,2021-10-28 18:16:48+00:00,,,,Methane,280,2489,3024,1955,1-sigma confidence interval,+/- 1 sigma,4.6,45.59,189,,,2021-10-28 18:16:48+00:00,,Landsat 8/Kayrros,Landsat 8,Kayrros,2,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,AZ,4.801633333,2021-10-28 18:05:30+00:00,0,2012,3237.54,TRUE,11.3,TRUE,TP,1,2107.746811,1984.963029,2230.404042,2107.277905,1984.665617,2228.037646,2102.706378,1982.065317,2226.447525,2083.498157,1960.248909,2207.335566,2070.154529,1949.726921,2190.817436
61,1719,,45,,,,2021-10-28 18:16:48+00:00,,,,Methane,FR,FR,FR,FR,FR,,FR,FR,,,,2021-10-28 18:16:48+00:00,,Landsat 8/SRON,Landsat 8,SRON,2,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,AZ,4.801633333,2021-10-28 18:05:30+00:00,0,2012,3237.54,TRUE,11.3,TRUE,TP,1,2107.377416,1982.644225,2231.775448,2105.929289,1982.088732,2230.057724,2103.142707,1980.659104,2228.376871,2083.342041,1962.469991,2205.570533,2068.968625,1948.14157,2192.957907
62,1639,,13,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,,0,,,,,2.223,-89.5,,,,2021-10-29 18:24:58+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,1,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,4.908366667,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,TP,1,5094.66824,4816.033467,5385.235564,5098.270274,4820.729218,5388.692427,5093.799195,4819.765449,5378.673137,5029.781943,4758.917649,5309.7238,4739.895868,4478.286817,5004.452193
63,1648,,22,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,348,4675,8052,2326,1-sigma confidence interval,+/- 1 sigma,2.6,1,189,,,2021-10-29 18:24:58+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,1,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,4.908366667,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,TP,1,5092.949381,4815.070269,5384.412402,5098.764291,4821.130825,5385.943082,5093.977969,4816.840195,5379.314667,5029.792009,4755.762406,5306.094491,4740.390582,4482.03813,4998.676023
64,1662,,36,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,122,2762,3915,1609,+/- 1 sigma,+/- 1 sigma,2.448409,10.779561,UnknownSentinel2Direction,,,2021-10-29 18:24:58+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,1,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,4.908366667,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,TP,1,5093.597593,4820.01024,5381.47526,5102.081993,4823.063545,5389.810791,5093.605909,4816.549222,5377.865898,5031.421365,4759.327241,5314.54128,4739.497489,4479.359066,5006.990753
65,1672,,46,,,,2021-10-29 18:24:58+00:00,,,,Methane,0,0,0,0,0,,0,0,,,,2021-10-29 18:24:58+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,1,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,4.908366667,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,TP,1,5093.666243,4820.287359,5379.289803,5100.711192,4816.000225,5388.010825,5095.463697,4817.287448,5380.639601,5030.665322,4755.89893,5311.068982,4740.413275,4480.157414,5013.511795
66,1687,,13,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,,0,,,,,,,,,,2021-10-29 18:24:58+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,2,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,4.908366667,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,TP,1,5092.708317,4809.466274,5379.673172,5099.993407,4818.884889,5383.231344,5091.540815,4813.928942,5375.259731,5033.7394,4756.312392,5319.04907,4741.302541,4483.305706,5003.697068
67,1696,,22,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,348,7267,10546,3988,1-sigma confidence interval,+/- 1 sigma,4.86,46.1,189,,,2021-10-29 18:24:58+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,2,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,4.908366667,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,TP,1,5092.415047,4813.308492,5380.277326,5098.718904,4822.356763,5393.452397,5091.122655,4817.065764,5374.888799,5030.91026,4756.441232,5309.275063,4739.935985,4486.100097,5002.99675
68,1710,,36,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,,4757,5890,3624,+/- 1 sigma,+/- 1 sigma,4.727615,,,,,2021-10-29 18:24:58+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,2,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,4.908366667,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,TP,1,5094.278503,4818.068337,5382.548243,5101.098484,4820.84383,5389.208085,5093.762515,4815.686934,5380.097326,5032.776561,4757.824833,5318.481514,4740.060051,4478.947132,5006.099256
69,1720,,46,,,,2021-10-29 18:24:58+00:00,,,,Methane,0,0,0,0,0,,0,0,,,,2021-10-29 18:24:58+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,2,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,AZ,4.908366667,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,TP,1,5095.349616,4815.695087,5383.900926,5097.92362,4821.286793,5384.66965,5092.87996,4817.247102,5374.395721,5030.971596,4755.342797,5318.310924,4739.811273,4484.582258,5011.444592
70,1641,,15,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,111.35,1191,,,458,,3.024,-87.8,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,1,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,3.6905,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1383.332321,1306.325293,1462.260961,1382.459434,1305.899008,1460.196189,1383.010852,1307.928674,1461.181877,1389.563398,1313.995405,1468.070962,1399.655086,1322.606303,1477.052108
71,1650,,24,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,330,2823,5657,1016,1-sigma confidence interval,,2.5,353,189,,,2021-11-03 18:25:01+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,1,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,3.6905,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1383.003106,1306.999397,1459.830441,1382.560546,1306.669087,1460.571355,1383.45596,1307.583604,1461.842875,1389.904832,1313.557358,1465.8321,1398.633213,1322.432226,1478.84475
72,1664,,38,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,115,1300,1878,722,+/- 1 sigma,,2.595344,3.860544,UnknownSentinel2Direction,,,2021-11-03 18:25:01+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,1,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,3.6905,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1383.17033,1307.796818,1460.173632,1382.731323,1308.078257,1458.901265,1383.520166,1307.378991,1462.327623,1390.66319,1314.835055,1470.54417,1398.975021,1322.75313,1476.371373
73,1674,,48,,,,2021-11-03 18:25:01+00:00,,,,Methane,0,0,0,0,0,,0,0,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,1,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,3.6905,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1382.910224,1306.918581,1460.712327,1383.906712,1309.910402,1461.999866,1383.072524,1307.136772,1460.906728,1389.801104,1313.912421,1469.045257,1399.476651,1323.568953,1475.804604
74,1689,,15,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,111.35,1344,18:25:01.184114Z,25.45,539,,3.59,,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,2,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,3.6905,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1382.746413,1306.413656,1459.859844,1382.760232,1306.521431,1459.475399,1383.328276,1306.756055,1459.978813,1390.09188,1313.474869,1468.594305,1399.448442,1324.781526,1476.5847
75,1698,,24,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,330,3199,4899,1498,1-sigma confidence interval,,2.96,36.9,189,,,2021-11-03 18:25:01+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,2,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,3.6905,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1382.848677,1307.70261,1460.984794,1383.680339,1308.167871,1461.131979,1383.30119,1307.200081,1460.73927,1390.033752,1314.881649,1466.918709,1398.856086,1322.515141,1477.582377
76,1712,,38,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,,1787,2333,1241,+/- 1 sigma,,3.798211,,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,2,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,3.6905,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1382.394798,1307.148106,1462.199146,1383.257431,1307.357551,1461.290968,1382.875508,1307.73622,1460.372849,1390.046667,1315.016981,1466.986952,1399.105859,1322.199556,1478.108164
77,1722,,48,,,,2021-11-03 18:25:01+00:00,,,,Methane,0,0,0,0,0,,0,0,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,2,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,3.6905,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1382.584206,1305.188282,1461.31955,1382.816145,1306.871544,1461.804636,1383.467781,1308.353452,1460.986534,1390.004825,1314.459056,1467.351033,1399.367447,1323.436364,1477.89734
70,1641,,15,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,111.35,1191,,,458,UT 1 sigma,3.024,-87.8,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,1,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1379.656552,1302.505055,1457.973459,1381.08131,1309.907992,1467.565793,1380.94375,1307.199594,1463.153303,1387.491207,1311.049388,1468.808844,1397.416644,1326.510085,1474.077976
71,1650,,24,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,330,2823,5657,1016,1-sigma confidence interval,+/- 1 sigma,2.5,353,189,,,2021-11-03 18:25:01+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,1,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1379.278145,1307.296832,1459.453765,1381.667536,1307.254662,1448.784059,1378.332249,1308.931647,1457.324937,1388.069662,1309.368363,1472.131106,1399.715919,1326.096638,1476.248811
72,1664,,38,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,115,1300,1878,722,+/- 1 sigma,+/- 1 sigma,2.595344,3.860544,UnknownSentinel2Direction,,,2021-11-03 18:25:01+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,1,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,AZ,,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1379.749619,1305.462065,1462.522336,1381.521123,1304.770523,1459.235297,1383.419582,1307.573101,1461.105002,1384.947367,1307.601843,1457.370941,1398.281056,1324.419033,1481.934983
