,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,Round 3 test set,WindType,OperatorSet,UnblindingStage,Notes,Satellite,Team,UncertaintyTypeManual,WindSpeedLow,WindSpeedHigh,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,cr_scfh_mean900,TestLocation,Wind_MPS_mean30,Wind_MPS_mean60,Wind_MPS_mean90,Wind_MPS_mean300,Wind_MPS_mean600,Wind_MPS_mean900,Wind_dir_mean30,Wind_dir_mean60,Wind_dir_mean90,Wind_dir_mean300,Wind_dir_mean600,Wind_dir_mean900,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600,cr_kgh_CH4_mean900,cr_kgh_CH4_lower900,cr_kgh_CH4_upper900
0,1672,,1.0,1.0,1.0,,2021-10-16 17:26:40+00:00,,,,Methane,,1382,1920.98,843.02,39%,3.72,,,,,2021-10-16 17:26:40+00:00,,,GHGSat C2/GHGSat,1,,GHGSat C2,GHGSat,+/- 1 sigma,,,90419.82,8.0,218645.0,90419.82,True,,90591.93600000009,90977.23700000012,90404.87644444474,92336.07886666693,92646.23761666648,89141.35174444423,AZ,4.885999999999996,4.877499999999997,4.998444444444443,4.329133333333339,4.668199999999999,4.668199999999999,22.3,27.916666666666668,29.877777777777776,30.71,31.15,32.54222222222222,2021-10-16 17:10:03+00:00,0.0,2001.0,4474.545,True,16.616666666666667,True,TP,1.0,1633.0371250094897,1534.4300857669928,1732.4807678325697,1637.4082873596449,1534.8948230744672,1740.780486653848,1625.0733457920549,1530.6619568022154,1727.3372760517077,1667.889831056449,1570.4647929491393,1779.4954689698734,1697.1199991743583,1553.8161158380417,1864.0223759201986,1686.851596832139,1495.2285214373264,1888.0528600019436
1,1724,,1.0,1.0,1.0,,2021-10-16 17:26:40+00:00,,,,Methane,,1534,1886,1181,23%,4.27,,,,,2021-10-16 17:26:40+00:00,,,GHGSat C2/GHGSat,2,,GHGSat C2,GHGSat,+/- 1 sigma,,,90419.82,8.0,218645.0,90419.82,True,,90591.93600000009,90977.23700000012,90404.87644444474,92336.07886666693,92646.23761666648,89141.35174444423,AZ,4.885999999999996,4.877499999999997,4.998444444444443,4.329133333333339,4.668199999999999,4.668199999999999,22.3,27.916666666666668,29.877777777777776,30.71,31.15,32.54222222222222,2021-10-16 17:10:03+00:00,0.0,2001.0,4474.545,True,16.616666666666667,True,TP,1.0,1634.1397727339768,1535.743107113276,1733.9768744471403,1636.7724755239467,1533.830951046455,1738.7616352593473,1629.7262768394319,1535.441142500837,1728.31796690821,1671.1926847903962,1565.5516934613122,1773.1643576272822,1694.3564061812224,1544.091848477036,1826.400548732866,1664.3431871171772,1493.2499378336206,1876.4153573933331
2,1673,,2.0,1.0,1.0,,2021-10-24 17:35:19+00:00,,,,Methane,,3848,5772,1924,50%,2.01,,,,,2021-10-24 17:35:19+00:00,,,GHGSat C2/GHGSat,1,,GHGSat C2,GHGSat,+/- 1 sigma,,,235496.0,8.0,218645.0,235496.0,False,,234784.99999999974,234745.28333333356,234765.10000000012,234940.85666667004,234874.51166666354,233651.3199999976,AZ,1.7133333333333394,2.0116666666666685,2.2472222222222404,2.6410999999999962,2.8069999999999897,2.8069999999999897,255.66666666666666,264.1333333333333,268.2,277.87,278.985,287.3433333333333,2021-10-24 17:19:20+00:00,0.0,2008.0,2621.325,True,15.983333333333336,True,TP,1.0,4238.207323938709,4007.3446759764197,4472.835470000518,4225.825157232782,3997.8868816447375,4469.596281205617,4238.202800712488,3992.4071650832966,4488.922006661147,4223.4466269895975,3998.263471921826,4484.857808475868,4238.145502961841,4002.9615708712618,4487.77431070014,4216.022529824175,3990.286746354591,4465.095936917018
3,1725,,2.0,1.0,1.0,,2021-10-24 17:35:19+00:00,,,,Methane,,4408,5378,3438,22%,2.49,,,,,2021-10-24 17:35:19+00:00,,,GHGSat C2/GHGSat,2,,GHGSat C2,GHGSat,+/- 1 sigma,,,235496.0,8.0,218645.0,235496.0,False,,234784.99999999974,234745.28333333356,234765.10000000012,234940.85666667004,234874.51166666354,233651.3199999976,AZ,1.7133333333333394,2.0116666666666685,2.2472222222222404,2.6410999999999962,2.8069999999999897,2.8069999999999897,255.66666666666666,264.1333333333333,268.2,277.87,278.985,287.3433333333333,2021-10-24 17:19:20+00:00,0.0,2008.0,2621.325,True,15.983333333333336,True,TP,1.0,4236.804198739137,4000.754844098584,4469.452847142013,4224.1338661623095,4011.599063193552,4466.027469483759,4227.04131635176,3989.078693984373,4453.8050443560805,4236.35131692721,4034.76513420423,4498.291021800316,4229.55113419631,4002.861846280848,4456.075687072778,4210.302114506226,3989.50581633065,4441.528760704951
4,1674,,3.0,1.0,1.0,,2021-10-25 17:24:37+00:00,,,,Methane,,223,305.51,140.49,37%,5.06,,,,,2021-10-25 17:24:37+00:00,,,GHGSat C2/GHGSat,1,,GHGSat C2,GHGSat,+/- 1 sigma,,,10878.2,2.0,218645.0,10878.2,False,,10928.989999999676,10939.613333333631,10940.062222222332,10957.806333336433,11027.274333329926,8191.102488886652,AZ,5.6416666666666675,5.3594999999999935,5.311111111111104,4.816333333333324,4.817050000000005,4.817050000000005,202.86666666666667,201.11666666666667,199.92222222222222,203.37,212.08666666666667,213.37444444444444,2021-10-25 17:13:41+00:00,0.0,2010.0,3190.58,True,10.933333333333334,True,TP,1.0,197.15207060808874,185.81479314544393,208.5347256488701,196.60937750024016,186.00119554271862,207.85343177008735,196.8733608060907,185.76458468617022,208.56152459926113,197.358575798532,186.30336024268593,208.631220411877,198.44813538385782,187.7386476786395,210.09607313552237,147.7096640019637,140.08636589143714,156.23647930307058
5,1726,,3.0,1.0,1.0,,2021-10-25 17:24:37+00:00,,,,Methane,,253,317,189,25%,5.93,,,,,2021-10-25 17:24:37+00:00,,,GHGSat C2/GHGSat,2,,GHGSat C2,GHGSat,+/- 1 sigma,,,10878.2,2.0,218645.0,10878.2,False,,10928.989999999676,10939.613333333631,10940.062222222332,10957.806333336433,11027.274333329926,8191.102488886652,AZ,5.6416666666666675,5.3594999999999935,5.311111111111104,4.816333333333324,4.817050000000005,4.817050000000005,202.86666666666667,201.11666666666667,199.92222222222222,203.37,212.08666666666667,213.37444444444444,2021-10-25 17:13:41+00:00,0.0,2010.0,3190.58,True,10.933333333333334,True,TP,1.0,197.1824956533466,185.93371071293666,208.42268402466206,197.0478836146892,187.1626789368059,208.555498952931,197.2299188173658,185.9031323597494,208.49289389212362,197.65901374195917,187.2347663956777,209.05644274211568,198.5553707812667,187.099855562363,209.33019230140383,147.2539658903694,138.97295549660015,156.2916034432589
6,1676,,,1.0,1.0,,2021-11-03 17:22:00+00:00,,,,Methane,NT,NT,NT,NT,NT,,,,,,2021-11-03 17:22:00+00:00,,,GHGSat C2/GHGSat,1,,GHGSat C2,GHGSat,,,,6390.1,2.0,218645.0,6390.1,False,,6371.826666666666,6375.1150000000025,6374.798888888897,6360.215999999995,6341.749999999992,6109.344666666654,AZ,3.702333333333331,3.573,3.4016666666666646,2.9348000000000076,2.7705166666666647,2.7705166666666647,28.566666666666666,32.016666666666666,33.13333333333333,43.08,38.86,36.333333333333336,2021-11-03 17:07:48+00:00,0.0,2015.0,2907.629999999999,True,14.2,True,TP,1.0,114.97149994200277,108.17611956942228,121.8631602804854,114.6608434083328,107.9718301417943,121.40510449679641,114.84531399390282,107.87493243305103,122.05719316333351,114.47671283136451,107.21045946222654,121.7690061520741,114.17786463941215,107.07641483084419,121.08205762189195,110.2072962587461,103.99758159809835,116.64374187342582
7,1728,,,1.0,1.0,,2021-11-03 17:22:00+00:00,,,,Methane,NT,NT,NT,NT,NT,,,,,,2021-11-03 17:22:00+00:00,,,GHGSat C2/GHGSat,2,,GHGSat C2,GHGSat,,,,6390.1,2.0,218645.0,6390.1,False,,6371.826666666666,6375.1150000000025,6374.798888888897,6360.215999999995,6341.749999999992,6109.344666666654,AZ,3.702333333333331,3.573,3.4016666666666646,2.9348000000000076,2.7705166666666647,2.7705166666666647,28.566666666666666,32.016666666666666,33.13333333333333,43.08,38.86,36.333333333333336,2021-11-03 17:07:48+00:00,0.0,2015.0,2907.629999999999,True,14.2,True,TP,1.0,115.00094595325422,107.94485604910513,121.99495762119113,114.62599299596698,107.84113086414439,121.41644638166977,114.79246619462639,108.36532114306004,121.52562390483237,114.27425335849269,107.64479831267823,122.24059926012958,114.21273737305214,107.93428242568034,120.85709824538179,110.0673643394621,103.60258430890917,116.869263228874
8,1677,,4.0,1.0,1.0,,2021-10-16 18:36:26+00:00,,,,Methane,445,2494,,,966,4.144341036,194.6463,,,,2021-10-16 18:36:26+00:00,,,PRISMA/UPV,1,,PRISMA,UPV,UT 1 sigma,,,129412.8,8.0,218645.0,129412.8,True,,129561.17000000029,130340.99833333351,127318.71066666699,130047.82086666867,131662.461933333,134751.22206666676,AZ,8.34799999999999,7.837500000000002,7.83988888888892,7.064633333333324,6.918116666666666,6.918116666666666,19.366666666666667,22.716666666666665,23.18888888888889,27.84,47.346666666666664,40.79555555555555,2021-10-16 18:11:14+00:00,0.0,2002.0,9804.84,True,25.2,True,TP,1.0,2336.479121136754,2201.9020428772856,2473.196101951588,2348.6930673271145,2227.185367835087,2488.1231774337753,2296.948898012704,2177.5588533157124,2434.9500639671305,2353.5615663262197,2214.081604809897,2494.9808283065686,2416.9860528382546,2224.6876936475664,2615.9756895459805,2506.3214855088463,2211.2781196685796,2778.2353581350962
9,1701,,27.0,1.0,1.0,,2021-10-16 18:36:26+00:00,,,,Methane,703,2297,3149,1445,1-sigma confidence interval,3.8,359,191,,,2021-10-16 18:36:26+00:00,,,PRISMA/Kayrros,1,,PRISMA,Kayrros,+/- 1 sigma,,,129412.8,8.0,218645.0,129412.8,True,,129561.17000000029,130340.99833333351,127318.71066666699,130047.82086666867,131662.461933333,134751.22206666676,AZ,8.34799999999999,7.837500000000002,7.83988888888892,7.064633333333324,6.918116666666666,6.918116666666666,19.366666666666667,22.716666666666665,23.18888888888889,27.84,47.346666666666664,40.79555555555555,2021-10-16 18:11:14+00:00,0.0,2002.0,9804.84,True,25.2,True,TP,1.0,2336.539896156436,2201.4125882086723,2470.105148922916,2341.663321693491,2214.5051615199827,2479.033614800972,2290.258094502569,2153.944689776995,2439.179685217299,2352.7293054562247,2211.2835430842806,2496.122474279246,2400.7291700160827,2215.4746199854717,2613.5239132476636,2515.4120553875773,2225.954186798168,2835.7290397190764
10,1729,,4.0,1.0,1.0,,2021-10-16 18:36:26+00:00,,,,Methane,445,3778,,,1614,6.943938356,,,,,2021-10-16 18:36:26+00:00,,,PRISMA/UPV,2,,PRISMA,UPV,UT 1 sigma,,,129412.8,8.0,218645.0,129412.8,True,,129561.17000000029,130340.99833333351,127318.71066666699,130047.82086666867,131662.461933333,134751.22206666676,AZ,8.34799999999999,7.837500000000002,7.83988888888892,7.064633333333324,6.918116666666666,6.918116666666666,19.366666666666667,22.716666666666665,23.18888888888889,27.84,47.346666666666664,40.79555555555555,2021-10-16 18:11:14+00:00,0.0,2002.0,9804.84,True,25.2,True,TP,1.0,2335.64505805303,2197.5624721627037,2473.7887797667336,2343.8141753208743,2221.498611425489,2486.7555101962053,2295.063451002526,2167.4761571208314,2433.1016127618054,2352.252965168587,2215.592723867564,2505.2390435186003,2413.201830756682,2231.5807653801576,2604.563545437293,2519.782566486423,2215.8258479483875,2810.3072140962636
11,1753,,27.0,1.0,1.0,,2021-10-16 18:36:26+00:00,,,,Methane,703,3379,4328,2430,1-sigma confidence interval,6.18,15.1,191.0,,,2021-10-16 18:36:26+00:00,,,PRISMA/Kayrros,2,,PRISMA,Kayrros,+/- 1 sigma,,,129412.8,8.0,218645.0,129412.8,True,,129561.17000000029,130340.99833333351,127318.71066666699,130047.82086666867,131662.461933333,134751.22206666676,AZ,8.34799999999999,7.837500000000002,7.83988888888892,7.064633333333324,6.918116666666666,6.918116666666666,19.366666666666667,22.716666666666665,23.18888888888889,27.84,47.346666666666664,40.79555555555555,2021-10-16 18:11:14+00:00,0.0,2002.0,9804.84,True,25.2,True,TP,1.0,2336.0575363158255,2201.6425398509077,2470.842743339886,2350.3275257192545,2221.7615789176316,2504.986940472286,2290.836323991148,2164.3298032137172,2431.514542239593,2357.8141476582146,2197.032294977317,2493.56428653235,2408.7049935736964,2193.7727737161263,2610.648203536506,2527.2259122965042,2281.748452974304,2838.8072544440665
12,1678,,5.0,1.0,1.0,,2021-10-21 18:23:12+00:00,,,,Methane,1004.9,4985,,,1691,2.736019525,169.1555,,,,2021-10-21 18:23:12+00:00,,,PRISMA/UPV,1,,PRISMA,UPV,UT 1 sigma,,,248685.0,8.0,218645.0,248685.0,False,,249130.8666666673,249464.31666666604,250304.6333333328,248276.68666666705,239922.84333333347,237138.22888888817,AZ,3.081333333333346,3.663999999999969,3.743777777777775,4.048066666666671,3.9371333333333305,3.9371333333333305,35.333333333333336,38.86666666666667,41.91111111111111,34.9,36.96,38.57555555555555,2021-10-21 17:55:38+00:00,0.0,2005.0,6527.635,True,27.566666666666666,True,TP,1.0,4497.650286629148,4250.0232553836395,4749.441530983637,4498.0587573257035,4270.788020820903,4775.17631656658,4509.649270105861,4259.884691787865,4748.559194078014,4478.604526619973,4252.160340933306,4726.845646769089,4329.109374758284,4084.567352923475,4587.276279469248,4266.911707030714,4044.321000581497,4482.871998609008
13,1702,,28.0,1.0,1.0,,2021-10-21 18:23:12+00:00,,,,Methane,1228,3561,4401,2721,1-sigma confidence interval,2.2,6,191,,,2021-10-21 18:23:12+00:00,,,PRISMA/Kayrros,1,,PRISMA,Kayrros,+/- 1 sigma,,,248685.0,8.0,218645.0,248685.0,False,,249130.8666666673,249464.31666666604,250304.6333333328,248276.68666666705,239922.84333333347,237138.22888888817,AZ,3.081333333333346,3.663999999999969,3.743777777777775,4.048066666666671,3.9371333333333305,3.9371333333333305,35.333333333333336,38.86666666666667,41.91111111111111,34.9,36.96,38.57555555555555,2021-10-21 17:55:38+00:00,0.0,2005.0,6527.635,True,27.566666666666666,True,TP,1.0,4495.541542485721,4247.83682285656,4746.336936224793,4491.351199797775,4239.431784862154,4755.087418452117,4512.260982999884,4288.7377924866705,4750.972817229924,4477.601932273362,4248.557223918467,4728.693254680058,4321.59825339903,4088.5023712170087,4528.76950286638,4264.549094253324,4036.9266488102985,4475.540205602077
14,1730,,5.0,1.0,1.0,,2021-10-21 18:23:12+00:00,,,,Methane,1004.9,6469,,,2434,3.935766667,,,,,2021-10-21 18:23:12+00:00,,,PRISMA/UPV,2,,PRISMA,UPV,UT 1 sigma,,,248685.0,8.0,218645.0,248685.0,False,,249130.8666666673,249464.31666666604,250304.6333333328,248276.68666666705,239922.84333333347,237138.22888888817,AZ,3.081333333333346,3.663999999999969,3.743777777777775,4.048066666666671,3.9371333333333305,3.9371333333333305,35.333333333333336,38.86666666666667,41.91111111111111,34.9,36.96,38.57555555555555,2021-10-21 17:55:38+00:00,0.0,2005.0,6527.635,True,27.566666666666666,True,TP,1.0,4493.6508386282585,4251.0621733160415,4748.169920221967,4488.8993077878395,4244.478673431551,4767.735819805856,4499.840495757175,4258.158830451261,4767.109572758021,4472.244371491388,4228.3296968582645,4732.06223159382,4323.908211423277,4083.2409101801027,4573.812099010818,4272.268394808708,4054.746453688032,4482.920830552215
15,1754,,28.0,1.0,1.0,,2021-10-21 18:23:12+00:00,,,,Methane,1228,4781,5727,3835,1-sigma confidence interval,3.89,42.9,191.0,,,2021-10-21 18:23:12+00:00,,,PRISMA/Kayrros,2,,PRISMA,Kayrros,+/- 1 sigma,,,248685.0,8.0,218645.0,248685.0,False,,249130.8666666673,249464.31666666604,250304.6333333328,248276.68666666705,239922.84333333347,237138.22888888817,AZ,3.081333333333346,3.663999999999969,3.743777777777775,4.048066666666671,3.9371333333333305,3.9371333333333305,35.333333333333336,38.86666666666667,41.91111111111111,34.9,36.96,38.57555555555555,2021-10-21 17:55:38+00:00,0.0,2005.0,6527.635,True,27.566666666666666,True,TP,1.0,4494.2165995478035,4251.354408126306,4745.965906386687,4485.932117144115,4244.213497339169,4728.847995836138,4504.478678448342,4265.68855015652,4766.9847794067355,4474.29547668642,4230.04221718792,4742.6887081657715,4317.953956962615,4094.329644390902,4552.156869667828,4263.558730128089,4051.124136329671,4485.471173242204
16,1679,,6.0,1.0,1.0,,2021-10-27 18:26:30+00:00,,,,Methane,1020.9,7226,,,2890,5.155525006,183.9472,,,,2021-10-27 18:26:30+00:00,,,PRISMA/UPV,1,,PRISMA,UPV,UT 1 sigma,,,188145.0,8.0,218645.0,188145.0,False,,187899.5999999997,188305.3000000003,188790.54444444456,190816.70666666978,192626.13333333013,182011.75111110907,AZ,3.937333333333333,4.453833333333335,4.421111111111116,4.0885333333333485,3.746483333333321,3.746483333333321,59.9,64.06666666666666,63.93333333333333,51.00666666666667,45.85333333333333,52.35333333333333,2021-10-27 18:13:45+00:00,0.0,2011.0,2812.0099999999998,True,12.75,True,TP,1.0,3390.178454323596,3200.0062975339188,3578.79198010683,3388.3027198557947,3194.402870683795,3582.274573305986,3404.977397171422,3223.547728972526,3595.3839557368883,3438.203997480707,3249.4264289014263,3626.9100712674212,3471.0328082352544,3269.229351112819,3670.5660315064997,3271.0419501670663,3094.4359436776913,3468.891495333972
17,1703,,29.0,1.0,1.0,,2021-10-27 18:26:30+00:00,,,,Methane,422,5479,6821,4137,1-sigma confidence interval,3.8,350,191,,,2021-10-27 18:26:30+00:00,,,PRISMA/Kayrros,1,,PRISMA,Kayrros,+/- 1 sigma,,,188145.0,8.0,218645.0,188145.0,False,,187899.5999999997,188305.3000000003,188790.54444444456,190816.70666666978,192626.13333333013,182011.75111110907,AZ,3.937333333333333,4.453833333333335,4.421111111111116,4.0885333333333485,3.746483333333321,3.746483333333321,59.9,64.06666666666666,63.93333333333333,51.00666666666667,45.85333333333333,52.35333333333333,2021-10-27 18:13:45+00:00,0.0,2011.0,2812.0099999999998,True,12.75,True,TP,1.0,3391.033018249611,3199.0912675961627,3583.3902440874776,3396.2853919263293,3216.940693266147,3586.779526968047,3402.566212813048,3218.225202322619,3601.748859111952,3437.1247317570387,3249.605827605643,3641.024615043839,3468.905871364696,3281.9489552433974,3663.6674529155293,3281.3193344758097,3100.4037986153844,3459.5221903802326
