,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,UncertaintyTypeManual,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,Satellite,Team,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,TestLocation,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600
20,1658,,32,1,1,,2021-10-19 18:24:58+00:00,,,,Methane,188,4069,6322,1816,+/- 1 sigma,+/- 1 sigma,0.96373,4.321728,UnknownSentinel2Direction,,,2021-10-19 18:24:58+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,1,,409664.08,8,218645,409664.08,FALSE,,409695.384,408949.2795,408024.5068,398437.5124,382612.9314,AZ,2021-10-19 18:05:36+00:00,0,2004,2874.49,TRUE,19.36666667,TRUE,TP,1,7382.110019,6986.469738,7807.452426,7352.260969,6981.600436,7748.077627,7333.344861,6958.227833,7708.672165,7172.378825,6799.254217,7572.565193,6879.60842,6519.634869,7229.373207
21,1666,,40,,,,2021-10-19 18:24:58+00:00,,,,Methane,340,3760,1970,6260,Min/max,Min/max,1.8  [0.8-2.9],175,,,,2021-10-19 18:24:58+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,1,,409664.08,8,218645,409664.08,FALSE,,409695.384,408949.2795,408024.5068,398437.5124,382612.9314,AZ,2021-10-19 18:05:36+00:00,0,2004,2874.49,TRUE,19.36666667,TRUE,TP,1,7386.025105,6993.279269,7838.933818,7365.763492,7008.997672,7759.095837,7346.048154,7004.025029,7730.154154,7177.478398,6800.923178,7584.753259,6882.460493,6513.842982,7259.621479
22,1681,,7,1,1,,2021-10-19 18:24:58+00:00,,,,Methane,170.88,7234,18:24:58.763092Z,276.5,2331,UT 1 sigma,2.4,,,,,2021-10-19 18:24:58+00:00,,Sentinel-2/UPV,Sentinel-2,UPV,2,,409664.08,8,218645,409664.08,FALSE,,409695.384,408949.2795,408024.5068,398437.5124,382612.9314,AZ,2021-10-19 18:05:36+00:00,0,2004,2874.49,TRUE,19.36666667,TRUE,TP,1,7360.850641,6958.201574,7816.128495,7359.676476,6991.754556,7726.890133,7338.651729,6934.365307,7750.42544,7168.605691,6795.613554,7596.228862,6900.303448,6508.162391,7310.508319
23,1692,,18,1,1,,2021-10-19 18:24:58+00:00,,,,Methane,319,6098,7431,4765,1-sigma confidence interval,+/- 1 sigma,2.49,14.79,189,,,2021-10-19 18:24:58+00:00,,Sentinel-2/Kayrros,Sentinel-2,Kayrros,2,,409664.08,8,218645,409664.08,FALSE,,409695.384,408949.2795,408024.5068,398437.5124,382612.9314,AZ,2021-10-19 18:05:36+00:00,0,2004,2874.49,TRUE,19.36666667,TRUE,TP,1,7371.677094,6989.769706,7822.111837,7349.282218,6993.993039,7757.529284,7355.14299,6988.600096,7742.4248,7181.45159,6763.748863,7596.603506,6886.934465,6528.752002,7266.097543
24,1706,,32,1,1,,2021-10-19 18:24:58+00:00,,,,Methane,,5684,7053,4315,+/- 1 sigma,+/- 1 sigma,1.545715,,,,,2021-10-19 18:24:58+00:00,,Sentinel-2/Harvard,Sentinel-2,Harvard,2,,409664.08,8,218645,409664.08,FALSE,,409695.384,408949.2795,408024.5068,398437.5124,382612.9314,AZ,2021-10-19 18:05:36+00:00,0,2004,2874.49,TRUE,19.36666667,TRUE,TP,1,7387.021261,6989.406551,7813.179928,7368.635942,6976.79734,7808.091876,7365.782816,6976.206593,7751.75303,7172.192737,6798.811983,7614.227021,6892.161381,6537.852592,7289.533323
25,1714,,40,,,,2021-10-19 18:24:58+00:00,,,,Methane,340,4680,3410,6000,Min/max,Min/max,2.6 [1.7-3.4]  ,197,,,,2021-10-19 18:24:58+00:00,,Sentinel-2/SRON,Sentinel-2,SRON,2,,409664.08,8,218645,409664.08,FALSE,,409695.384,408949.2795,408024.5068,398437.5124,382612.9314,AZ,2021-10-19 18:05:36+00:00,0,2004,2874.49,TRUE,19.36666667,TRUE,TP,1,7377.903036,6987.353251,7801.991619,7382.470641,6993.600951,7775.128864,7346.141943,7005.073557,7751.546612,7175.30338,6823.316496,7557.515671,6880.500672,6507.077701,7237.058109
26,1634,,8,1,2,,2021-10-21 18:10:37+00:00,,,,Methane,278.21,3032,,,1012,UT 1 sigma,2.606,-86.2,,,,2021-10-21 18:10:37+00:00,,Landsat 8/UPV,Landsat 8,UPV,1,,231569,8,218645,231569,TRUE,,231569,231569,231569,231569,231569,AZ,2021-10-21 17:55:38+00:00,0,2005,3552.435,TRUE,14.98333333,TRUE,TP,1,4168.559398,3955.466184,4400.851011,4167.654594,3948.474058,4390.021228,4171.780813,3938.551311,4411.643696,4189.453793,3935.228627,4443.516688,4168.550252,3926.391328,4395.188323
27,1651,,25,1,1,,2021-10-21 18:10:37+00:00,,,,Methane,319,2171,4958,626,1-sigma confidence interval,+/- 1 sigma,2.2,6,189,,,2021-10-21 18:10:37+00:00,,Landsat 8/Kayrros,Landsat 8,Kayrros,1,,231569,8,218645,231569,TRUE,,231569,231569,231569,231569,231569,AZ,2021-10-21 17:55:38+00:00,0,2005,3552.435,TRUE,14.98333333,TRUE,TP,1,4167.866319,3944.199422,4412.012691,4180.97432,3954.001971,4408.936842,4168.587612,3926.450176,4428.545248,4194.086574,3949.032735,4451.349996,4162.657002,3953.524792,4413.603941
28,1667,,41,,,,2021-10-21 18:10:37+00:00,,,,Methane,490,1810,1418,2110,Min/max,Min/max,2.2 [1.7-2.4],186,,,,2021-10-21 18:10:37+00:00,,Landsat 8/SRON,Landsat 8,SRON,1,,231569,8,218645,231569,TRUE,,231569,231569,231569,231569,231569,AZ,2021-10-21 17:55:38+00:00,0,2005,3552.435,TRUE,14.98333333,TRUE,TP,1,4167.948235,3939.856735,4393.271071,4155.639047,3943.812525,4381.9256,4170.879619,3950.323813,4421.934914,4192.920068,3941.564512,4426.290057,4172.174111,3948.130327,4393.35451
29,1682,,8,1,2,,2021-10-21 18:10:37+00:00,,,,Methane,278.21,4085,18:10:37.5283260Z,178.88,1531,UT 1 sigma,3.98,,,,,2021-10-21 18:10:37+00:00,,Landsat 8/UPV,Landsat 8,UPV,2,,231569,8,218645,231569,TRUE,,231569,231569,231569,231569,231569,AZ,2021-10-21 17:55:38+00:00,0,2005,3552.435,TRUE,14.98333333,TRUE,TP,1,4171.795878,3939.878883,4413.818765,4165.84208,3935.446642,4411.890407,4169.961121,3961.993681,4428.96325,4189.410192,3947.544738,4428.413741,4170.982462,3915.661746,4419.289732
