,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,TestLocation,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90
120,394,54.0,45.0,1.0,1.0,,2021-07-30 17:20:40+00:00,,,,Methane,108.7060256,190.16475419999998,223.3570822,156.9724262,,2.375955663,,,1.0,,2021-07-30 17:20:23+00:00,NASA-GEOS,CarbonMapper,1,,23713.8,2.0,162928.0,23713.8,False,,23821.473333333364,23792.768333333253,23816.935555555432,TX,2021-07-30 17:09:14+00:00,2021-07-30 17:22:54+00:00,2009.0,1839.83,True,True,TP,1.0,385.01825754431104,359.61461071387026,412.0193137225843,384.3977695510013,358.4672284322232,412.4337511217719,384.92129326205594,359.4860146439276,412.1323201626172
121,603,263.0,35,1.0,1.0,,2021-07-30 17:20:40+00:00,,,,Methane,108.7060256,166.744095,202.3514122,131.1367778,,2.083333333,,,1.0,,2021-07-30 17:20:23+00:00,Sonic,CarbonMapper,2,,23713.8,2.0,162928.0,23713.8,False,,23821.473333333364,23792.768333333253,23816.935555555432,TX,2021-07-30 17:09:14+00:00,2021-07-30 17:22:54+00:00,2009.0,1839.83,True,True,TP,1.0,385.25550151962574,359.8172457273495,412.6376760998726,384.6131719152249,358.8491714685469,412.20976417905047,385.23368758630033,359.6005750555961,412.4529128716552
122,772,432.0,F35,1.0,1.0,,2021-07-30 17:20:40+00:00,,,,Methane,164.75436259999998,127.90402920000001,149.6853726,106.1226858,,2.083333333,,,1.0,,2021-07-30 17:20:23+00:00,Sonic,CarbonMapper,3,,23713.8,2.0,162928.0,23713.8,False,,23821.473333333364,23792.768333333253,23816.935555555432,TX,2021-07-30 17:09:14+00:00,2021-07-30 17:22:54+00:00,2009.0,1839.83,True,True,TP,1.0,385.1633008579901,359.7946398952386,412.65537911111716,384.777618891032,359.44112008585233,412.2032027536956,384.9602837013676,359.4398281679172,411.94777732694723
123,395,55.0,46.0,1.0,1.0,,2021-07-30 17:23:00+00:00,,,,Methane,145.8012346,281.0242765,371.4479924,190.6005606,,2.375955663,,,1.0,,2021-07-30 17:22:32+00:00,NASA-GEOS,CarbonMapper,1,,23763.3,2.0,162928.0,23763.3,False,,23581.60000000006,23567.773333333276,23602.888888888734,TX,2021-07-30 17:09:14+00:00,2021-07-30 17:22:54+00:00,2009.0,2006.61,True,True,TP,1.0,381.430631709536,355.627088771292,409.0514459195806,380.85730427079733,355.8267950530331,408.0509965202265,381.4504520591173,356.16682050763853,408.7860085395691
124,604,264.0,36,1.0,1.0,,2021-07-30 17:23:00+00:00,,,,Methane,145.8012346,163.22421630000002,216.9947192,109.45371340000001,,1.38,,,1.0,,2021-07-30 17:22:32+00:00,Sonic,CarbonMapper,2,,23763.3,2.0,162928.0,23763.3,False,,23581.60000000006,23567.773333333276,23602.888888888734,TX,2021-07-30 17:09:14+00:00,2021-07-30 17:22:54+00:00,2009.0,2006.61,True,True,TP,1.0,381.4133553059633,355.9700404123437,408.5618813377792,381.10003532744753,355.7344771081684,407.7577755391051,381.79794853423385,356.62390658139566,409.3350467038932
125,773,433.0,F36,1.0,1.0,,2021-07-30 17:23:00+00:00,,,,Methane,198.5673689,100.428605,114.2186565,86.63855348,,1.38,,,1.0,,2021-07-30 17:22:32+00:00,Sonic,CarbonMapper,3,,23763.3,2.0,162928.0,23763.3,False,,23581.60000000006,23567.773333333276,23602.888888888734,TX,2021-07-30 17:09:14+00:00,2021-07-30 17:22:54+00:00,2009.0,2006.61,True,True,TP,1.0,381.30523428407565,356.02851259169466,408.21970178926057,381.22578498262214,355.8460759771379,408.53069420574207,381.43857655119,356.4530787110356,408.64119826271576
126,396,56.0,200.0,1.0,1.0,,2021-07-30 17:25:04+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 17:24:52+00:00,NASA-GEOS,CarbonMapper,1,,0.0,4.0,218645.0,0.0,False,,0.0,0.0,0.0,TX,2021-07-30 17:22:54+00:00,2021-07-30 17:22:54+00:00,2011.0,186.48,True,False,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,397,57.0,47.0,1.0,1.0,,2021-07-30 17:27:21+00:00,,,,Methane,141.1276018,368.3493648,443.7371117,292.9616179,,2.375955663,,,1.0,,2021-07-30 17:26:56+00:00,NASA-GEOS,CarbonMapper,1,,92142.0,4.0,218645.0,92142.0,False,,92142.00000000006,92141.99999999994,86742.66666666648,TX,2021-07-30 17:22:54+00:00,2021-07-30 17:22:54+00:00,2011.0,613.595,True,True,TP,1.0,1489.502305241892,1407.6152557305247,1580.2754885143647,1489.4477908664253,1404.8594079888219,1583.181502735615,1401.786392900404,1321.913620050561,1488.2710353558116
128,605,265.0,37,1.0,1.0,,2021-07-30 17:27:21+00:00,,,,Methane,141.1276018,621.6786745,748.0391251,495.3182238,,4.01,,,1.0,,2021-07-30 17:26:56+00:00,Sonic,CarbonMapper,2,,92142.0,4.0,218645.0,92142.0,False,,92142.00000000006,92141.99999999994,86742.66666666648,TX,2021-07-30 17:22:54+00:00,2021-07-30 17:22:54+00:00,2011.0,613.595,True,True,TP,1.0,1489.3807885696565,1404.9757979600327,1581.0910876748856,1488.6960012827128,1401.6652630955862,1579.0803616349658,1402.451127608892,1322.7329269330617,1488.1128957327437
129,774,434.0,F37,1.0,1.0,,2021-07-30 17:27:21+00:00,,,,Methane,169.20106380000001,919.4578762,1025.458897,813.4568554,,4.01,,,1.0,,2021-07-30 17:26:56+00:00,Sonic,CarbonMapper,3,,92142.0,4.0,218645.0,92142.0,False,,92142.00000000006,92141.99999999994,86742.66666666648,TX,2021-07-30 17:22:54+00:00,2021-07-30 17:22:54+00:00,2011.0,613.595,True,True,TP,1.0,1489.490763280392,1403.1458061162914,1581.587964144069,1489.8688134873757,1405.0003155484746,1582.9401182034476,1401.996679759183,1321.4654355600007,1488.0977460056013
130,398,58.0,48.0,1.0,1.0,,2021-07-30 17:29:36+00:00,,,,Methane,146.5093854,281.82959589999996,338.7155985,224.9435933,,2.375955663,,,1.0,,2021-07-30 17:29:16+00:00,NASA-GEOS,CarbonMapper,1,,91640.0,4.0,218645.0,91640.0,False,,92369.86666666673,92447.83333333327,92496.8888888887,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,335.64000000000004,True,True,TP,1.0,1492.4080033322236,1408.43418596076,1583.6524427610923,1493.7186841345074,1408.8527781692194,1585.2497834725914,1495.071453579586,1409.1712906602886,1587.1791960308922
131,606,266.0,38,1.0,1.0,,2021-07-30 17:29:36+00:00,,,,Methane,146.5093854,492.26206389999993,592.2172416,392.3068863,,4.15,,,1.0,,2021-07-30 17:29:16+00:00,Sonic,CarbonMapper,2,,91640.0,4.0,218645.0,91640.0,False,,92369.86666666673,92447.83333333327,92496.8888888887,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,335.64000000000004,True,True,TP,1.0,1493.4420070372748,1408.5615155838734,1584.9560561822734,1494.6261162044118,1410.7332713166395,1588.4373355432208,1494.9835762042069,1407.2743381380901,1586.906575344773
132,775,435.0,F38,1.0,1.0,,2021-07-30 17:29:36+00:00,,,,Methane,200.2823008,589.7387185,660.3935453,519.0838917,,4.15,,,1.0,,2021-07-30 17:29:16+00:00,Sonic,CarbonMapper,3,,91640.0,4.0,218645.0,91640.0,False,,92369.86666666673,92447.83333333327,92496.8888888887,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,335.64000000000004,True,True,TP,1.0,1493.1290239690506,1409.1262771803672,1584.5948845043936,1494.5253004506276,1407.5065010300025,1586.441937288685,1495.4849036521584,1411.5541955222045,1586.1102500561753
133,399,59.0,49.0,1.0,1.0,,2021-07-30 17:31:49+00:00,,,,Methane,140.2640367,228.1526361,303.9343625,152.3709097,,2.375955663,,,1.0,,2021-07-30 17:31:19+00:00,NASA-GEOS,CarbonMapper,1,,90277.0,4.0,218645.0,90277.0,False,,90504.16666666673,91072.08333333327,91261.3888888887,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,763.915,True,True,TP,1.0,1463.757555273637,1381.2434671939181,1552.9471313015433,1472.1851246613276,1387.4802719496859,1562.0756488550637,1475.744273538588,1391.8771161508319,1566.8224170936433
134,607,267.0,39,1.0,1.0,,2021-07-30 17:31:49+00:00,,,,Methane,140.2640367,335.6735925,442.6947149,228.6524702,,3.495666667,,,1.0,,2021-07-30 17:31:19+00:00,Sonic,CarbonMapper,2,,90277.0,4.0,218645.0,90277.0,False,,90504.16666666673,91072.08333333327,91261.3888888887,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,763.915,True,True,TP,1.0,1463.493113816699,1380.2972743903313,1553.5707165543804,1472.4280482903107,1390.2328421243544,1562.2181873060065,1475.6505925468641,1389.5476100827489,1566.438707913102
135,776,436.0,F39,1.0,1.0,,2021-07-30 17:31:49+00:00,,,,Methane,184.20097719999998,576.4883432,618.012222,534.9644643999999,,3.495666667,,,1.0,,2021-07-30 17:31:19+00:00,Sonic,CarbonMapper,3,,90277.0,4.0,218645.0,90277.0,False,,90504.16666666673,91072.08333333327,91261.3888888887,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,763.915,True,True,TP,1.0,1462.82528068654,1377.3835006930424,1553.4409688356586,1472.2100299105425,1386.9970577779245,1562.0828911858748,1475.6020824278592,1390.474717618965,1566.379710050429
136,400,60.0,50.0,1.0,1.0,,2021-07-30 17:33:47+00:00,,,,Methane,145.3994498,210.86147409999998,275.3189123,146.4040359,,2.375955663,,,1.0,,2021-07-30 17:33:28+00:00,NASA-GEOS,CarbonMapper,1,,89571.0,4.0,218645.0,89571.0,False,,89948.5333333334,90173.7666666666,90208.17777777759,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1110.21,True,True,TP,1.0,1453.806555162809,1370.8794982463116,1544.2380857972926,1458.5240474972163,1375.517766611588,1546.8163911073016,1458.4223012777352,1374.9878932441425,1548.4976181379936
137,608,268.0,40,1.0,1.0,,2021-07-30 17:33:47+00:00,,,,Methane,145.3994498,121.4369392,163.02493940000002,79.84893891,,1.368333333,,,1.0,,2021-07-30 17:33:28+00:00,Sonic,CarbonMapper,2,,89571.0,4.0,218645.0,89571.0,False,,89948.5333333334,90173.7666666666,90208.17777777759,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1110.21,True,True,TP,1.0,1453.8727964538193,1371.0130368728383,1542.9744790992659,1457.8085877792957,1375.8950387822124,1547.7946007804771,1458.6722158430696,1375.0391656335423,1548.2418851232494
138,777,437.0,F40,1.0,1.0,,2021-07-30 17:33:47+00:00,,,,Methane,197.5904856,145.9574499,174.2986289,117.6162709,,1.368333333,,,1.0,,2021-07-30 17:33:28+00:00,Sonic,CarbonMapper,3,,89571.0,4.0,218645.0,89571.0,False,,89948.5333333334,90173.7666666666,90208.17777777759,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1110.21,True,True,TP,1.0,1454.4071389976925,1370.487759679786,1545.300707451814,1457.4724057585556,1373.491898614522,1546.7925114334023,1458.664836512887,1376.005707011036,1548.7537172227442
139,401,61.0,51.0,1.0,1.0,,2021-07-30 17:35:51+00:00,,,,Methane,117.88129620000001,336.624144,424.1802559,249.0680321,,2.375955663,,,1.0,,2021-07-30 17:35:28+00:00,NASA-GEOS,CarbonMapper,1,,88386.0,4.0,218645.0,88386.0,False,,88626.40000000007,88837.99999999994,89037.33333333315,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1270.7350000000001,True,True,TP,1.0,1432.785132428305,1350.4518084235067,1522.62602407857,1436.6497192419033,1354.643025623945,1524.3569344120033,1439.9205855539694,1356.6663407942087,1527.451677516064
140,609,269.0,41,1.0,1.0,,2021-07-30 17:35:51+00:00,,,,Methane,117.88129620000001,144.9381003,189.64938940000002,100.22681109999999,,1.023,,,1.0,,2021-07-30 17:35:28+00:00,Sonic,CarbonMapper,2,,88386.0,4.0,218645.0,88386.0,False,,88626.40000000007,88837.99999999994,89037.33333333315,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1270.7350000000001,True,True,TP,1.0,1433.1074541833923,1351.3648834895007,1520.3060819211469,1436.201255187158,1353.2015750716691,1525.640767395531,1439.884983518976,1359.816840792957,1530.2881261654707
141,778,438.0,F41,1.0,1.0,,2021-07-30 17:35:51+00:00,,,,Methane,163.8780034,151.90917380000002,182.8090921,121.00925559999999,,1.023,,,1.0,,2021-07-30 17:35:28+00:00,Sonic,CarbonMapper,3,,88386.0,4.0,218645.0,88386.0,False,,88626.40000000007,88837.99999999994,89037.33333333315,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1270.7350000000001,True,True,TP,1.0,1432.5514516681499,1351.5308351542287,1521.7806633130506,1435.6450829522137,1354.8600909863915,1525.6004419562828,1439.4465440462413,1358.7019132847076,1527.1639028936308
142,402,62.0,52.0,1.0,1.0,,2021-07-30 17:37:54+00:00,,,,Methane,144.77914209999997,277.21020580000004,356.6497092,197.7707024,,2.375955663,,,1.0,,2021-07-30 17:37:35+00:00,NASA-GEOS,CarbonMapper,1,,85415.0,4.0,218645.0,85415.0,False,,85415.00000000006,85770.19999999994,86478.03333333315,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1544.605,True,True,TP,1.0,1380.6267315669527,1301.7705961317101,1465.6674288811826,1386.2199977755138,1305.8483106949234,1471.2118725523014,1397.8559674091264,1316.7364668558337,1484.9474064548115
143,610,270.0,42,1.0,1.0,,2021-07-30 17:37:54+00:00,,,,Methane,144.77914209999997,449.6582739,583.8794803999999,315.43706729999997,,3.8539999999999996,,,1.0,,2021-07-30 17:37:35+00:00,Sonic,CarbonMapper,2,,85415.0,4.0,218645.0,85415.0,False,,85415.00000000006,85770.19999999994,86478.03333333315,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1544.605,True,True,TP,1.0,1381.1353192522404,1302.6543032785958,1466.8259193852732,1386.5143082353425,1306.4473630755467,1471.8247732076247,1398.0986805231214,1317.6245711594922,1484.0019222971766
144,779,439.0,F42,1.0,1.0,,2021-07-30 17:37:54+00:00,,,,Methane,187.18172990000002,769.0325821,880.0603566999999,658.0048075,,3.8539999999999996,,,1.0,,2021-07-30 17:37:35+00:00,Sonic,CarbonMapper,3,,85415.0,4.0,218645.0,85415.0,False,,85415.00000000006,85770.19999999994,86478.03333333315,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1544.605,True,True,TP,1.0,1381.8376850151908,1303.2309917448358,1467.0846078388647,1386.1315403816675,1305.9328585193805,1470.990678345895,1399.029298316465,1318.1703850837116,1485.2683573888453
145,403,63.0,53.0,1.0,1.0,,2021-07-30 17:40:01+00:00,,,,Methane,85.95929269,,#VALUE!,#VALUE!,,2.375955663,,,0.0,,2021-07-30 17:39:44+00:00,NASA-GEOS,CarbonMapper,1,,43700.0,4.0,218645.0,43700.0,False,,43700.000000000065,43699.999999999935,52969.99999999981,TX,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1975.52,True,True,ER,-1.0,706.2271800341879,664.2911441561333,751.8707348797963,706.4670276953851,664.0885708036741,752.1940488826546,856.3937313038261,805.5921464891645,912.3023920167778
146,404,64.0,54.0,1.0,1.0,,2021-07-30 17:42:07+00:00,,,,Methane,110.06361799999999,,#VALUE!,#VALUE!,,2.375955663,,,0.0,,2021-07-30 17:41:50+00:00,NASA-GEOS,CarbonMapper,1,,43214.0,4.0,218645.0,43214.0,False,,43214.000000000065,43408.399999999936,43505.59999999982,TX,2021-07-30 17:41:14+00:00,2021-07-30 17:55:24+00:00,2013.0,166.32500000000002,True,True,ER,-1.0,698.6443985753929,656.9908845361705,743.0616528951068,701.8456082038097,659.6694795553342,748.0428812607487,702.9899652329602,660.8960832550065,749.0013635847746
147,405,65.0,55.0,1.0,1.0,,2021-07-30 17:44:14+00:00,,,,Methane,135.66502869999997,217.2858959,275.5372264,159.0345654,,2.375955663,,,1.0,,2021-07-30 17:43:50+00:00,NASA-GEOS,CarbonMapper,1,,42500.0,4.0,218645.0,42500.0,False,,42740.40000000006,42843.999999999935,42945.66666666648,TX,2021-07-30 17:41:14+00:00,2021-07-30 17:55:24+00:00,2013.0,653.51,True,True,TP,1.0,691.0931919749268,649.3094534275048,736.1635178666176,692.4976751263187,651.2237971260087,737.4845703385676,694.3055765296871,652.2851099720883,740.127616836177
148,611,271.0,43,1.0,1.0,,2021-07-30 17:44:14+00:00,,,,Methane,135.66502869999997,421.2279065,531.960899,310.4949139,,4.606,,,1.0,,2021-07-30 17:43:50+00:00,Sonic,CarbonMapper,2,,42500.0,4.0,218645.0,42500.0,False,,42740.40000000006,42843.999999999935,42945.66666666648,TX,2021-07-30 17:41:14+00:00,2021-07-30 17:55:24+00:00,2013.0,653.51,True,True,TP,1.0,691.0307129408443,649.5399965981833,735.564509543208,692.6491919633924,652.0306342377316,737.4728656516021,694.3476926711409,653.9839263909377,739.1439973449712
149,780,440.0,F43,1.0,1.0,,2021-07-30 17:44:14+00:00,,,,Methane,197.7725967,355.8302599,393.3215497,318.33897010000004,,4.606,,,1.0,,2021-07-30 17:43:50+00:00,Sonic,CarbonMapper,3,,42500.0,4.0,218645.0,42500.0,False,,42740.40000000006,42843.999999999935,42945.66666666648,TX,2021-07-30 17:41:14+00:00,2021-07-30 17:55:24+00:00,2013.0,653.51,True,True,TP,1.0,691.0657770738537,649.5440458251838,735.3024378168076,692.6881886832782,651.031624006176,737.4378771865602,694.4869578530736,653.0620237324814,739.3597313949288
150,406,66.0,56.0,1.0,1.0,,2021-07-30 17:46:12+00:00,,,,Methane,145.1516448,,#VALUE!,#VALUE!,,2.375955663,,,0.0,,2021-07-30 17:45:57+00:00,NASA-GEOS,CarbonMapper,1,,41192.0,4.0,218645.0,41192.0,False,,41357.20000000006,41654.033333333275,41808.688888888704,TX,2021-07-30 17:41:14+00:00,2021-07-30 17:55:24+00:00,2013.0,1190.945,True,True,ER,-1.0,668.8901002962996,628.916252363425,712.6301458821628,673.8011099635033,633.5327835652889,717.1832442579437,676.2787827884911,635.7231141851389,719.4569994759389
151,407,67.0,57.0,1.0,1.0,,2021-07-30 17:48:22+00:00,,,,Methane,145.24462119999998,216.1846862,264.8350339,167.5343386,,2.375955663,,,1.0,,2021-07-30 17:48:06+00:00,NASA-GEOS,CarbonMapper,1,,40873.0,4.0,218645.0,40873.0,False,,41023.26666666673,41127.09999999994,41149.91111111092,TX,2021-07-30 17:41:14+00:00,2021-07-30 17:55:24+00:00,2013.0,1531.91,True,True,TP,1.0,663.0982783219388,623.5126757080147,707.3999864079319,664.498051530862,625.2033538315272,707.9733169116978,665.2036594217433,625.4566754307355,708.7717534000337
152,612,272.0,44,1.0,1.0,,2021-07-30 17:48:22+00:00,,,,Methane,145.24462119999998,112.58312920000002,141.50647990000002,83.65977857,,1.237333333,,,1.0,,2021-07-30 17:48:06+00:00,Sonic,CarbonMapper,2,,40873.0,4.0,218645.0,40873.0,False,,41023.26666666673,41127.09999999994,41149.91111111092,TX,2021-07-30 17:41:14+00:00,2021-07-30 17:55:24+00:00,2013.0,1531.91,True,True,TP,1.0,663.3453378837764,623.400395210556,706.9144300150886,664.4973210439251,625.2734980473233,706.8691121410873,665.8727753874822,625.8975626765568,709.2463470779823
153,781,441.0,F44,1.0,1.0,,2021-07-30 17:48:22+00:00,,,,Methane,182.01373569999998,109.6667275,128.4138235,90.91963147,,1.237333333,,,1.0,,2021-07-30 17:48:06+00:00,Sonic,CarbonMapper,3,,40873.0,4.0,218645.0,40873.0,False,,41023.26666666673,41127.09999999994,41149.91111111092,TX,2021-07-30 17:41:14+00:00,2021-07-30 17:55:24+00:00,2013.0,1531.91,True,True,TP,1.0,663.4376293643638,624.1788778157703,706.6183426692008,664.7135842384441,625.1810368635231,707.3322687376653,665.2703854732729,625.5675270340639,707.762560226467
154,408,68.0,58.0,1.0,1.0,,2021-07-30 17:50:33+00:00,,,,Methane,138.2931669,169.39617280000002,210.6046947,128.1876509,,2.375955663,,,1.0,,2021-07-30 17:50:15+00:00,NASA-GEOS,CarbonMapper,1,,39644.0,4.0,218645.0,39644.0,False,,40329.1333333334,40379.56666666661,40491.23333333315,TX,2021-07-30 17:41:14+00:00,2021-07-30 17:55:24+00:00,2013.0,1696.44,True,True,TP,1.0,651.7698291091833,613.1286414806082,693.9192905496516,652.9588792474981,613.6148485387253,695.3506419945909,654.5589895234165,614.7690614331175,696.7751396706261
155,613,273.0,45,1.0,1.0,,2021-07-30 17:50:33+00:00,,,,Methane,138.2931669,166.7138517,214.2501097,119.17759369999999,,2.338333333,,,1.0,,2021-07-30 17:50:15+00:00,Sonic,CarbonMapper,2,,39644.0,4.0,218645.0,39644.0,False,,40329.1333333334,40379.56666666661,40491.23333333315,TX,2021-07-30 17:41:14+00:00,2021-07-30 17:55:24+00:00,2013.0,1696.44,True,True,TP,1.0,652.0590089539147,612.4831246158118,694.9706812364885,652.603257091325,614.0931565989879,694.9199307787921,654.6026932205101,615.555348168911,697.1699926450164
156,782,442.0,F45,1.0,1.0,,2021-07-30 17:50:33+00:00,,,,Methane,138.2931669,238.5990642,283.8631139,193.3350146,,2.338333333,,,1.0,,2021-07-30 17:50:15+00:00,Sonic,CarbonMapper,3,,39644.0,4.0,218645.0,39644.0,False,,40329.1333333334,40379.56666666661,40491.23333333315,TX,2021-07-30 17:41:14+00:00,2021-07-30 17:55:24+00:00,2013.0,1696.44,True,True,TP,1.0,651.7691289590889,612.1070972417958,693.5585325382838,652.4339067696011,613.7803491803813,694.6355362750601,654.7739222031314,615.9168641611134,697.204582238061
157,409,69.0,59.0,1.0,1.0,,2021-07-30 17:52:32+00:00,,,,Methane,147.122398,,#VALUE!,#VALUE!,,2.375955663,,,0.0,,2021-07-30 17:52:10+00:00,NASA-GEOS,CarbonMapper,1,,38766.0,4.0,218645.0,38766.0,False,,38883.06666666673,39263.533333333275,39390.35555555537,TX,2021-07-30 17:41:14+00:00,2021-07-30 17:55:24+00:00,2013.0,1942.29,True,True,ER,-1.0,628.7312478262045,591.0361113808766,669.666968412782,635.0150350689584,597.0903774449101,675.7859251171234,636.8056156923972,598.5991300909502,676.8943545592243
158,410,70.0,201.0,1.0,1.0,,2021-07-30 17:56:45+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 17:56:20+00:00,NASA-GEOS,CarbonMapper,1,,0.0,4.0,218645.0,0.0,False,,0.0,0.0,0.0,TX,2021-07-30 17:55:24+00:00,2021-07-31 15:22:50+00:00,2014.0,185.315,True,False,TN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,411,71.0,60.0,1.0,1.0,,2021-07-31 15:27:45+00:00,,,,Methane,127.1377206,632.8907457,725.5742048,540.2072866,,4.16922915,,,1.0,,2021-07-31 15:27:30+00:00,NASA-GEOS,CarbonMapper,1,,46765.88,4.0,218645.0,46765.88,True,,46765.879999999925,46765.87999999999,46765.879999999815,TX,2021-07-31 15:22:50+00:00,2021-07-31 15:37:38+00:00,2015.0,1284.83,True,True,TP,1.0,754.7221468751408,709.7079817438952,804.410155868607,753.084709366979,705.0272655594214,803.8023765603172,751.6097931229631,692.8725511158837,813.7958271545142
160,614,274.0,46,1.0,1.0,,2021-07-31 15:27:45+00:00,,,,Methane,127.1377206,681.7862971,781.0719895,582.5006047999999,,4.491333333,,,1.0,,2021-07-31 15:27:30+00:00,Sonic,CarbonMapper,2,,46765.88,4.0,218645.0,46765.88,True,,46765.879999999925,46765.87999999999,46765.879999999815,TX,2021-07-31 15:22:50+00:00,2021-07-31 15:37:38+00:00,2015.0,1284.83,True,True,TP,1.0,754.6972735655702,709.6624418791431,804.4069654081482,753.7856221943489,705.9827482273352,805.5363453867742,751.7290775749186,693.5854666721087,813.1909959858685
161,783,443.0,F46,1.0,1.0,,2021-07-31 15:27:45+00:00,,,,Methane,127.1377206,1200.333772,1293.650832,1107.0167119999999,,4.491333333,,,1.0,,2021-07-31 15:27:30+00:00,Sonic,CarbonMapper,3,,46765.88,4.0,218645.0,46765.88,True,,46765.879999999925,46765.87999999999,46765.879999999815,TX,2021-07-31 15:22:50+00:00,2021-07-31 15:37:38+00:00,2015.0,1284.83,True,True,TP,1.0,754.4567162515891,709.0788489783297,803.8227111896181,753.6311469204187,706.3369729991182,805.4857302481968,751.5691394409382,693.0420980131526,812.9157915877859
162,412,72.0,61.0,1.0,1.0,,2021-07-31 15:30:00+00:00,,,,Methane,141.03191130000002,622.3845257999999,796.1235499,448.6455017,,4.16922915,,,1.0,,2021-07-31 15:29:30+00:00,NASA-GEOS,CarbonMapper,1,,46856.66,4.0,218645.0,46856.66,True,,46856.65999999995,46856.66000000025,46856.660000000076,TX,2021-07-31 15:22:50+00:00,2021-07-31 15:37:38+00:00,2015.0,1774.115,True,True,TP,1.0,756.5601154957023,709.7839282590727,805.0429523185934,754.8840854045427,707.3683898307021,806.591808732625,752.7718063051021,695.5090068690595,813.1914732447115
163,615,275.0,47,1.0,1.0,,2021-07-31 15:30:00+00:00,,,,Methane,141.03191130000002,682.012753,878.6290748,485.3964311000001,,4.568666667,,,1.0,,2021-07-31 15:29:30+00:00,Sonic,CarbonMapper,2,,46856.66,4.0,218645.0,46856.66,True,,46856.65999999995,46856.66000000025,46856.660000000076,TX,2021-07-31 15:22:50+00:00,2021-07-31 15:37:38+00:00,2015.0,1774.115,True,True,TP,1.0,756.2294853247346,710.2682405022754,805.5113591190835,755.1500925397827,707.8766062855466,807.2026670305091,752.9536451629032,693.8277717843682,813.0355714591044
164,784,444.0,F47,1.0,1.0,,2021-07-31 15:30:00+00:00,,,,Methane,184.20097719999998,1078.080062,1193.531092,962.6290318,,4.568666667,,,1.0,,2021-07-31 15:29:30+00:00,Sonic,CarbonMapper,3,,46856.66,4.0,218645.0,46856.66,True,,46856.65999999995,46856.66000000025,46856.660000000076,TX,2021-07-31 15:22:50+00:00,2021-07-31 15:37:38+00:00,2015.0,1774.115,True,True,TP,1.0,756.6525293777831,711.4425465082046,806.5108380523762,754.8073216639433,707.8523291900091,806.4109511534406,753.4443777110516,694.777576961904,815.8585298802146
