time,flow_refined_scfh
10/19/2021 17:45:23,0
10/19/2021 17:45:24,0
10/19/2021 17:45:25,0
10/19/2021 17:45:26,0
10/19/2021 17:45:27,0
10/19/2021 17:45:28,0
10/19/2021 17:45:29,0
10/19/2021 17:45:30,0
10/19/2021 17:45:31,0
10/19/2021 17:45:32,0
10/19/2021 17:45:33,0
10/19/2021 17:45:34,0
10/19/2021 17:45:35,0
10/19/2021 17:45:36,0
10/19/2021 17:45:37,0
10/19/2021 17:45:38,0
10/19/2021 17:45:39,0
10/19/2021 17:45:40,0
10/19/2021 17:45:41,0
10/19/2021 17:45:42,0
10/19/2021 17:45:43,0
10/19/2021 17:45:44,0
10/19/2021 17:45:45,0
10/19/2021 17:45:46,0
10/19/2021 17:45:47,0
10/19/2021 17:45:48,0
10/19/2021 17:45:49,0
10/19/2021 17:45:50,0
10/19/2021 17:45:51,0
10/19/2021 17:45:52,0
10/19/2021 17:45:53,0
10/19/2021 17:45:54,0
10/19/2021 17:45:55,0
10/19/2021 17:45:56,0
10/19/2021 17:45:57,0
10/19/2021 17:45:58,0
10/19/2021 17:45:59,0
10/19/2021 17:46:00,0
10/19/2021 17:46:01,0
10/19/2021 17:46:02,0
10/19/2021 17:46:03,0
10/19/2021 17:46:04,0
10/19/2021 17:46:05,16062.85
10/19/2021 17:46:06,66134.13
10/19/2021 17:46:07,102806.7
10/19/2021 17:46:08,118129.6
10/19/2021 17:46:09,136467.1
10/19/2021 17:46:10,141655.1
10/19/2021 17:46:11,146924.2
10/19/2021 17:46:12,150101
10/19/2021 17:46:13,152808.3
10/19/2021 17:46:14,155088.3
10/19/2021 17:46:15,153513.3
10/19/2021 17:46:16,152351.4
10/19/2021 17:46:17,171015.5
10/19/2021 17:46:18,204259
10/19/2021 17:46:19,215664.3
10/19/2021 17:46:20,223853.4
10/19/2021 17:46:21,233420.2
10/19/2021 17:46:22,235313.1
10/19/2021 17:46:24,237363.6
10/19/2021 17:46:25,239625
10/19/2021 17:46:27,234198.7
10/19/2021 17:46:28,241100
10/19/2021 17:46:29,238853.1
10/19/2021 17:46:30,230582.3
10/19/2021 17:46:31,239720.3
10/19/2021 17:46:32,233070
10/19/2021 17:46:33,227428.1
10/19/2021 17:46:34,232532.5
10/19/2021 17:46:35,237155.6
10/19/2021 17:46:37,235605.6
10/19/2021 17:46:38,235572.3
10/19/2021 17:46:40,237133.4
10/19/2021 17:46:41,235899.5
10/19/2021 17:46:42,230174
10/19/2021 17:46:43,225355.5
10/19/2021 17:46:44,237793
10/19/2021 17:46:45,227961.6
10/19/2021 17:46:46,221565.8
10/19/2021 17:46:47,233313
10/19/2021 17:46:48,234636.2
10/19/2021 17:46:49,227181.5
10/19/2021 17:46:50,236122.8
10/19/2021 17:46:51,234927.4
10/19/2021 17:46:52,227644.5
10/19/2021 17:46:53,220083.7
10/19/2021 17:46:54,230603.7
10/19/2021 17:46:55,226671
10/19/2021 17:46:56,227639.8
10/19/2021 17:46:57,247063.2
10/19/2021 17:46:58,264939
10/19/2021 17:46:59,254849
10/19/2021 17:47:00,265565.8
10/19/2021 17:47:01,279687.3
10/19/2021 17:47:02,269716.4
10/19/2021 17:47:03,271872.3
10/19/2021 17:47:04,282656.3
10/19/2021 17:47:05,270242.3
10/19/2021 17:47:06,262336
10/19/2021 17:47:07,271354.4
10/19/2021 17:47:08,271854.9
10/19/2021 17:47:09,264222.4
10/19/2021 17:47:10,271641.3
10/19/2021 17:47:11,281874
10/19/2021 17:47:12,261913.59
10/19/2021 17:47:13,269503.2
10/19/2021 17:47:14,279203.1
10/19/2021 17:47:15,270334
10/19/2021 17:47:16,260015.5
10/19/2021 17:47:17,277923.7
10/19/2021 17:47:18,273984.6
10/19/2021 17:47:19,260615.6
10/19/2021 17:47:20,265256.2
10/19/2021 17:47:21,275523.3
10/19/2021 17:47:22,262856
10/19/2021 17:47:23,268852.7
10/19/2021 17:47:24,279776.8
10/19/2021 17:47:25,267259.8
10/19/2021 17:47:26,262430.1
10/19/2021 17:47:27,276638.8
10/19/2021 17:47:28,277209.8
10/19/2021 17:47:29,267650.4
10/19/2021 17:47:32,264870.6
10/19/2021 17:47:34,271676.6
10/19/2021 17:47:35,266913.4
10/19/2021 17:47:36,261913.4
10/19/2021 17:47:37,273291.4
10/19/2021 17:47:38,276254.9
10/19/2021 17:47:39,262943.5
10/19/2021 17:47:40,262943.5
10/19/2021 17:47:41,274314.8
10/19/2021 17:47:42,267115.2
10/19/2021 17:47:43,261413.5
10/19/2021 17:47:44,274114.5
10/19/2021 17:47:45,264767.3
10/19/2021 17:47:46,262758
10/19/2021 17:47:47,270957
10/19/2021 17:47:48,287357.9
10/19/2021 17:47:49,259253.1
10/19/2021 17:47:50,270095.1
10/19/2021 17:47:51,274841.7
10/19/2021 17:47:52,267963.6
10/19/2021 17:47:53,271034.6
10/19/2021 17:47:54,276332.6
10/19/2021 17:47:55,270458.7
10/19/2021 17:47:56,260627.2
10/19/2021 17:47:57,273552.6
10/19/2021 17:47:58,267920.6
10/19/2021 17:47:59,260752.7
10/19/2021 17:48:00,269406.7
10/19/2021 17:48:01,272786.3
10/19/2021 17:48:03,269936.7
10/19/2021 17:48:04,276787.2
10/19/2021 17:48:05,271177
10/19/2021 17:48:06,269553.9
10/19/2021 17:48:07,273607.1
10/19/2021 17:48:08,266589.5
10/19/2021 17:48:09,261985.4
10/19/2021 17:48:10,277168.8
10/19/2021 17:48:11,254824.9
10/19/2021 17:48:12,262425.6
10/19/2021 17:48:13,271131.3
10/19/2021 17:48:14,273709.9
10/19/2021 17:48:15,264257.8
10/19/2021 17:48:16,264257.8
10/19/2021 17:48:17,273364.7
10/19/2021 17:48:18,266054.1
10/19/2021 17:48:19,266158
10/19/2021 17:48:20,274160.5
10/19/2021 17:48:21,262894.1
10/19/2021 17:48:22,265310.9
10/19/2021 17:48:23,274822.7
10/19/2021 17:48:24,281985.8
10/19/2021 17:48:25,264908.8
10/19/2021 17:48:26,276875.3
10/19/2021 17:48:27,273421
10/19/2021 17:48:28,268635.3
10/19/2021 17:48:29,276358.3
10/19/2021 17:48:30,267820.4
10/19/2021 17:48:31,263159
10/19/2021 17:48:32,269156.7
10/19/2021 17:48:34,271129.1
10/19/2021 17:48:35,275526.5
10/19/2021 17:48:36,275147.7
10/19/2021 17:48:37,267040.8
10/19/2021 17:48:38,276824
10/19/2021 17:48:39,272582.2
10/19/2021 17:48:40,264957.8
10/19/2021 17:48:41,269469
10/19/2021 17:48:43,270846.8
10/19/2021 17:48:44,270086.3
10/19/2021 17:48:45,278378
10/19/2021 17:48:46,272358.9
10/19/2021 17:48:47,264211.7
10/19/2021 17:48:48,273413.9
10/19/2021 17:48:49,267429
10/19/2021 17:48:50,265588.9
10/19/2021 17:48:51,272674.3
10/19/2021 17:48:52,264581.4
10/19/2021 17:48:53,264553.2
10/19/2021 17:48:54,274826.5
