time,flow_refined_scfh
10/20/2021 20:05:35,0
10/20/2021 20:05:36,0
10/20/2021 20:05:37,0
10/20/2021 20:05:38,0
10/20/2021 20:05:39,0
10/20/2021 20:05:40,0
10/20/2021 20:05:41,0
10/20/2021 20:05:42,0
10/20/2021 20:05:43,0
10/20/2021 20:05:44,0
10/20/2021 20:05:45,0
10/20/2021 20:05:46,0
10/20/2021 20:05:47,0
10/20/2021 20:05:48,0
10/20/2021 20:05:49,0
10/20/2021 20:05:50,0
10/20/2021 20:05:51,0
10/20/2021 20:05:52,0
10/20/2021 20:05:53,0
10/20/2021 20:05:54,0
10/20/2021 20:05:55,0
10/20/2021 20:05:56,0
10/20/2021 20:05:57,0
10/20/2021 20:05:58,0
10/20/2021 20:05:59,0
10/20/2021 20:06:00,0
10/20/2021 20:06:01,0
10/20/2021 20:06:02,0
10/20/2021 20:06:03,0
10/20/2021 20:06:04,0
10/20/2021 20:06:05,0
10/20/2021 20:06:06,0
10/20/2021 20:06:07,0
10/20/2021 20:06:08,0
10/20/2021 20:06:09,0
10/20/2021 20:06:10,0
10/20/2021 20:06:11,0
10/20/2021 20:06:12,0
10/20/2021 20:06:13,0
10/20/2021 20:06:14,0
10/20/2021 20:06:15,0
10/20/2021 20:06:16,0
10/20/2021 20:06:17,0
10/20/2021 20:06:18,0
10/20/2021 20:06:19,0
10/20/2021 20:06:20,0
10/20/2021 20:06:21,0
10/20/2021 20:06:22,0
10/20/2021 20:06:23,0
10/20/2021 20:06:24,0
10/20/2021 20:06:25,0
10/20/2021 20:06:26,0
10/20/2021 20:06:27,0
10/20/2021 20:06:28,0
10/20/2021 20:06:29,0
10/20/2021 20:06:30,0
10/20/2021 20:06:31,0
10/20/2021 20:06:32,0
10/20/2021 20:06:33,0
10/20/2021 20:06:34,0
10/20/2021 20:06:35,0
10/20/2021 20:06:36,0
10/20/2021 20:06:37,0
10/20/2021 20:06:38,0
10/20/2021 20:06:39,0
10/20/2021 20:06:40,0
10/20/2021 20:06:41,0
10/20/2021 20:06:42,0
