timestamp,SCFH
21/10/21 17:45:11,57996
21/10/21 17:49:15,55085
21/10/21 17:53:25,54331
21/10/21 17:57:38,231569
21/10/21 18:01:48,231569
21/10/21 18:06:49,231569
21/10/21 18:11:06,231569
21/10/21 18:14:51,231569
21/10/21 18:18:24,231569
