datetime,channel_1,channel_2,channel_3,channel_4,,
10/21/21 18:28:18,-463.7,>Range,>Range,>Range,,
10/21/21 18:28:19,-468.7,>Range,>Range,>Range,,
10/21/21 18:28:20,-464.2,>Range,>Range,>Range,,
10/21/21 18:28:21,-468.7,>Range,>Range,>Range,,
10/21/21 18:28:22,-474.4,>Range,>Range,>Range,,
10/21/21 18:28:23,-488.6,>Range,>Range,>Range,,
10/21/21 18:28:24,-480.2,>Range,>Range,>Range,,
10/21/21 18:28:25,-485.4,>Range,>Range,>Range,,
10/21/21 18:28:26,-489.3,>Range,>Range,>Range,,
10/21/21 18:28:27,-494.2,>Range,>Range,>Range,,
10/21/21 18:28:28,-492.8,>Range,>Range,>Range,,
10/21/21 18:28:29,-491.3,>Range,>Range,>Range,,
10/21/21 18:28:30,-486.4,>Range,>Range,>Range,,
10/21/21 18:28:31,-488.7,>Range,>Range,>Range,,
10/21/21 18:28:32,-489.5,>Range,>Range,>Range,,
10/21/21 18:28:33,-492.1,>Range,>Range,>Range,,
10/21/21 18:28:34,-477.6,>Range,>Range,>Range,,
10/21/21 18:28:35,-474.8,>Range,>Range,>Range,,
10/21/21 18:28:36,-480.2,>Range,>Range,>Range,,
10/21/21 18:28:37,-473.4,>Range,>Range,>Range,,
10/21/21 18:28:38,-481.3,>Range,>Range,>Range,,
10/21/21 18:28:39,-485,>Range,>Range,>Range,,
10/21/21 18:28:40,-478.9,>Range,>Range,>Range,,
10/21/21 18:28:41,-486.6,>Range,>Range,>Range,,
10/21/21 18:28:42,-506.3,>Range,>Range,>Range,,
10/21/21 18:28:43,-516,>Range,>Range,>Range,,
10/21/21 18:28:44,-522.8,>Range,>Range,>Range,,
10/21/21 18:28:45,-518.8,>Range,>Range,>Range,,
10/21/21 18:28:46,-511.9,>Range,>Range,>Range,,
10/21/21 18:28:47,-512.9,>Range,>Range,>Range,,
10/21/21 18:28:48,-515.1,>Range,>Range,>Range,,
10/21/21 18:28:49,-517.1,>Range,>Range,>Range,,
10/21/21 18:28:50,-515.8,>Range,>Range,>Range,,
10/21/21 18:28:51,-515.1,>Range,>Range,>Range,,
10/21/21 18:28:52,-497.8,>Range,>Range,>Range,,
10/21/21 18:28:53,-494.9,>Range,>Range,>Range,,
10/21/21 18:28:54,-503.3,>Range,>Range,>Range,,
10/21/21 18:28:55,-493.8,>Range,>Range,>Range,,
10/21/21 18:28:56,-492.7,>Range,>Range,>Range,,
10/21/21 18:28:57,-496.1,>Range,>Range,>Range,,
10/21/21 18:28:58,-500.3,>Range,>Range,>Range,,
10/21/21 18:28:59,-492.1,>Range,>Range,>Range,,
10/21/21 18:29:00,-493.3,>Range,>Range,>Range,,
10/21/21 18:29:01,-497.1,>Range,>Range,>Range,,
10/21/21 18:29:02,-506.3,>Range,>Range,>Range,,
10/21/21 18:29:03,-507.4,>Range,>Range,>Range,,
10/21/21 18:29:04,-513.1,>Range,>Range,>Range,,
10/21/21 18:29:05,-509.4,>Range,>Range,>Range,,
10/21/21 18:29:06,-500.9,>Range,>Range,>Range,,
10/21/21 18:29:07,-493.5,>Range,>Range,>Range,,
10/21/21 18:29:08,-490.1,>Range,>Range,>Range,,
10/21/21 18:29:09,-477,>Range,>Range,>Range,,
10/21/21 18:29:10,-477.3,>Range,>Range,>Range,,
10/21/21 18:29:11,-476.6,>Range,>Range,>Range,,
10/21/21 18:29:12,-482.2,>Range,>Range,>Range,,
10/21/21 18:29:13,-480,>Range,>Range,>Range,,
10/21/21 18:29:14,-488.2,>Range,>Range,>Range,,
10/21/21 18:29:15,-480.5,>Range,>Range,>Range,,
10/21/21 18:29:16,-475.8,>Range,>Range,>Range,,
10/21/21 18:29:17,-471.7,>Range,>Range,>Range,,
10/21/21 18:29:18,-477.5,>Range,>Range,>Range,,
10/21/21 18:29:19,-473.9,>Range,>Range,>Range,,
10/21/21 18:29:20,-473,>Range,>Range,>Range,,
10/21/21 18:29:21,-478.1,>Range,>Range,>Range,,
10/21/21 18:29:22,-479.5,>Range,>Range,>Range,,
10/21/21 18:29:23,-470.8,>Range,>Range,>Range,,
10/21/21 18:29:24,-484.7,>Range,>Range,>Range,,
10/21/21 18:29:25,-489.6,>Range,>Range,>Range,,
10/21/21 18:29:26,-486.8,>Range,>Range,>Range,,
10/21/21 18:29:27,-490.8,>Range,>Range,>Range,,
10/21/21 18:29:28,-491.6,>Range,>Range,>Range,,
10/21/21 18:29:29,-495.1,>Range,>Range,>Range,,
10/21/21 18:29:30,-488.3,>Range,>Range,>Range,,
10/21/21 18:29:31,-486.4,>Range,>Range,>Range,,
10/21/21 18:29:32,-485.3,>Range,>Range,>Range,,
10/21/21 18:29:33,-484.2,>Range,>Range,>Range,,
10/21/21 18:29:34,-484.6,>Range,>Range,>Range,,
10/21/21 18:29:35,-484.2,>Range,>Range,>Range,,
10/21/21 18:29:36,-492.1,>Range,>Range,>Range,,
10/21/21 18:29:37,-503,>Range,>Range,>Range,,
10/21/21 18:29:38,-510.4,>Range,>Range,>Range,,
10/21/21 18:29:39,-511.6,>Range,>Range,>Range,,
10/21/21 18:29:40,-505.5,>Range,>Range,>Range,,
10/21/21 18:29:41,-508,>Range,>Range,>Range,,
10/21/21 18:29:42,-506,>Range,>Range,>Range,,
10/21/21 18:29:43,-501.2,>Range,>Range,>Range,,
10/21/21 18:29:44,-509.2,>Range,>Range,>Range,,
10/21/21 18:29:45,-511.8,>Range,>Range,>Range,,
10/21/21 18:29:46,-516.5,>Range,>Range,>Range,,
10/21/21 18:29:47,-516.6,>Range,>Range,>Range,,
10/21/21 18:29:48,-516.8,>Range,>Range,>Range,,
10/21/21 18:29:49,-515.6,>Range,>Range,>Range,,
10/21/21 18:29:50,-515.8,>Range,>Range,>Range,,
10/21/21 18:29:51,-517.2,>Range,>Range,>Range,,
10/21/21 18:29:52,-508.3,>Range,>Range,>Range,,
10/21/21 18:29:53,-502.6,>Range,>Range,>Range,,
10/21/21 18:29:54,-498.1,>Range,>Range,>Range,,
10/21/21 18:29:55,-502.9,>Range,>Range,>Range,,
10/21/21 18:29:56,-500.2,>Range,>Range,>Range,,
10/21/21 18:29:57,-511.4,>Range,>Range,>Range,,
10/21/21 18:29:58,-526.8,>Range,>Range,>Range,,
10/21/21 18:29:59,-531.8,>Range,>Range,>Range,,
10/21/21 18:30:00,-537.1,>Range,>Range,>Range,,
10/21/21 18:30:01,-556.1,>Range,>Range,>Range,,
10/21/21 18:30:02,-565.2,>Range,>Range,>Range,,
10/21/21 18:30:03,-567.7,>Range,>Range,>Range,,
10/21/21 18:30:04,-567.7,>Range,>Range,>Range,,
10/21/21 18:30:05,-564.9,>Range,>Range,>Range,,
10/21/21 18:30:06,-553.2,>Range,>Range,>Range,,
10/21/21 18:30:07,-544.6,>Range,>Range,>Range,,
10/21/21 18:30:08,-535,>Range,>Range,>Range,,
10/21/21 18:30:09,-525.9,>Range,>Range,>Range,,
10/21/21 18:30:10,-533.5,>Range,>Range,>Range,,
10/21/21 18:30:11,-524.9,>Range,>Range,>Range,,
10/21/21 18:30:12,-521.5,>Range,>Range,>Range,,
10/21/21 18:30:13,-506.1,>Range,>Range,>Range,,
10/21/21 18:30:14,-507.8,>Range,>Range,>Range,,
10/21/21 18:30:15,-506.4,>Range,>Range,>Range,,
10/21/21 18:30:16,-500.5,>Range,>Range,>Range,,
10/21/21 18:30:17,-506.7,>Range,>Range,>Range,,
10/21/21 18:30:18,-511.7,>Range,>Range,>Range,,
10/21/21 18:30:19,-513,>Range,>Range,>Range,,
10/21/21 18:30:20,-513.6,>Range,>Range,>Range,,
10/21/21 18:30:21,-509.7,>Range,>Range,>Range,,
10/21/21 18:30:22,-521.8,>Range,>Range,>Range,,
10/21/21 18:30:23,-520.9,>Range,>Range,>Range,,
10/21/21 18:30:24,-513.2,>Range,>Range,>Range,,
10/21/21 18:30:25,-509.2,>Range,>Range,>Range,,
10/21/21 18:30:26,-512.2,>Range,>Range,>Range,,
10/21/21 18:30:27,-508.7,>Range,>Range,>Range,,
10/21/21 18:30:28,-511.4,>Range,>Range,>Range,,
10/21/21 18:30:29,-510.9,>Range,>Range,>Range,,
10/21/21 18:30:30,-515.9,>Range,>Range,>Range,,
10/21/21 18:30:31,-516.3,>Range,>Range,>Range,,
10/21/21 18:30:32,-520.5,>Range,>Range,>Range,,
10/21/21 18:30:33,-520.6,>Range,>Range,>Range,,
10/21/21 18:30:34,-525.7,>Range,>Range,>Range,,
10/21/21 18:30:35,-524.2,>Range,>Range,>Range,,
10/21/21 18:30:36,-525.1,>Range,>Range,>Range,,
10/21/21 18:30:37,-521,>Range,>Range,>Range,,
10/21/21 18:30:38,-520.1,>Range,>Range,>Range,,
10/21/21 18:30:39,-526.8,>Range,>Range,>Range,,
10/21/21 18:30:40,-527.1,>Range,>Range,>Range,,
10/21/21 18:30:41,-526.9,>Range,>Range,>Range,,
10/21/21 18:30:42,-521,>Range,>Range,>Range,,
10/21/21 18:30:43,-516.9,>Range,>Range,>Range,,
10/21/21 18:30:44,-513.6,>Range,>Range,>Range,,
10/21/21 18:30:45,-504.8,>Range,>Range,>Range,,
10/21/21 18:30:46,-504.1,>Range,>Range,>Range,,
10/21/21 18:30:47,-506.8,>Range,>Range,>Range,,
10/21/21 18:30:48,-504.5,>Range,>Range,>Range,,
10/21/21 18:30:49,-495.9,>Range,>Range,>Range,,
10/21/21 18:30:50,-494.3,>Range,>Range,>Range,,
10/21/21 18:30:51,-495.5,>Range,>Range,>Range,,
10/21/21 18:30:52,-498.4,>Range,>Range,>Range,,
10/21/21 18:30:53,-501.5,>Range,>Range,>Range,,
10/21/21 18:30:54,-511.3,>Range,>Range,>Range,,
10/21/21 18:30:55,-512.5,>Range,>Range,>Range,,
10/21/21 18:30:56,-520,>Range,>Range,>Range,,
10/21/21 18:30:57,-515.2,>Range,>Range,>Range,,
10/21/21 18:30:58,-519.6,>Range,>Range,>Range,,
10/21/21 18:30:59,-515.3,>Range,>Range,>Range,,
10/21/21 18:31:00,-510.3,>Range,>Range,>Range,,
10/21/21 18:31:01,-503.1,>Range,>Range,>Range,,
10/21/21 18:31:02,-489.6,>Range,>Range,>Range,,
10/21/21 18:31:03,-488.4,>Range,>Range,>Range,,
10/21/21 18:31:04,-481.6,>Range,>Range,>Range,,
10/21/21 18:31:05,-484.6,>Range,>Range,>Range,,
10/21/21 18:31:06,-481.8,>Range,>Range,>Range,,
10/21/21 18:31:07,-488.4,>Range,>Range,>Range,,
10/21/21 18:31:08,-497,>Range,>Range,>Range,,
10/21/21 18:31:09,-500.7,>Range,>Range,>Range,,
10/21/21 18:31:10,-513.1,>Range,>Range,>Range,,
10/21/21 18:31:11,-519.6,>Range,>Range,>Range,,
10/21/21 18:31:12,-512.5,>Range,>Range,>Range,,
10/21/21 18:31:13,-507.2,>Range,>Range,>Range,,
10/21/21 18:31:14,-506.1,>Range,>Range,>Range,,
10/21/21 18:31:15,-510.4,>Range,>Range,>Range,,
10/21/21 18:31:16,-505.5,>Range,>Range,>Range,,
10/21/21 18:31:17,-507.5,>Range,>Range,>Range,,
10/21/21 18:31:18,-506.2,>Range,>Range,>Range,,
10/21/21 18:31:19,-507.3,>Range,>Range,>Range,,
10/21/21 18:31:20,-504.7,>Range,>Range,>Range,,
10/21/21 18:31:21,-502.4,>Range,>Range,>Range,,
10/21/21 18:31:22,-503.6,>Range,>Range,>Range,,
10/21/21 18:31:23,-502,>Range,>Range,>Range,,
10/21/21 18:31:24,-503.3,>Range,>Range,>Range,,
10/21/21 18:31:25,-510.3,>Range,>Range,>Range,,
10/21/21 18:31:26,-514.9,>Range,>Range,>Range,,
10/21/21 18:31:27,-522.6,>Range,>Range,>Range,,
10/21/21 18:31:28,-526.7,>Range,>Range,>Range,,
10/21/21 18:31:29,-526.7,>Range,>Range,>Range,,
10/21/21 18:31:30,-521.1,>Range,>Range,>Range,,
10/21/21 18:31:31,-514.1,>Range,>Range,>Range,,
10/21/21 18:31:32,-509.6,>Range,>Range,>Range,,
10/21/21 18:31:33,-507.3,>Range,>Range,>Range,,
10/21/21 18:31:34,-506.1,>Range,>Range,>Range,,
10/21/21 18:31:35,-505.5,>Range,>Range,>Range,,
10/21/21 18:31:36,-492.5,>Range,>Range,>Range,,
10/21/21 18:31:37,-488.3,>Range,>Range,>Range,,
10/21/21 18:31:38,-481.7,>Range,>Range,>Range,,
10/21/21 18:31:39,-478.8,>Range,>Range,>Range,,
10/21/21 18:31:40,-478.6,>Range,>Range,>Range,,
10/21/21 18:31:41,-489.3,>Range,>Range,>Range,,
10/21/21 18:31:42,-491.6,>Range,>Range,>Range,,
10/21/21 18:31:43,-491.1,>Range,>Range,>Range,,
10/21/21 18:31:44,-482.1,>Range,>Range,>Range,,
10/21/21 18:31:45,-486.7,>Range,>Range,>Range,,
10/21/21 18:31:46,-481.3,>Range,>Range,>Range,,
10/21/21 18:31:47,-486.7,>Range,>Range,>Range,,
10/21/21 18:31:48,-485.6,>Range,>Range,>Range,,
10/21/21 18:31:49,-502.7,>Range,>Range,>Range,,
10/21/21 18:31:50,-516.5,>Range,>Range,>Range,,
10/21/21 18:31:51,-517.9,>Range,>Range,>Range,,
10/21/21 18:31:52,-521.9,>Range,>Range,>Range,,
10/21/21 18:31:53,-514.5,>Range,>Range,>Range,,
10/21/21 18:31:54,-505.9,>Range,>Range,>Range,,
10/21/21 18:31:55,-500.1,>Range,>Range,>Range,,
10/21/21 18:31:56,-497.6,>Range,>Range,>Range,,
10/21/21 18:31:57,-499.5,>Range,>Range,>Range,,
10/21/21 18:31:58,-502,>Range,>Range,>Range,,
10/21/21 18:31:59,-510.1,>Range,>Range,>Range,,
10/21/21 18:32:00,-512.5,>Range,>Range,>Range,,
10/21/21 18:32:01,-515.1,>Range,>Range,>Range,,
10/21/21 18:32:02,-523.5,>Range,>Range,>Range,,
10/21/21 18:32:03,-514.5,>Range,>Range,>Range,,
10/21/21 18:32:04,-512.5,>Range,>Range,>Range,,
10/21/21 18:32:05,-506.8,>Range,>Range,>Range,,
10/21/21 18:32:06,-504.2,>Range,>Range,>Range,,
10/21/21 18:32:07,-498.1,>Range,>Range,>Range,,
10/21/21 18:32:08,-496.9,>Range,>Range,>Range,,
10/21/21 18:32:09,-487.1,>Range,>Range,>Range,,
10/21/21 18:32:10,-479.2,>Range,>Range,>Range,,
10/21/21 18:32:11,-472.5,>Range,>Range,>Range,,
10/21/21 18:32:12,-469.6,>Range,>Range,>Range,,
10/21/21 18:32:13,-464.5,>Range,>Range,>Range,,
10/21/21 18:32:14,-465.6,>Range,>Range,>Range,,
10/21/21 18:32:15,-466.4,>Range,>Range,>Range,,
10/21/21 18:32:16,-468.4,>Range,>Range,>Range,,
10/21/21 18:32:17,-469.5,>Range,>Range,>Range,,
10/21/21 18:32:18,-471.3,>Range,>Range,>Range,,
10/21/21 18:32:19,-477.7,>Range,>Range,>Range,,
10/21/21 18:32:20,-472.5,>Range,>Range,>Range,,
10/21/21 18:32:21,-475.5,>Range,>Range,>Range,,
10/21/21 18:32:22,-475.2,>Range,>Range,>Range,,
10/21/21 18:32:23,-486,>Range,>Range,>Range,,
10/21/21 18:32:24,-491.1,>Range,>Range,>Range,,
10/21/21 18:32:25,-485.2,>Range,>Range,>Range,,
10/21/21 18:32:26,-490.4,>Range,>Range,>Range,,
10/21/21 18:32:27,-497.5,>Range,>Range,>Range,,
10/21/21 18:32:28,-497.7,>Range,>Range,>Range,,
10/21/21 18:32:29,-491,>Range,>Range,>Range,,
10/21/21 18:32:30,-487.3,>Range,>Range,>Range,,
10/21/21 18:32:31,-481.3,>Range,>Range,>Range,,
10/21/21 18:32:32,-476.2,>Range,>Range,>Range,,
10/21/21 18:32:33,-481.7,>Range,>Range,>Range,,
10/21/21 18:32:34,-492,>Range,>Range,>Range,,
10/21/21 18:32:35,-498.1,>Range,>Range,>Range,,
10/21/21 18:32:36,-505.5,>Range,>Range,>Range,,
10/21/21 18:32:37,-505.1,>Range,>Range,>Range,,
10/21/21 18:32:38,-510.9,>Range,>Range,>Range,,
10/21/21 18:32:39,-512.6,>Range,>Range,>Range,,
10/21/21 18:32:40,-525.2,>Range,>Range,>Range,,
10/21/21 18:32:41,-526.9,>Range,>Range,>Range,,
10/21/21 18:32:42,-530.1,>Range,>Range,>Range,,
10/21/21 18:32:43,-520.8,>Range,>Range,>Range,,
10/21/21 18:32:44,-513.1,>Range,>Range,>Range,,
10/21/21 18:32:45,-517.6,>Range,>Range,>Range,,
10/21/21 18:32:46,-522.8,>Range,>Range,>Range,,
10/21/21 18:32:47,-531.3,>Range,>Range,>Range,,
10/21/21 18:32:48,-539.2,>Range,>Range,>Range,,
10/21/21 18:32:49,-539.1,>Range,>Range,>Range,,
10/21/21 18:32:50,-540.4,>Range,>Range,>Range,,
10/21/21 18:32:51,-538.5,>Range,>Range,>Range,,
10/21/21 18:32:52,-541.9,>Range,>Range,>Range,,
10/21/21 18:32:53,-540.5,>Range,>Range,>Range,,
10/21/21 18:32:54,-539.8,>Range,>Range,>Range,,
10/21/21 18:32:55,-539.4,>Range,>Range,>Range,,
10/21/21 18:32:56,-535.9,>Range,>Range,>Range,,
10/21/21 18:32:57,-531.3,>Range,>Range,>Range,,
10/21/21 18:32:58,-521,>Range,>Range,>Range,,
10/21/21 18:32:59,-525.9,>Range,>Range,>Range,,
10/21/21 18:33:00,-521.4,>Range,>Range,>Range,,
10/21/21 18:33:01,-520.6,>Range,>Range,>Range,,
10/21/21 18:33:02,-520.8,>Range,>Range,>Range,,
10/21/21 18:33:03,-524.7,>Range,>Range,>Range,,
10/21/21 18:33:04,-531.5,>Range,>Range,>Range,,
10/21/21 18:33:05,-533.2,>Range,>Range,>Range,,
10/21/21 18:33:06,-531.2,>Range,>Range,>Range,,
10/21/21 18:33:07,-534.2,>Range,>Range,>Range,,
10/21/21 18:33:08,-534.3,>Range,>Range,>Range,,
10/21/21 18:33:09,-533,>Range,>Range,>Range,,
10/21/21 18:33:10,-536.9,>Range,>Range,>Range,,
10/21/21 18:33:11,-522.3,>Range,>Range,>Range,,
10/21/21 18:33:12,-511.4,>Range,>Range,>Range,,
10/21/21 18:33:13,-503.7,>Range,>Range,>Range,,
10/21/21 18:33:14,-500,>Range,>Range,>Range,,
10/21/21 18:33:15,-506.2,>Range,>Range,>Range,,
10/21/21 18:33:16,-520.6,>Range,>Range,>Range,,
10/21/21 18:33:17,-534.2,>Range,>Range,>Range,,
10/21/21 18:33:18,-534.8,>Range,>Range,>Range,,
10/21/21 18:33:19,-535.5,>Range,>Range,>Range,,
10/21/21 18:33:20,-538.4,>Range,>Range,>Range,,
10/21/21 18:33:21,-525.3,>Range,>Range,>Range,,
10/21/21 18:33:22,-520,>Range,>Range,>Range,,
10/21/21 18:33:23,-517.9,>Range,>Range,>Range,,
10/21/21 18:33:24,-522.4,>Range,>Range,>Range,,
10/21/21 18:33:25,-518.6,>Range,>Range,>Range,,
10/21/21 18:33:26,-510.6,>Range,>Range,>Range,,
10/21/21 18:33:27,-507.8,>Range,>Range,>Range,,
10/21/21 18:33:28,-504.2,>Range,>Range,>Range,,
10/21/21 18:33:29,-501.3,>Range,>Range,>Range,,
10/21/21 18:33:30,-494.9,>Range,>Range,>Range,,
10/21/21 18:33:31,-485.7,>Range,>Range,>Range,,
10/21/21 18:33:32,-486.3,>Range,>Range,>Range,,
10/21/21 18:33:33,-491.4,>Range,>Range,>Range,,
10/21/21 18:33:34,-493.1,>Range,>Range,>Range,,
10/21/21 18:33:35,-493,>Range,>Range,>Range,,
10/21/21 18:33:36,-500,>Range,>Range,>Range,,
10/21/21 18:33:37,-512.6,>Range,>Range,>Range,,
10/21/21 18:33:38,-518.1,>Range,>Range,>Range,,
10/21/21 18:33:39,-526.5,>Range,>Range,>Range,,
10/21/21 18:33:40,-527.9,>Range,>Range,>Range,,
10/21/21 18:33:41,-531.2,>Range,>Range,>Range,,
10/21/21 18:33:42,-531.7,>Range,>Range,>Range,,
10/21/21 18:33:43,-531.5,>Range,>Range,>Range,,
10/21/21 18:33:44,-525.9,>Range,>Range,>Range,,
10/21/21 18:33:45,-515.8,>Range,>Range,>Range,,
10/21/21 18:33:46,-510.5,>Range,>Range,>Range,,
10/21/21 18:33:47,-509.5,>Range,>Range,>Range,,
10/21/21 18:33:48,-509.3,>Range,>Range,>Range,,
10/21/21 18:33:49,-508.8,>Range,>Range,>Range,,
10/21/21 18:33:50,-510.5,>Range,>Range,>Range,,
10/21/21 18:33:51,-515.7,>Range,>Range,>Range,,
10/21/21 18:33:52,-521.7,>Range,>Range,>Range,,
10/21/21 18:33:53,-518.6,>Range,>Range,>Range,,
10/21/21 18:33:54,-508.4,>Range,>Range,>Range,,
10/21/21 18:33:55,-506.7,>Range,>Range,>Range,,
10/21/21 18:33:56,-503.8,>Range,>Range,>Range,,
10/21/21 18:33:57,-500.1,>Range,>Range,>Range,,
10/21/21 18:33:58,-508.6,>Range,>Range,>Range,,
10/21/21 18:33:59,-508.9,>Range,>Range,>Range,,
10/21/21 18:34:00,-516.9,>Range,>Range,>Range,,
10/21/21 18:34:01,-524.9,>Range,>Range,>Range,,
10/21/21 18:34:02,-521,>Range,>Range,>Range,,
10/21/21 18:34:03,-514.5,>Range,>Range,>Range,,
10/21/21 18:34:04,-514,>Range,>Range,>Range,,
10/21/21 18:34:05,-511.2,>Range,>Range,>Range,,
10/21/21 18:34:06,-503.2,>Range,>Range,>Range,,
10/21/21 18:34:07,-504,>Range,>Range,>Range,,
10/21/21 18:34:08,-504.4,>Range,>Range,>Range,,
10/21/21 18:34:09,-506.6,>Range,>Range,>Range,,
10/21/21 18:34:10,-501.8,>Range,>Range,>Range,,
10/21/21 18:34:11,-497.4,>Range,>Range,>Range,,
10/21/21 18:34:12,-498.6,>Range,>Range,>Range,,
10/21/21 18:34:13,-504.7,>Range,>Range,>Range,,
10/21/21 18:34:14,-505.5,>Range,>Range,>Range,,
10/21/21 18:34:15,-509.8,>Range,>Range,>Range,,
10/21/21 18:34:16,-508.2,>Range,>Range,>Range,,
10/21/21 18:34:17,-506.6,>Range,>Range,>Range,,
10/21/21 18:34:18,-505.7,>Range,>Range,>Range,,
10/21/21 18:34:19,-494.6,>Range,>Range,>Range,,
10/21/21 18:34:20,-499.5,>Range,>Range,>Range,,
10/21/21 18:34:21,-502,>Range,>Range,>Range,,
10/21/21 18:34:22,-507.5,>Range,>Range,>Range,,
10/21/21 18:34:23,-507.6,>Range,>Range,>Range,,
10/21/21 18:34:24,-513.4,>Range,>Range,>Range,,
10/21/21 18:34:25,-515.1,>Range,>Range,>Range,,
10/21/21 18:34:26,-510.2,>Range,>Range,>Range,,
10/21/21 18:34:27,-507.6,>Range,>Range,>Range,,
10/21/21 18:34:28,-506.3,>Range,>Range,>Range,,
10/21/21 18:34:29,1483.2,>Range,>Range,>Range,,
10/21/21 18:34:30,9742.8,>Range,>Range,>Range,,
10/21/21 18:34:31,18042.1,>Range,>Range,>Range,,
10/21/21 18:34:32,26406.7,>Range,>Range,>Range,,
10/21/21 18:34:33,33797,>Range,>Range,>Range,,
10/21/21 18:34:34,40149,>Range,>Range,>Range,,
10/21/21 18:34:35,45286.8,>Range,>Range,>Range,,
10/21/21 18:34:36,48910.5,>Range,>Range,>Range,,
10/21/21 18:34:37,51300.1,>Range,>Range,>Range,,
10/21/21 18:34:38,52835.2,>Range,>Range,>Range,,
10/21/21 18:34:39,53829.7,>Range,>Range,>Range,,
10/21/21 18:34:40,54274.8,>Range,>Range,>Range,,
10/21/21 18:34:41,54481.3,>Range,>Range,>Range,,
10/21/21 18:34:42,54500.5,>Range,>Range,>Range,,
10/21/21 18:34:43,54343.9,>Range,>Range,>Range,,
10/21/21 18:34:44,54277.1,>Range,>Range,>Range,,
10/21/21 18:34:45,54301.2,>Range,>Range,>Range,,
10/21/21 18:34:46,54203.5,>Range,>Range,>Range,,
10/21/21 18:34:47,54104.5,>Range,>Range,>Range,,
10/21/21 18:34:48,53864.6,>Range,>Range,>Range,,
10/21/21 18:34:49,53585.1,>Range,>Range,>Range,,
10/21/21 18:34:50,53451,>Range,>Range,>Range,,
10/21/21 18:34:51,53443.4,>Range,>Range,>Range,,
10/21/21 18:34:52,53076.6,>Range,>Range,>Range,,
10/21/21 18:34:53,51315.8,>Range,>Range,>Range,,
10/21/21 18:34:54,48631.6,>Range,>Range,>Range,,
10/21/21 18:34:55,46446.4,>Range,>Range,>Range,,
10/21/21 18:34:56,44673.2,>Range,>Range,>Range,,
10/21/21 18:34:57,43548.2,>Range,>Range,>Range,,
10/21/21 18:34:58,42780.7,>Range,>Range,>Range,,
10/21/21 18:34:59,42194,>Range,>Range,>Range,,
10/21/21 18:35:00,41881.2,>Range,>Range,>Range,,
10/21/21 18:35:01,41736.9,>Range,>Range,>Range,,
10/21/21 18:35:02,41753.3,>Range,>Range,>Range,,
10/21/21 18:35:03,41786.6,>Range,>Range,>Range,,
10/21/21 18:35:04,41938,>Range,>Range,>Range,,
10/21/21 18:35:05,42256.6,>Range,>Range,>Range,,
10/21/21 18:35:06,42593.2,>Range,>Range,>Range,,
10/21/21 18:35:07,42905.9,>Range,>Range,>Range,,
10/21/21 18:35:08,43147,>Range,>Range,>Range,,
10/21/21 18:35:09,43447.5,>Range,>Range,>Range,,
10/21/21 18:35:10,43692,>Range,>Range,>Range,,
10/21/21 18:35:11,43780.2,>Range,>Range,>Range,,
10/21/21 18:35:12,43886.9,>Range,>Range,>Range,,
10/21/21 18:35:13,44184.5,>Range,>Range,>Range,,
10/21/21 18:35:14,44360.2,>Range,>Range,>Range,,
10/21/21 18:35:15,44345.9,>Range,>Range,>Range,,
10/21/21 18:35:16,44297.9,>Range,>Range,>Range,,
10/21/21 18:35:17,44177.7,>Range,>Range,>Range,,
10/21/21 18:35:18,44211.3,>Range,>Range,>Range,,
10/21/21 18:35:19,44222.9,>Range,>Range,>Range,,
10/21/21 18:35:20,44339.2,>Range,>Range,>Range,,
10/21/21 18:35:21,44513.2,>Range,>Range,>Range,,
10/21/21 18:35:22,44631.7,>Range,>Range,>Range,,
10/21/21 18:35:23,44726.6,>Range,>Range,>Range,,
10/21/21 18:35:24,44808.4,>Range,>Range,>Range,,
10/21/21 18:35:25,44912.6,>Range,>Range,>Range,,
10/21/21 18:35:26,44937.2,>Range,>Range,>Range,,
10/21/21 18:35:27,44891,>Range,>Range,>Range,,
10/21/21 18:35:28,44751.7,>Range,>Range,>Range,,
10/21/21 18:35:29,44581.1,>Range,>Range,>Range,,
10/21/21 18:35:30,44419.9,>Range,>Range,>Range,,
10/21/21 18:35:31,44317.8,>Range,>Range,>Range,,
10/21/21 18:35:32,44417,>Range,>Range,>Range,,
10/21/21 18:35:33,44495.7,>Range,>Range,>Range,,
10/21/21 18:35:34,44540.3,>Range,>Range,>Range,,
10/21/21 18:35:35,44765,>Range,>Range,>Range,,
10/21/21 18:35:36,44795.7,>Range,>Range,>Range,,
10/21/21 18:35:37,44733,>Range,>Range,>Range,,
10/21/21 18:35:38,44854.4,>Range,>Range,>Range,,
10/21/21 18:35:39,44877.3,>Range,>Range,>Range,,
10/21/21 18:35:40,44723.4,>Range,>Range,>Range,,
10/21/21 18:35:41,44623.1,>Range,>Range,>Range,,
10/21/21 18:35:42,44596.5,>Range,>Range,>Range,,
10/21/21 18:35:43,44576.5,>Range,>Range,>Range,,
10/21/21 18:35:44,44593,>Range,>Range,>Range,,
10/21/21 18:35:45,44666.9,>Range,>Range,>Range,,
10/21/21 18:35:46,44714.6,>Range,>Range,>Range,,
10/21/21 18:35:47,44634.2,>Range,>Range,>Range,,
10/21/21 18:35:48,44504.4,>Range,>Range,>Range,,
10/21/21 18:35:49,44389.5,>Range,>Range,>Range,,
10/21/21 18:35:50,44287.1,>Range,>Range,>Range,,
