datetime,channel_1,channel_2,channel_3,channel_4
10/21/21 18:51:50,39645.1,>Range,>Range,>Range
10/21/21 18:51:51,39649,>Range,>Range,>Range
10/21/21 18:51:52,39478.9,>Range,>Range,>Range
10/21/21 18:51:53,39360.7,>Range,>Range,>Range
10/21/21 18:51:54,39178.2,>Range,>Range,>Range
10/21/21 18:51:55,39091.4,>Range,>Range,>Range
10/21/21 18:51:56,39172.8,>Range,>Range,>Range
10/21/21 18:51:57,39295.7,>Range,>Range,>Range
10/21/21 18:51:58,39469.1,>Range,>Range,>Range
10/21/21 18:51:59,39604,>Range,>Range,>Range
10/21/21 18:52:00,39666.6,>Range,>Range,>Range
10/21/21 18:52:01,39607.3,>Range,>Range,>Range
10/21/21 18:52:02,39509.1,>Range,>Range,>Range
10/21/21 18:52:03,39542.8,>Range,>Range,>Range
10/21/21 18:52:04,39584.7,>Range,>Range,>Range
10/21/21 18:52:05,39475.6,>Range,>Range,>Range
10/21/21 18:52:06,39307,>Range,>Range,>Range
10/21/21 18:52:07,39243.1,>Range,>Range,>Range
10/21/21 18:52:08,39241.9,>Range,>Range,>Range
10/21/21 18:52:09,39287.9,>Range,>Range,>Range
10/21/21 18:52:10,39423.2,>Range,>Range,>Range
10/21/21 18:52:11,39688.4,>Range,>Range,>Range
10/21/21 18:52:12,39933.1,>Range,>Range,>Range
10/21/21 18:52:13,39995.2,>Range,>Range,>Range
10/21/21 18:52:14,39804.1,>Range,>Range,>Range
10/21/21 18:52:15,39541.6,>Range,>Range,>Range
10/21/21 18:52:16,39382.7,>Range,>Range,>Range
10/21/21 18:52:17,39207.1,>Range,>Range,>Range
10/21/21 18:52:18,39102.2,>Range,>Range,>Range
10/21/21 18:52:19,39038.4,>Range,>Range,>Range
10/21/21 18:52:20,39040.9,>Range,>Range,>Range
10/21/21 18:52:21,39188,>Range,>Range,>Range
10/21/21 18:52:22,39184.8,>Range,>Range,>Range
10/21/21 18:52:23,39329.5,>Range,>Range,>Range
10/21/21 18:52:24,39467.1,>Range,>Range,>Range
10/21/21 18:52:25,39557.2,>Range,>Range,>Range
10/21/21 18:52:26,39515.6,>Range,>Range,>Range
10/21/21 18:52:27,39523.2,>Range,>Range,>Range
10/21/21 18:52:28,39500.1,>Range,>Range,>Range
10/21/21 18:52:29,39468.5,>Range,>Range,>Range
10/21/21 18:52:30,39409.9,>Range,>Range,>Range
10/21/21 18:52:31,39446,>Range,>Range,>Range
10/21/21 18:52:32,39568.8,>Range,>Range,>Range
10/21/21 18:52:33,39743.3,>Range,>Range,>Range
10/21/21 18:52:34,39552.6,>Range,>Range,>Range
10/21/21 18:52:35,39386.3,>Range,>Range,>Range
10/21/21 18:52:36,39277.8,>Range,>Range,>Range
10/21/21 18:52:37,39161.6,>Range,>Range,>Range
10/21/21 18:52:38,39143.7,>Range,>Range,>Range
10/21/21 18:52:39,39123.5,>Range,>Range,>Range
10/21/21 18:52:40,39098.4,>Range,>Range,>Range
10/21/21 18:52:41,39153.3,>Range,>Range,>Range
10/21/21 18:52:42,39222,>Range,>Range,>Range
10/21/21 18:52:43,39324.1,>Range,>Range,>Range
10/21/21 18:52:44,39406.2,>Range,>Range,>Range
10/21/21 18:52:45,39478.4,>Range,>Range,>Range
10/21/21 18:52:46,39516.7,>Range,>Range,>Range
10/21/21 18:52:47,39471.8,>Range,>Range,>Range
10/21/21 18:52:48,39457,>Range,>Range,>Range
10/21/21 18:52:49,39428.5,>Range,>Range,>Range
10/21/21 18:52:50,39490.9,>Range,>Range,>Range
10/21/21 18:52:51,39482.1,>Range,>Range,>Range
10/21/21 18:52:52,39440.2,>Range,>Range,>Range
10/21/21 18:52:53,39411.8,>Range,>Range,>Range
10/21/21 18:52:54,39338.6,>Range,>Range,>Range
10/21/21 18:52:55,39217.8,>Range,>Range,>Range
10/21/21 18:52:56,39037.4,>Range,>Range,>Range
10/21/21 18:52:57,39010.1,>Range,>Range,>Range
10/21/21 18:52:58,39111.3,>Range,>Range,>Range
10/21/21 18:52:59,39076.4,>Range,>Range,>Range
10/21/21 18:53:00,39021.9,>Range,>Range,>Range
10/21/21 18:53:01,39064.3,>Range,>Range,>Range
10/21/21 18:53:02,39241.8,>Range,>Range,>Range
10/21/21 18:53:03,39243.9,>Range,>Range,>Range
10/21/21 18:53:04,39375.1,>Range,>Range,>Range
10/21/21 18:53:05,39364.5,>Range,>Range,>Range
10/21/21 18:53:06,39251.9,>Range,>Range,>Range
10/21/21 18:53:07,39197.6,>Range,>Range,>Range
10/21/21 18:53:08,39184.6,>Range,>Range,>Range
10/21/21 18:53:09,39176.9,>Range,>Range,>Range
10/21/21 18:53:10,39222.7,>Range,>Range,>Range
10/21/21 18:53:11,39350.5,>Range,>Range,>Range
10/21/21 18:53:12,39510.9,>Range,>Range,>Range
10/21/21 18:53:13,39495.7,>Range,>Range,>Range
10/21/21 18:53:14,39391.4,>Range,>Range,>Range
10/21/21 18:53:15,39294.9,>Range,>Range,>Range
10/21/21 18:53:16,39175.3,>Range,>Range,>Range
10/21/21 18:53:17,39019.1,>Range,>Range,>Range
10/21/21 18:53:18,38935.9,>Range,>Range,>Range
10/21/21 18:53:19,39011.1,>Range,>Range,>Range
10/21/21 18:53:20,39120,>Range,>Range,>Range
10/21/21 18:53:21,39230,>Range,>Range,>Range
10/21/21 18:53:22,39223.5,>Range,>Range,>Range
10/21/21 18:53:23,39219.6,>Range,>Range,>Range
10/21/21 18:53:24,39274.3,>Range,>Range,>Range
10/21/21 18:53:25,39230.8,>Range,>Range,>Range
10/21/21 18:53:26,39257.8,>Range,>Range,>Range
10/21/21 18:53:27,39216.8,>Range,>Range,>Range
10/21/21 18:53:28,39216.8,>Range,>Range,>Range
10/21/21 18:53:29,39308.4,>Range,>Range,>Range
10/21/21 18:53:30,39251.1,>Range,>Range,>Range
10/21/21 18:53:31,39238.6,>Range,>Range,>Range
10/21/21 18:53:32,39260.5,>Range,>Range,>Range
10/21/21 18:53:33,39269.4,>Range,>Range,>Range
10/21/21 18:53:34,39231,>Range,>Range,>Range
10/21/21 18:53:35,39034.8,>Range,>Range,>Range
10/21/21 18:53:36,38897.1,>Range,>Range,>Range
10/21/21 18:53:37,38850,>Range,>Range,>Range
10/21/21 18:53:38,38837,>Range,>Range,>Range
10/21/21 18:53:39,38833.6,>Range,>Range,>Range
10/21/21 18:53:40,38867.3,>Range,>Range,>Range
10/21/21 18:53:41,38834.8,>Range,>Range,>Range
10/21/21 18:53:42,38868.2,>Range,>Range,>Range
10/21/21 18:53:43,39026.5,>Range,>Range,>Range
10/21/21 18:53:44,39046.8,>Range,>Range,>Range
10/21/21 18:53:45,39099.8,>Range,>Range,>Range
10/21/21 18:53:46,39064.9,>Range,>Range,>Range
10/21/21 18:53:47,39017.2,>Range,>Range,>Range
10/21/21 18:53:48,38959,>Range,>Range,>Range
10/21/21 18:53:49,39067.1,>Range,>Range,>Range
10/21/21 18:53:50,39211.3,>Range,>Range,>Range
10/21/21 18:53:51,39314.8,>Range,>Range,>Range
10/21/21 18:53:52,39305.7,>Range,>Range,>Range
10/21/21 18:53:53,39180,>Range,>Range,>Range
10/21/21 18:53:54,39061.1,>Range,>Range,>Range
10/21/21 18:53:55,39098.4,>Range,>Range,>Range
10/21/21 18:53:56,39188.2,>Range,>Range,>Range
10/21/21 18:53:57,39221,>Range,>Range,>Range
10/21/21 18:53:58,39285.4,>Range,>Range,>Range
10/21/21 18:53:59,39299.6,>Range,>Range,>Range
10/21/21 18:54:00,39269.4,>Range,>Range,>Range
10/21/21 18:54:01,39191.8,>Range,>Range,>Range
10/21/21 18:54:02,39215.3,>Range,>Range,>Range
10/21/21 18:54:03,39171.8,>Range,>Range,>Range
10/21/21 18:54:04,39125,>Range,>Range,>Range
10/21/21 18:54:05,39150.8,>Range,>Range,>Range
10/21/21 18:54:06,39283.2,>Range,>Range,>Range
10/21/21 18:54:07,39411.8,>Range,>Range,>Range
10/21/21 18:54:08,39420.8,>Range,>Range,>Range
10/21/21 18:54:09,39358.3,>Range,>Range,>Range
10/21/21 18:54:10,39305.4,>Range,>Range,>Range
10/21/21 18:54:11,39284.6,>Range,>Range,>Range
10/21/21 18:54:12,39268.1,>Range,>Range,>Range
10/21/21 18:54:13,39207.9,>Range,>Range,>Range
10/21/21 18:54:14,39107.7,>Range,>Range,>Range
10/21/21 18:54:15,39002.5,>Range,>Range,>Range
10/21/21 18:54:16,39031.1,>Range,>Range,>Range
10/21/21 18:54:17,39198.7,>Range,>Range,>Range
10/21/21 18:54:18,39244.6,>Range,>Range,>Range
10/21/21 18:54:19,39298.8,>Range,>Range,>Range
10/21/21 18:54:20,39275.1,>Range,>Range,>Range
10/21/21 18:54:21,39208.5,>Range,>Range,>Range
10/21/21 18:54:22,39249.5,>Range,>Range,>Range
10/21/21 18:54:23,39302.7,>Range,>Range,>Range
10/21/21 18:54:24,39336.8,>Range,>Range,>Range
10/21/21 18:54:25,39346.3,>Range,>Range,>Range
10/21/21 18:54:26,39299.9,>Range,>Range,>Range
10/21/21 18:54:27,39188.8,>Range,>Range,>Range
10/21/21 18:54:28,38943.5,>Range,>Range,>Range
10/21/21 18:54:29,38866.1,>Range,>Range,>Range
10/21/21 18:54:30,38990.2,>Range,>Range,>Range
10/21/21 18:54:31,39134.1,>Range,>Range,>Range
10/21/21 18:54:32,39254.5,>Range,>Range,>Range
10/21/21 18:54:33,39170.3,>Range,>Range,>Range
10/21/21 18:54:34,39014,>Range,>Range,>Range
10/21/21 18:54:35,38981.4,>Range,>Range,>Range
10/21/21 18:54:36,39024.6,>Range,>Range,>Range
10/21/21 18:54:37,39125.5,>Range,>Range,>Range
10/21/21 18:54:38,39343.4,>Range,>Range,>Range
10/21/21 18:54:39,39499.9,>Range,>Range,>Range
10/21/21 18:54:40,39463.6,>Range,>Range,>Range
10/21/21 18:54:41,39203,>Range,>Range,>Range
10/21/21 18:54:42,39046.4,>Range,>Range,>Range
10/21/21 18:54:43,38962.6,>Range,>Range,>Range
10/21/21 18:54:44,38973.5,>Range,>Range,>Range
10/21/21 18:54:45,39074.4,>Range,>Range,>Range
10/21/21 18:54:46,39150.1,>Range,>Range,>Range
10/21/21 18:54:47,39193.9,>Range,>Range,>Range
10/21/21 18:54:48,39170,>Range,>Range,>Range
10/21/21 18:54:49,39145,>Range,>Range,>Range
10/21/21 18:54:50,39176.9,>Range,>Range,>Range
10/21/21 18:54:51,39169.7,>Range,>Range,>Range
10/21/21 18:54:52,39172.3,>Range,>Range,>Range
10/21/21 18:54:53,39086.4,>Range,>Range,>Range
10/21/21 18:54:54,39119.5,>Range,>Range,>Range
10/21/21 18:54:55,39180.7,>Range,>Range,>Range
10/21/21 18:54:56,39268.6,>Range,>Range,>Range
10/21/21 18:54:57,39248.2,>Range,>Range,>Range
10/21/21 18:54:58,39209.7,>Range,>Range,>Range
10/21/21 18:54:59,39240,>Range,>Range,>Range
10/21/21 18:55:00,39284.2,>Range,>Range,>Range
10/21/21 18:55:01,39183.2,>Range,>Range,>Range
10/21/21 18:55:02,39085.1,>Range,>Range,>Range
10/21/21 18:55:03,39082.5,>Range,>Range,>Range
10/21/21 18:55:04,39294.2,>Range,>Range,>Range
10/21/21 18:55:05,39375.9,>Range,>Range,>Range
10/21/21 18:55:06,39210.3,>Range,>Range,>Range
10/21/21 18:55:07,39002.1,>Range,>Range,>Range
10/21/21 18:55:08,38718,>Range,>Range,>Range
10/21/21 18:55:09,38610.9,>Range,>Range,>Range
10/21/21 18:55:10,38655,>Range,>Range,>Range
10/21/21 18:55:11,38721.5,>Range,>Range,>Range
10/21/21 18:55:12,38888.7,>Range,>Range,>Range
10/21/21 18:55:13,38952.6,>Range,>Range,>Range
10/21/21 18:55:14,39019.8,>Range,>Range,>Range
10/21/21 18:55:15,38979.1,>Range,>Range,>Range
10/21/21 18:55:16,38989.3,>Range,>Range,>Range
10/21/21 18:55:17,39030.8,>Range,>Range,>Range
10/21/21 18:55:18,38937.9,>Range,>Range,>Range
10/21/21 18:55:19,38827.4,>Range,>Range,>Range
10/21/21 18:55:20,38720.7,>Range,>Range,>Range
10/21/21 18:55:21,38648.8,>Range,>Range,>Range
10/21/21 18:55:22,38804.4,>Range,>Range,>Range
10/21/21 18:55:23,38944.6,>Range,>Range,>Range
10/21/21 18:55:24,39172.4,>Range,>Range,>Range
10/21/21 18:55:25,39461.2,>Range,>Range,>Range
10/21/21 18:55:26,39450.9,>Range,>Range,>Range
10/21/21 18:55:27,39314.4,>Range,>Range,>Range
10/21/21 18:55:28,39291.7,>Range,>Range,>Range
10/21/21 18:55:29,39385.7,>Range,>Range,>Range
10/21/21 18:55:30,39450.7,>Range,>Range,>Range
10/21/21 18:55:31,39394.6,>Range,>Range,>Range
10/21/21 18:55:32,39422.1,>Range,>Range,>Range
10/21/21 18:55:33,39418.2,>Range,>Range,>Range
10/21/21 18:55:34,39353.3,>Range,>Range,>Range
10/21/21 18:55:35,39170.8,>Range,>Range,>Range
10/21/21 18:55:36,39023.3,>Range,>Range,>Range
10/21/21 18:55:37,39054.6,>Range,>Range,>Range
10/21/21 18:55:38,39091.5,>Range,>Range,>Range
10/21/21 18:55:39,39094.5,>Range,>Range,>Range
10/21/21 18:55:40,39074,>Range,>Range,>Range
10/21/21 18:55:41,39108.2,>Range,>Range,>Range
10/21/21 18:55:42,39048,>Range,>Range,>Range
10/21/21 18:55:43,38886.8,>Range,>Range,>Range
10/21/21 18:55:44,38722,>Range,>Range,>Range
10/21/21 18:55:45,38560.5,>Range,>Range,>Range
10/21/21 18:55:46,38463.1,>Range,>Range,>Range
10/21/21 18:55:47,38304.7,>Range,>Range,>Range
10/21/21 18:55:48,38210.5,>Range,>Range,>Range
10/21/21 18:55:49,38251.4,>Range,>Range,>Range
10/21/21 18:55:50,38238.2,>Range,>Range,>Range
10/21/21 18:55:51,38237.1,>Range,>Range,>Range
10/21/21 18:55:52,38369.6,>Range,>Range,>Range
10/21/21 18:55:53,38450.6,>Range,>Range,>Range
10/21/21 18:55:54,38633.1,>Range,>Range,>Range
10/21/21 18:55:55,38842.8,>Range,>Range,>Range
10/21/21 18:55:56,38915.2,>Range,>Range,>Range
10/21/21 18:55:57,38944,>Range,>Range,>Range
10/21/21 18:55:58,39011.9,>Range,>Range,>Range
10/21/21 18:55:59,39075.5,>Range,>Range,>Range
10/21/21 18:56:00,39081.2,>Range,>Range,>Range
10/21/21 18:56:01,38983.8,>Range,>Range,>Range
10/21/21 18:56:02,38990,>Range,>Range,>Range
10/21/21 18:56:03,39007,>Range,>Range,>Range
10/21/21 18:56:04,38982.8,>Range,>Range,>Range
10/21/21 18:56:05,38973.7,>Range,>Range,>Range
10/21/21 18:56:06,38930.5,>Range,>Range,>Range
10/21/21 18:56:07,39061.1,>Range,>Range,>Range
10/21/21 18:56:08,39194.5,>Range,>Range,>Range
10/21/21 18:56:09,39123.5,>Range,>Range,>Range
10/21/21 18:56:10,39049.2,>Range,>Range,>Range
10/21/21 18:56:11,39063.8,>Range,>Range,>Range
10/21/21 18:56:12,39104.4,>Range,>Range,>Range
10/21/21 18:56:13,38987,>Range,>Range,>Range
10/21/21 18:56:14,39046.5,>Range,>Range,>Range
10/21/21 18:56:15,39156.8,>Range,>Range,>Range
10/21/21 18:56:16,39254,>Range,>Range,>Range
10/21/21 18:56:17,39159.8,>Range,>Range,>Range
10/21/21 18:56:18,39129.5,>Range,>Range,>Range
10/21/21 18:56:19,39273.1,>Range,>Range,>Range
10/21/21 18:56:20,39268.1,>Range,>Range,>Range
10/21/21 18:56:21,39166.6,>Range,>Range,>Range
10/21/21 18:56:22,39044.9,>Range,>Range,>Range
10/21/21 18:56:23,38950.8,>Range,>Range,>Range
10/21/21 18:56:24,38959.9,>Range,>Range,>Range
10/21/21 18:56:25,38920.8,>Range,>Range,>Range
10/21/21 18:56:26,38883.7,>Range,>Range,>Range
10/21/21 18:56:27,38858.6,>Range,>Range,>Range
10/21/21 18:56:28,38849.7,>Range,>Range,>Range
10/21/21 18:56:29,38875.7,>Range,>Range,>Range
10/21/21 18:56:30,38726.8,>Range,>Range,>Range
10/21/21 18:56:31,38781.2,>Range,>Range,>Range
10/21/21 18:56:32,38907.8,>Range,>Range,>Range
10/21/21 18:56:33,39017.2,>Range,>Range,>Range
10/21/21 18:56:34,38945,>Range,>Range,>Range
10/21/21 18:56:35,38891.6,>Range,>Range,>Range
10/21/21 18:56:36,38850.2,>Range,>Range,>Range
10/21/21 18:56:37,38867.5,>Range,>Range,>Range
10/21/21 18:56:38,38920.9,>Range,>Range,>Range
10/21/21 18:56:39,38926.8,>Range,>Range,>Range
10/21/21 18:56:40,38946.6,>Range,>Range,>Range
10/21/21 18:56:41,39017.4,>Range,>Range,>Range
10/21/21 18:56:42,39183.1,>Range,>Range,>Range
10/21/21 18:56:43,39244,>Range,>Range,>Range
10/21/21 18:56:44,39289.5,>Range,>Range,>Range
10/21/21 18:56:45,39368.8,>Range,>Range,>Range
10/21/21 18:56:46,39446.8,>Range,>Range,>Range
10/21/21 18:56:47,39509.8,>Range,>Range,>Range
10/21/21 18:56:48,39419.2,>Range,>Range,>Range
10/21/21 18:56:49,39151.9,>Range,>Range,>Range
10/21/21 18:56:50,39005.9,>Range,>Range,>Range
10/21/21 18:56:51,39060.7,>Range,>Range,>Range
10/21/21 18:56:52,39161.5,>Range,>Range,>Range
10/21/21 18:56:53,39199.7,>Range,>Range,>Range
10/21/21 18:56:54,39267.4,>Range,>Range,>Range
10/21/21 18:56:55,39285.4,>Range,>Range,>Range
10/21/21 18:56:56,39272,>Range,>Range,>Range
10/21/21 18:56:57,39322,>Range,>Range,>Range
10/21/21 18:56:58,39350.9,>Range,>Range,>Range
10/21/21 18:56:59,39265.8,>Range,>Range,>Range
10/21/21 18:57:00,39116.4,>Range,>Range,>Range
10/21/21 18:57:01,39079.7,>Range,>Range,>Range
10/21/21 18:57:02,38953.6,>Range,>Range,>Range
10/21/21 18:57:03,38918.4,>Range,>Range,>Range
10/21/21 18:57:04,38867.1,>Range,>Range,>Range
10/21/21 18:57:05,38963.9,>Range,>Range,>Range
10/21/21 18:57:06,39104.3,>Range,>Range,>Range
10/21/21 18:57:07,39115.2,>Range,>Range,>Range
10/21/21 18:57:08,39071,>Range,>Range,>Range
10/21/21 18:57:09,39027.2,>Range,>Range,>Range
10/21/21 18:57:10,39024.3,>Range,>Range,>Range
10/21/21 18:57:11,38995.9,>Range,>Range,>Range
10/21/21 18:57:12,39029.5,>Range,>Range,>Range
10/21/21 18:57:13,39014.2,>Range,>Range,>Range
10/21/21 18:57:14,39056,>Range,>Range,>Range
10/21/21 18:57:15,38993.6,>Range,>Range,>Range
10/21/21 18:57:16,38937,>Range,>Range,>Range
10/21/21 18:57:17,38880.4,>Range,>Range,>Range
10/21/21 18:57:18,38877.6,>Range,>Range,>Range
10/21/21 18:57:19,38960,>Range,>Range,>Range
10/21/21 18:57:20,38940.5,>Range,>Range,>Range
10/21/21 18:57:21,39023.1,>Range,>Range,>Range
10/21/21 18:57:22,39054.1,>Range,>Range,>Range
10/21/21 18:57:23,38894.1,>Range,>Range,>Range
10/21/21 18:57:24,38758.7,>Range,>Range,>Range
10/21/21 18:57:25,38737.7,>Range,>Range,>Range
10/21/21 18:57:26,38805.3,>Range,>Range,>Range
10/21/21 18:57:27,38808.8,>Range,>Range,>Range
10/21/21 18:57:28,38864.1,>Range,>Range,>Range
10/21/21 18:57:29,38800.4,>Range,>Range,>Range
10/21/21 18:57:30,38749.9,>Range,>Range,>Range
10/21/21 18:57:31,38831.7,>Range,>Range,>Range
10/21/21 18:57:32,38972.6,>Range,>Range,>Range
10/21/21 18:57:33,39045.1,>Range,>Range,>Range
10/21/21 18:57:34,39077,>Range,>Range,>Range
10/21/21 18:57:35,39103.5,>Range,>Range,>Range
10/21/21 18:57:36,39213.4,>Range,>Range,>Range
10/21/21 18:57:37,39254.7,>Range,>Range,>Range
10/21/21 18:57:38,39119,>Range,>Range,>Range
10/21/21 18:57:39,38916.3,>Range,>Range,>Range
10/21/21 18:57:40,38849,>Range,>Range,>Range
10/21/21 18:57:41,38832.4,>Range,>Range,>Range
10/21/21 18:57:42,38904,>Range,>Range,>Range
10/21/21 18:57:43,38936.6,>Range,>Range,>Range
10/21/21 18:57:44,39059.7,>Range,>Range,>Range
10/21/21 18:57:45,39013.6,>Range,>Range,>Range
10/21/21 18:57:46,38998,>Range,>Range,>Range
10/21/21 18:57:47,39010.3,>Range,>Range,>Range
10/21/21 18:57:48,38970.2,>Range,>Range,>Range
10/21/21 18:57:49,38931.4,>Range,>Range,>Range
10/21/21 18:57:50,38798.7,>Range,>Range,>Range
10/21/21 18:57:51,38719.7,>Range,>Range,>Range
10/21/21 18:57:52,38723.2,>Range,>Range,>Range
10/21/21 18:57:53,38897,>Range,>Range,>Range
10/21/21 18:57:54,38996.5,>Range,>Range,>Range
10/21/21 18:57:55,38865.1,>Range,>Range,>Range
10/21/21 18:57:56,38678.2,>Range,>Range,>Range
10/21/21 18:57:57,38605,>Range,>Range,>Range
10/21/21 18:57:58,38644.6,>Range,>Range,>Range
10/21/21 18:57:59,38656.1,>Range,>Range,>Range
10/21/21 18:58:00,38821.4,>Range,>Range,>Range
10/21/21 18:58:01,38926.4,>Range,>Range,>Range
10/21/21 18:58:02,38976.2,>Range,>Range,>Range
10/21/21 18:58:03,38873,>Range,>Range,>Range
10/21/21 18:58:04,38802.9,>Range,>Range,>Range
10/21/21 18:58:05,38810.7,>Range,>Range,>Range
10/21/21 18:58:06,38868.9,>Range,>Range,>Range
10/21/21 18:58:07,39001.4,>Range,>Range,>Range
10/21/21 18:58:08,39055.7,>Range,>Range,>Range
10/21/21 18:58:09,39067.3,>Range,>Range,>Range
10/21/21 18:58:10,39119.9,>Range,>Range,>Range
10/21/21 18:58:11,39169.1,>Range,>Range,>Range
10/21/21 18:58:12,39091.6,>Range,>Range,>Range
10/21/21 18:58:13,38937.6,>Range,>Range,>Range
10/21/21 18:58:14,38732.1,>Range,>Range,>Range
10/21/21 18:58:15,38563.4,>Range,>Range,>Range
10/21/21 18:58:16,38471.5,>Range,>Range,>Range
10/21/21 18:58:17,38361,>Range,>Range,>Range
10/21/21 18:58:18,38247.1,>Range,>Range,>Range
10/21/21 18:58:19,38245.8,>Range,>Range,>Range
10/21/21 18:58:20,38236.2,>Range,>Range,>Range
10/21/21 18:58:21,38196,>Range,>Range,>Range
10/21/21 18:58:22,38270.2,>Range,>Range,>Range
10/21/21 18:58:23,38332.7,>Range,>Range,>Range
10/21/21 18:58:24,38472.2,>Range,>Range,>Range
10/21/21 18:58:25,38533.4,>Range,>Range,>Range
10/21/21 18:58:26,38669.2,>Range,>Range,>Range
10/21/21 18:58:27,38710.2,>Range,>Range,>Range
10/21/21 18:58:28,38756.5,>Range,>Range,>Range
10/21/21 18:58:29,38849.3,>Range,>Range,>Range
10/21/21 18:58:30,38919.7,>Range,>Range,>Range
10/21/21 18:58:31,39012.6,>Range,>Range,>Range
10/21/21 18:58:32,38973.4,>Range,>Range,>Range
10/21/21 18:58:33,38911.7,>Range,>Range,>Range
10/21/21 18:58:34,38884.1,>Range,>Range,>Range
10/21/21 18:58:35,38743.8,>Range,>Range,>Range
10/21/21 18:58:36,38746.1,>Range,>Range,>Range
10/21/21 18:58:37,38795.2,>Range,>Range,>Range
10/21/21 18:58:38,38844.1,>Range,>Range,>Range
10/21/21 18:58:39,38785.9,>Range,>Range,>Range
10/21/21 18:58:40,38683.4,>Range,>Range,>Range
10/21/21 18:58:41,38612.2,>Range,>Range,>Range
10/21/21 18:58:42,38620.8,>Range,>Range,>Range
10/21/21 18:58:43,38636.1,>Range,>Range,>Range
10/21/21 18:58:44,38602.2,>Range,>Range,>Range
10/21/21 18:58:45,38464.6,>Range,>Range,>Range
10/21/21 18:58:46,38520.8,>Range,>Range,>Range
10/21/21 18:58:47,38670.2,>Range,>Range,>Range
10/21/21 18:58:48,38748.7,>Range,>Range,>Range
10/21/21 18:58:49,38815.7,>Range,>Range,>Range
10/21/21 18:58:50,38921.8,>Range,>Range,>Range
10/21/21 18:58:51,39004.5,>Range,>Range,>Range
10/21/21 18:58:52,38990.9,>Range,>Range,>Range
10/21/21 18:58:53,38950.4,>Range,>Range,>Range
10/21/21 18:58:54,38925.7,>Range,>Range,>Range
10/21/21 18:58:55,38928.3,>Range,>Range,>Range
10/21/21 18:58:56,38816.3,>Range,>Range,>Range
10/21/21 18:58:57,38712.4,>Range,>Range,>Range
10/21/21 18:58:58,38702.8,>Range,>Range,>Range
10/21/21 18:58:59,38713,>Range,>Range,>Range
10/21/21 18:59:00,38623.7,>Range,>Range,>Range
10/21/21 18:59:01,38572.4,>Range,>Range,>Range
